"COUNTY","CRASH_YEAR","CRN","LANE_COUNT","OFFSET","RDWY_ORIENT","RDWY_SEQ_NUM","ROAD_OWNER","ROUTE","SEGMENT","SPEED_LIMIT","STREET_NAME","COUNTY_NAME","MUNICIPALITY"
"67","2017","2017035782","02","","E","4","4","","","25","LOTT ST","Philadelphia","67301"
"67","2017","2017035782","03","1679","N","3","2","6001","0320","45","ROOSEVELT BL","Philadelphia","67301"
"67","2017","2017035784","2 ","0","S","5","2","1011","0091","30","WELSH RD","Philadelphia","67301"
"67","2017","2017035784","2 ","0","N","4","2","1011","0090","30","WELSH RD","Philadelphia","67301"
"67","2017","2017035784","2 ","0","W","3","2","1001","0140","35","VERREE RD","Philadelphia","67301"
"67","2017","2017009807","3 ","1654","W","3","1","0676","0003","55","VINE STREET EX","Philadelphia","67301"
"67","2017","2017014063","2 ","2835","N","4","2","3011","0060","25","TWENTYNINTH ST","Philadelphia","67301"
"67","2017","2017014063","2 ","448","W","3","2","2016","0020","30","ALLEGHENY AV","Philadelphia","67301"
"67","2017","2017014085","01","","N","3","4","","","25","5TH ST","Philadelphia","67301"
"67","2017","2017014085","02","","W","4","4","","","25","WASHINGTON AV","Philadelphia","67301"
"67","2017","2017033068","02","","S","3","4","","","25","HELLERMAN ST","Philadelphia","67301"
"67","2017","2017033068","02","","E","4","4","","","25","CHARLES ST","Philadelphia","67301"
"67","2017","2017033070","3 ","2212","N","3","2","0611","0080","30","BROAD ST","Philadelphia","67301"
"67","2017","2017033070","04","","W","5","4","","","25","GLENWOOD AV","Philadelphia","67301"
"67","2017","2017033070","3 ","2190","S","4","2","0611","0081","30","BROAD ST","Philadelphia","67301"
"67","2017","2017033082","02","","E","3","4","","","25","HARGRAVE ST","Philadelphia","67301"
"67","2017","2017037548","01","","S","3","4","","","25","EDGEMONT ST","Philadelphia","67301"
"67","2017","2017127299","01","","N","3","4","","","25","ALDEN ST","Philadelphia","67301"
"67","2017","2017127300","2 ","869","W","3","2","1014","0010","35","RHAWN ST","Philadelphia","67301"
"67","2017","2017127362","02","","S","3","4","","","25","KENSINGTON AV","Philadelphia","67301"
"67","2017","2017127365","03","0","N","3","2","6001","0220","40","ROOSEVELT BL","Philadelphia","67301"
"67","2017","2017127365","02","","W","4","4","","","25","PRATT ST","Philadelphia","67301"
"67","2017","2017127387","02","","E","3","4","","","25","LOUDON ST","Philadelphia","67301"
"67","2017","2017127387","02","","N","4","4","","","25","RISING SUN AV","Philadelphia","67301"
"67","2017","2017127402","01","","E","3","4","","","25","DIAMOND ST","Philadelphia","67301"
"67","2017","2017127402","01","","N","4","4","","","30","11TH ST","Philadelphia","67301"
"67","2017","2017133945","01","","S","3","4","","","25","MIRIAM RD","Philadelphia","67301"
"67","2017","2017133945","02","","W","4","4","","","25","PRATT ST","Philadelphia","67301"
"67","2017","2017133977","02","0","N","3","2","1015","0040","35","KNIGHTS RD","Philadelphia","67301"
"67","2017","2017133977","02","0","S","4","2","1015","0041","35","KNIGHTS RD","Philadelphia","67301"
"67","2017","2017133977","01","852","W","6","2","8029","0010","25","RAMP N RD","Philadelphia","67301"
"67","2017","2017133977","01","","W","5","4","","","25","WOODHAVEN RD","Philadelphia","67301"
"67","2017","2017133995","2 ","2683","S","3","2","3003","0041","40","THIRTYFOURTH ST","Philadelphia","67301"
"67","2017","2017123757","3 ","2364","W","3","1","0676","0005","55","VINE STREET EX","Philadelphia","67301"
"67","2017","2017133249","3 ","1146","S","3","1","0095","0221","55","DELAWARE EX","Philadelphia","67301"
"67","2017","2017133249","2 ","0","W","4","2","8009","0510","20","RAMP RD","Philadelphia","67301"
"67","2017","2018005428","2 ","38","N","3","2","1004","0100","25","TORRESDALE AV","Philadelphia","67301"
"67","2017","2018005480","2 ","1625","S","4","2","0611","0011","30","BROAD ST","Philadelphia","67301"
"67","2017","2018005480","3 ","1593","N","3","2","0611","0010","30","BROAD ST","Philadelphia","67301"
"67","2017","2018005480","3 ","110","S","6","2","0611","0021","30","BROAD ST","Philadelphia","67301"
"67","2017","2018005480","3 ","104","N","5","2","0611","0020","30","BROAD ST","Philadelphia","67301"
"67","2017","2018005480","2 ","0","E","9","2","8059","0750","20","RAMP RD","Philadelphia","67301"
"67","2017","2018005480","3 ","504","E","7","2","2676","0010","25","VINE ST","Philadelphia","67301"
"67","2017","2018005480","3 ","492","W","8","2","2676","0011","25","VINE ST","Philadelphia","67301"
"67","2017","2017117227","2 ","1259","N","3","2","0532","0060","35","BUSTLETON AV","Philadelphia","67301"
"67","2017","2017117227","2 ","1262","S","4","2","0532","0061","35","BUSTLETON AV","Philadelphia","67301"
"67","2017","2017117227","02","","W","5","4","","","25","TOMLINSON RD","Philadelphia","67301"
"67","2017","2017117234","01","","S","3","4","","","25","8TH ST","Philadelphia","67301"
"67","2017","2017117234","02","","W","4","4","","","25","CAYUGA ST","Philadelphia","67301"
"67","2017","2017117251","99","","N","3","4","","","","BRUSH RD","Philadelphia","67301"
"67","2017","2017117251","99","","E","4","4","","","","HAINES ST","Philadelphia","67301"
"67","2017","2017066374","2 ","","S","3","4","","","25","GREENE ST","Philadelphia","67301"
"67","2017","2017035603","01","","E","3","4","","","25","CAMBRIA ST","Philadelphia","67301"
"67","2017","2017035603","02","","S","4","4","","","25","2ND ST","Philadelphia","67301"
"67","2017","2017035761","01","","E","3","4","","","25","HART LN","Philadelphia","67301"
"67","2017","2017035761","01","","N","4","4","","","25","EMERALD ST","Philadelphia","67301"
"67","2017","2017035804","02","","N","4","4","","","25","SUMMERDALE AV","Philadelphia","67301"
"67","2017","2017035804","02","2360","E","3","2","1014","0030","35","RHAWN ST","Philadelphia","67301"
"67","2017","2017035820","2 ","690","E","3","2","1020","0030","35","PHILMONT AV","Philadelphia","67301"
"67","2017","2017061728","01","0","S","3","2","8003","0500","","RAMP RD","Philadelphia","67301"
"67","2017","2017061728","99","","S","5","4","","","30","FRONT ST","Philadelphia","67301"
"67","2017","2017061728","02","","S","4","4","","","30","RAMP FROM WALT WHITMAN RD","Philadelphia","67301"
"67","2017","2017062076","1 ","217","S","3","2","8011","0250","25","RAMP D RD","Philadelphia","67301"
"67","2017","2017086074","2 ","1133","S","3","2","4001","0081","35","HENRY AV","Philadelphia","67301"
"67","2017","2017086099","02","","S","4","4","","","25","62ND ST","Philadelphia","67301"
"67","2017","2017086099","03","585","E","3","2","0003","0030","35","CHESTNUT ST","Philadelphia","67301"
"67","2017","2017086106","2 ","","E","3","4","","","25","WOODBINE AV","Philadelphia","67301"
"67","2017","2017086108","2 ","595","W","4","2","1016","0003","30","HOLME AV","Philadelphia","67301"
"67","2017","2017086108","2 ","588","E","3","2","1016","0002","30","HOLME AV","Philadelphia","67301"
"67","2017","2017086108","02","","N","5","4","","","25","FAIRFIELD ST","Philadelphia","67301"
"67","2017","2017086157","02","0","E","3","2","4002","0060","35","STENTON AV","Philadelphia","67301"
"67","2017","2017086157","02","","S","4","4","","","25","GORGAS LN","Philadelphia","67301"
"67","2017","2017061139","01","","S","3","4","","","25","S 8TH ST","Philadelphia","67301"
"67","2017","2017089466","4 ","1812","S","3","1","0095","0191","55","DELAWARE EX","Philadelphia","67301"
"67","2017","2018027504","2 ","744","W","3","2","1008","0070","25","LEVICK ST","Philadelphia","67301"
"67","2017","2018027559","2 ","1152","N","3","2","2001","0160","25","RICHMOND ST","Philadelphia","67301"
"67","2017","2018027606","02","0","E","4","2","1007","0061","35","TACONY ST","Philadelphia","67301"
"67","2017","2018027606","02","","E","5","4","","","25","COMLY ST","Philadelphia","67301"
"67","2017","2018027606","02","0","N","3","2","1007","0060","35","TACONY ST","Philadelphia","67301"
"67","2017","2017091843","02","","W","4","4","","","25","DEVEREAUX AV","Philadelphia","67301"
"67","2017","2017091843","3 ","0","S","3","2","0001","0241","40","ROOSEVELT BL","Philadelphia","67301"
"67","2017","2017045751","2 ","1790","W","3","2","2014","0040","30","LEHIGH AV","Philadelphia","67301"
"67","2017","2017086912","02","","W","4","4","","","25","LOMBARD ST","Philadelphia","67301"
"67","2017","2017086912","01","","S","3","4","","","25","JUNIPER ST","Philadelphia","67301"
"67","2017","2017086915","2 ","1317","N","3","2","0013","0300","30","FRANKFORD AV","Philadelphia","67301"
"67","2017","2017104843","3 ","3198","N","3","1","0095","0164","55","DELAWARE EX","Philadelphia","67301"
"67","2017","2017057801","3 ","3004","S","3","1","0095","0211","55","DELAWARE EX","Philadelphia","67301"
"67","2017","2017078547","4 ","154","E","3","1","0076","3404","50","SCHUYLKILL EX","Philadelphia","67301"
"67","2017","2017091168","02","","W","3","4","","","25","VALLEY GREEN DR","Philadelphia","67301"
"67","2017","2017070415","02","","S","4","4","","","25","15TH ST","Philadelphia","67301"
"67","2017","2017070415","01","","W","3","4","","","25","SPRUCE ST","Philadelphia","67301"
"67","2017","2017070465","01","","N","4","4","","","35","13TH ST","Philadelphia","67301"
"67","2017","2017070465","01","","E","3","4","","","25","DICKINSON ST","Philadelphia","67301"
"67","2017","2017070483","02","","E","5","4","","","25","VAN KIRK ST","Philadelphia","67301"
"67","2017","2017070483","2 ","2017","S","4","2","1009","0061","25","BUSTLETON AV","Philadelphia","67301"
"67","2017","2017070483","2 ","1987","N","3","2","1009","0060","25","BUSTLETON AV","Philadelphia","67301"
"67","2017","2017030988","2 ","","N","3","4","","","35","WOODLAND AV","Philadelphia","67301"
"67","2017","2017070399","3 ","1750","N","3","2","0611","0030","30","BROAD ST","Philadelphia","67301"
"67","2017","2017070399","02","","W","5","4","","","25","NORTH ST","Philadelphia","67301"
"67","2017","2017070399","3 ","1514","S","4","2","0611","0031","30","BROAD ST","Philadelphia","67301"
"67","2017","2017070407","2 ","2205","N","3","2","4004","0030","35","CHEW AV","Philadelphia","67301"
"67","2017","2017070407","02","","W","4","4","","","25","LOCUST AV","Philadelphia","67301"
"67","2017","2017070411","02","","N","3","4","","","25","N 65TH ST","Philadelphia","67301"
"67","2017","2017070412","3 ","1812","S","3","2","6001","0171","40","ROOSEVELT BL","Philadelphia","67301"
"67","2017","2017070417","2 ","918","E","3","2","3008","0030","25","CHESTNUT ST","Philadelphia","67301"
"67","2017","2017070420","02","","W","3","4","","","25","HUNTING PARK AV","Philadelphia","67301"
"67","2017","2017070467","02","","E","3","4","","","30","HELLERMAN ST","Philadelphia","67301"
"67","2017","2017070467","02","","N","4","4","","","30","LARGE ST","Philadelphia","67301"
"67","2017","2017070467","02","","N","5","4","","","30","EVERETT ST","Philadelphia","67301"
"67","2017","2017024749","3 ","1003","W","3","1","0076","3431","50","SCHUYLKILL EX","Philadelphia","67301"
"67","2017","2017024749","1 ","0","E","4","2","8008","0500","35","RAMP D RD","Philadelphia","67301"
"67","2017","2017055638","2 ","1533","N","3","2","2007","0080","25","FRANKFORD AV","Philadelphia","67301"
"67","2017","2017055655","04","","E","3","4","","","35","E HUNTING PARK AV","Philadelphia","67301"
"67","2017","2017055655","02","","N","4","4","","","25","G ST","Philadelphia","67301"
"67","2017","2017055656","2 ","0","B","3","2","2159","0010","25","TWELFTH ST","Philadelphia","67301"
"67","2017","2017055656","02","","S","5","4","","","25","12TH ST","Philadelphia","67301"
"67","2017","2017055656","3 ","1549","W","4","2","2676","0011","25","VINE ST","Philadelphia","67301"
"67","2017","2017023932","01","","S","3","4","","","25","N 6TH ST","Philadelphia","67301"
"67","2017","2017060642","02","","S","3","4","","","30","TREVOSE RD","Philadelphia","67301"
"67","2017","2017060656","2 ","","S","3","4","","","25","TWELFTH ST","Philadelphia","67301"
"67","2017","2017060660","01","","E","4","4","","","25","PINE ST","Philadelphia","67301"
"67","2017","2017060660","01","","S","3","4","","","25","JUNIPER ST","Philadelphia","67301"
"67","2017","2017060703","02","","E","5","4","","","25","PASCHALL AV","Philadelphia","67301"
"67","2017","2017060703","2 ","1844","S","4","2","3013","0041","35","ISLAND AV","Philadelphia","67301"
"67","2017","2017060703","2 ","1847","N","3","2","3013","0040","35","ISLAND AV","Philadelphia","67301"
"67","2017","2017060718","02","","W","4","4","","","25","WASHINGTON AV","Philadelphia","67301"
"67","2017","2017060718","01","","S","3","4","","","25","2ND ST","Philadelphia","67301"
"67","2017","2017060748","02","","N","4","4","","","25","BANES ST","Philadelphia","67301"
"67","2017","2017060748","02","491","W","3","2","1011","0060","35","WELSH RD","Philadelphia","67301"
"67","2017","2017049453","3 ","2971","W","3","1","0676","0003","55","VINE STREET EX","Philadelphia","67301"
"67","2017","2017049583","2 ","167","E","3","4","G076","0010","35","GREEN LANE BRIDGE RD","Philadelphia","46104"
"67","2017","2017106048","02","","E","5","4","","","25","WYOMING AV","Philadelphia","67301"
"67","2017","2017106048","2 ","410","S","4","2","1003","0041","35","WHITAKER AV","Philadelphia","67301"
"67","2017","2017106048","2 ","416","N","3","2","1003","0040","35","WHITAKER AV","Philadelphia","67301"
"67","2017","2017021975","02","","W","3","4","","","25","LINDBERGH BL","Philadelphia","67301"
"67","2017","2017045411","2 ","132","E","3","1","0076","3444","50","SCHUYLKILL EX","Philadelphia","67301"
"67","2017","2017045470","1 ","0","E","4","2","8010","0010","","RAMP E RD","Philadelphia","67301"
"67","2017","2017045470","3 ","1003","E","3","1","0076","3434","50","SCHUYLKILL EX","Philadelphia","67301"
"67","2017","2017033035","02","","N","4","4","","","25","59TH ST","Philadelphia","67301"
"67","2017","2017033035","2 ","2599","E","3","2","0030","0020","30","LANCASTER AV","Philadelphia","67301"
"67","2017","2017033056","2 ","99","S","3","2","2159","0010","25","TWELFTH ST","Philadelphia","67301"
"67","2017","2017033056","02","","S","5","4","","","25","TWELFTH ST","Philadelphia","67301"
"67","2017","2017033056","3 ","1549","E","4","2","2676","0010","25","VINE ST","Philadelphia","67301"
"67","2017","2017033064","2 ","2057","E","3","2","3019","0064","35","PASSYUNK AV","Philadelphia","67301"
"67","2017","2017033064","06","","W","5","4","","","35","SIXTYFIRST ST","Philadelphia","67301"
"67","2017","2017033064","2 ","2013","W","4","2","3019","0065","35","PASSYUNK AV","Philadelphia","67301"
"67","2017","2017033064","02","","S","6","4","","","25","LC TO FRONTAGE RD","Philadelphia","67301"
"67","2017","2017033111","02","","S","4","4","","","25","53RD ST","Philadelphia","67301"
"67","2017","2017033111","01","","W","3","4","","","25","SANSOM ST","Philadelphia","67301"
"67","2017","2017041336","02","","E","4","4","","","25","CHELTEN AV","Philadelphia","67301"
"67","2017","2017041336","01","","S","5","4","","","25","HEISKELL ST","Philadelphia","67301"
"67","2017","2017041336","02","","S","3","4","","","25","MORTON ST","Philadelphia","67301"
"67","2017","2017041378","02","","W","4","4","","","25","DUNCANNON AV","Philadelphia","67301"
"67","2017","2017041378","01","","S","3","4","","","25","N 11TH ST","Philadelphia","67301"
"67","2017","2017041385","02","","N","4","4","","","25","PARKSIDE AV","Philadelphia","67301"
"67","2017","2017041385","02","","E","3","4","","","25","WYNNEFIELD AV","Philadelphia","67301"
"67","2017","2017041390","02","172","N","4","2","3009","0100","25","RIDGE AV","Philadelphia","67301"
"67","2017","2017041390","01","500","W","3","2","8055","0500","25","RAMP A RD","Philadelphia","67301"
"67","2017","2017041411","2 ","1114","S","4","2","3015","0101","25","SIXTYTHIRD ST","Philadelphia","67301"
"67","2017","2017041411","02","0","W","5","2","3018","0040","45","HAVERFORD AV","Philadelphia","67301"
"67","2017","2017041411","2 ","1113","N","3","2","3015","0100","35","SIXTYTHIRD ST","Philadelphia","67301"
"67","2017","2017041428","01","0","N","6","2","8008","0020","25","RAMP B RD","Philadelphia","67301"
"67","2017","2017041428","1 ","877","S","5","2","8008","0010","25","RAMP A RD","Philadelphia","67301"
"67","2017","2017041428","2 ","168","W","4","2","0030","0071","50","GIRARD AV","Philadelphia","67301"
"67","2017","2017041428","2 ","166","E","3","2","0030","0070","50","GIRARD AV","Philadelphia","67301"
"67","2017","2017100280","03","100","S","3","2","0001","0091","50","ROOSEVELT BOULEVARD EX","Philadelphia","67301"
"67","2017","2017070463","2 ","2234","W","5","2","2006","0081","25","SPRING GARDEN ST","Philadelphia","67301"
"67","2017","2017070463","2 ","2231","E","4","2","2006","0080","25","SPRING GARDEN ST","Philadelphia","67301"
"67","2017","2017070463","02","","S","6","4","","","25","5TH ST","Philadelphia","67301"
"67","2017","2017070463","2 ","1250","N","3","2","2003","0074","25","FIFTH ST","Philadelphia","67301"
"67","2017","2017080269","4 ","864","S","3","1","0095","0301","55","DELAWARE EX","Philadelphia","67301"
"67","2017","2017083969","05","0","S","5","2","0001","0080","35","CITY AV","Philadelphia","46104"
"67","2017","2017083969","3 ","0","S","3","2","0001","0081","35","CITY AV","Philadelphia","46104"
"67","2017","2017004331","3 ","2173","S","3","1","0095","0185","55","DELAWARE EX","Philadelphia","67301"
"67","2017","2017041142","02","","S","4","4","","","25","CHEROKEE ST","Philadelphia","67301"
"67","2017","2017041142","02","923","W","3","2","4007","0060","30","WASHINGTON LN","Philadelphia","67301"
"67","2017","2017041162","02","1674","S","3","2","1009","0111","25","BUSTLETON AV","Philadelphia","67301"
"67","2017","2017041168","2 ","0","N","4","2","2009","0060","30","ARAMINGO AV","Philadelphia","67301"
"67","2017","2017041168","2 ","0","S","5","2","2009","0061","30","ARAMINGO AV","Philadelphia","67301"
"67","2017","2017041168","2 ","0","E","3","2","1005","0050","25","CASTOR AV","Philadelphia","67301"
"67","2017","2017041207","01","","W","4","4","","","25","SANSOM ST","Philadelphia","67301"
"67","2017","2017041207","02","","N","3","4","","","25","9TH ST","Philadelphia","67301"
"67","2017","2017041227","02","","N","4","4","","","25","FORTYSECOND ST","Philadelphia","67301"
"67","2017","2017041227","3 ","961","E","3","2","0003","0070","35","CHESTNUT ST","Philadelphia","67301"
"67","2017","2017041285","01","","N","3","4","","","25","N 16TH ST","Philadelphia","67301"
"67","2017","2017060589","02","","N","4","4","","","25","5TH ST","Philadelphia","67301"
"67","2017","2017060589","02","","W","3","4","","","25","CECIL B MOORE AV","Philadelphia","67301"
"67","2017","2017060619","02","","E","4","4","","","25","TYSON ST","Philadelphia","67301"
"67","2017","2017060619","03","0","S","3","2","6001","0261","40","ROOSEVELT BL","Philadelphia","67301"
"67","2017","2017060673","3 ","2048","N","3","2","0001","0200","40","ROOSEVELT BL","Philadelphia","67301"
"67","2017","2017060678","02","","W","4","4","","","25","SPRUCE ST","Philadelphia","67301"
"67","2017","2017060678","02","","S","3","4","","","25","23RD ST","Philadelphia","67301"
"67","2017","2017060700","02","","U","4","4","","","25","E WINGOHOCKING ST","Philadelphia","67301"
"67","2017","2017060700","2 ","0","N","3","2","1005","0080","35","CASTOR AV","Philadelphia","67301"
"67","2017","2017060723","02","0","S","4","2","3007","0141","35","KELLY DR","Philadelphia","67301"
"67","2017","2017060723","02","","S","6","4","","","25","FALLS BRIDGE RD","Philadelphia","67301"
"67","2017","2017060723","02","0","N","3","2","3007","0140","35","KELLY DR","Philadelphia","67301"
"67","2017","2017060723","02","","S","5","4","","","25","CALUMET ST","Philadelphia","67301"
"67","2017","2017060757","02","","N","4","4","","","25","ADAMS AV","Philadelphia","67301"
"67","2017","2017060757","03","580","N","3","2","6001","0210","40","ROOSEVELT BL","Philadelphia","67301"
"67","2017","2017025190","4 ","1281","S","3","1","0095","0275","55","DELAWARE EX","Philadelphia","67301"
"67","2017","2018026743","01","","W","5","4","","","25","TERMINAL AV","Philadelphia","67301"
"67","2017","2018026743","02","710","W","4","2","8001","0500","25","RAMP D RD","Philadelphia","67301"
"67","2017","2018026743","03","162","N","3","2","0611","0002","35","BROAD ST","Philadelphia","67301"
"67","2017","2017107189","3 ","488","W","3","1","0076","3465","50","SCHUYLKILL EX","Philadelphia","67301"
"67","2017","2017089089","2 ","3579","E","3","1","0076","3444","50","SCHUYLKILL EX","Philadelphia","67301"
"67","2017","2017089102","2 ","2375","E","3","1","0676","0010","55","VINE STREET EX","Philadelphia","67301"
"67","2017","2017109746","01","","W","4","4","","","25","PARRISH ST","Philadelphia","67301"
"67","2017","2017109746","01","","N","3","4","","","25","16TH ST","Philadelphia","67301"
"67","2017","2017109767","02","1496","W","4","2","4015","0040","45","WAYNE AV","Philadelphia","67301"
"67","2017","2017109767","02","","W","5","4","","","45","WAYNE AV","Philadelphia","67301"
"67","2017","2017109767","04","270","S","3","2","4013","0050","35","LINCOLN DR","Philadelphia","67301"
"67","2017","2017109768","02","","N","3","4","","","25","STENTON AV","Philadelphia","67301"
"67","2017","2017109785","03","","N","4","4","","","25","9TH ST","Philadelphia","67301"
"67","2017","2017109785","02","0","W","3","2","3007","0020","25","ARCH ST","Philadelphia","67301"
"67","2017","2017109787","02","","E","5","4","","","35","HELLERMAN ST","Philadelphia","67301"
"67","2017","2017109787","2 ","1125","S","4","2","1005","0131","30","CASTOR AV","Philadelphia","67301"
"67","2017","2017109787","2 ","1125","N","3","2","1005","0130","25","CASTOR AV","Philadelphia","67301"
"67","2017","2017109789","02","","W","4","4","","","25","DEVEREAUX AV","Philadelphia","67301"
"67","2017","2017109789","02","","W","5","4","","","25","EVERETT AV","Philadelphia","67301"
"67","2017","2017109789","03","0","S","3","2","6001","0241","40","ROOSEVELT BL","Philadelphia","67301"
"67","2017","2017109803","01","","N","4","4","","","25","19TH ST","Philadelphia","67301"
"67","2017","2017109803","01","","W","3","4","","","25","FONTAIN ST","Philadelphia","67301"
"67","2017","2017110676","4 ","1649","S","3","1","0095","0135","55","DELAWARE EX","Philadelphia","67301"
"67","2017","2017041097","2 ","0","E","4","2","2016","0080","30","ALLEGHENY AV","Philadelphia","67301"
"67","2017","2017041097","2 ","0","N","3","2","1003","0010","25","B ST","Philadelphia","67301"
"67","2017","2017058327","03","","N","4","4","","","25","OLD YORK RD","Philadelphia","67301"
"67","2017","2017058327","02","","W","3","4","","","25","BRISTOL ST","Philadelphia","67301"
"67","2017","2017058340","2 ","704","W","4","2","0013","0181","40","ROOSEVELT BL","Philadelphia","67301"
"67","2017","2017058340","02","","N","5","4","","","35","OLD YORK RD","Philadelphia","67301"
"67","2017","2017058340","2 ","694","E","3","2","0013","0180","30","ROOSEVELT BL","Philadelphia","67301"
"67","2017","2017058358","01","","N","3","4","","","25","BAKER ST","Philadelphia","67301"
"67","2017","2017058377","02","","N","3","4","","","25","CALVERT ST","Philadelphia","67301"
"67","2017","2017076164","02","","W","3","4","","","25","FAIRMOUNT AV","Philadelphia","67301"
"67","2017","2017076164","02","","S","4","4","","","25","40TH ST","Philadelphia","67301"
"67","2017","2017076250","01","","E","4","4","","","25","SELLERS ST","Philadelphia","67301"
"67","2017","2017076250","2 ","539","S","3","2","2001","0200","25","RICHMOND ST","Philadelphia","67301"
"67","2017","2017076277","2 ","1748","E","3","2","3017","0070","35","PARKSIDE AV","Philadelphia","67301"
"67","2017","2017076286","2 ","1352","N","3","2","4007","0080","25","GERMANTOWN AV","Philadelphia","67301"
"67","2017","2017076286","02","","E","4","4","","","25","PELHAM RD","Philadelphia","67301"
"67","2017","2017076299","02","","N","3","4","","","25","S 68TH ST","Philadelphia","67301"
"67","2017","2017076306","2 ","893","W","4","2","2001","0021","30","OREGON AV","Philadelphia","67301"
"67","2017","2017076306","2 ","895","E","3","2","2001","0020","30","OREGON AV","Philadelphia","67301"
"67","2017","2017076306","02","","N","5","4","","","25","5TH ST","Philadelphia","67301"
"67","2017","2017000822","02","","W","5","4","","","25","HOLYOKE RD","Philadelphia","67301"
"67","2017","2017000822","2 ","0","S","4","2","1013","0051","30","ACADEMY RD","Philadelphia","67301"
"67","2017","2017000822","2 ","0","N","3","2","1013","0050","30","ACADEMY RD","Philadelphia","67301"
"67","2017","2017018713","3 ","1387","N","3","2","0001","0200","40","ROOSEVELT BL","Philadelphia","67301"
"67","2017","2017052476","02","","W","3","4","","","25","STONEY LN","Philadelphia","67301"
"67","2017","2017018985","02","","E","5","4","","","30","MOREDUN RD","Philadelphia","67301"
"67","2017","2017018985","02","","S","4","4","","","30","PINE RD","Philadelphia","67301"
"67","2017","2017018985","02","","E","3","4","","","30","BLOOMFIELD AV","Philadelphia","67301"
"67","2017","2017018986","2 ","0","S","4","2","0013","0205","30","LEVICK ST","Philadelphia","67301"
"67","2017","2017018986","2 ","2250","N","6","2","2007","0150","30","FRANKFORD AV","Philadelphia","67301"
"67","2017","2017018986","2 ","0","E","5","2","1024","0010","25","ROBBINS ST","Philadelphia","67301"
"67","2017","2017018986","2 ","2245","S","7","2","2007","0151","30","FRANKFORD AV","Philadelphia","67301"
"67","2017","2017018986","2 ","0","N","3","2","0013","0204","25","FRANKFORD AV","Philadelphia","67301"
"67","2017","2017019012","02","","S","4","4","","","25","2ND ST","Philadelphia","67301"
"67","2017","2017019012","02","","E","3","4","","","25","RUSCOMB ST","Philadelphia","67301"
"67","2017","2017019093","02","","N","4","4","","","35","OGONTZ AV","Philadelphia","67301"
"67","2017","2017019093","02","","W","3","4","","","35","78TH AV","Philadelphia","67301"
"67","2017","2017019118","02","","S","3","4","","","35","21ST ST","Philadelphia","67301"
"67","2017","2017019122","01","","N","4","4","","","25","18TH ST","Philadelphia","67301"
"67","2017","2017019122","02","","W","3","4","","","25","FONTAIN ST","Philadelphia","67301"
"67","2017","2017019128","02","","E","4","4","","","25","GREENWAY AV","Philadelphia","67301"
"67","2017","2017019128","01","","N","3","4","","","25","CONESTOGA ST","Philadelphia","67301"
"67","2017","2017019172","02","","N","4","4","","","25","61ST ST","Philadelphia","67301"
"67","2017","2017019172","2 ","89","E","3","2","0013","0010","25","BALTIMORE AV","Philadelphia","67301"
"67","2017","2017037349","2 ","106","W","3","2","0013","0171","30","HUNTING PARK AV","Philadelphia","67301"
"67","2017","2017037431","02","","E","3","4","","","25","HARTEL AV","Philadelphia","67301"
"67","2017","2017058318","02","","S","4","4","","","25","54TH ST","Philadelphia","67301"
"67","2017","2017058318","02","","E","3","4","","","25","WYNNEFIELD AV","Philadelphia","67301"
"67","2017","2017058331","01","","N","4","4","","","25","3RD ST","Philadelphia","67301"
"67","2017","2017058331","01","","W","3","4","","","25","GEORGE ST","Philadelphia","67301"
"67","2017","2017058355","01","","N","5","4","","","25","JERICHO RD","Philadelphia","67301"
"67","2017","2017058355","2 ","497","W","4","2","1003","0051","35","WHITAKER AV","Philadelphia","67301"
"67","2017","2017058355","2 ","501","E","3","2","1003","0050","35","WHITAKER AV","Philadelphia","67301"
"67","2017","2017058364","2 ","0","W","4","2","4021","0010","25","MT AIRY AV","Philadelphia","67301"
"67","2017","2017058364","2 ","784","S","3","2","4007","0090","25","GERMANTOWN AV","Philadelphia","67301"
"67","2017","2017076149","02","","N","3","4","","","25","SIXTYFIRST ST","Philadelphia","67301"
"67","2017","2017076159","2 ","534","S","4","2","3007","0121","35","KELLY DR","Philadelphia","67301"
"67","2017","2017076159","2 ","535","N","3","2","3007","0120","35","KELLY DR","Philadelphia","67301"
"67","2017","2017076159","02","","S","5","4","","","35","STRAWBERRY MANSION DR","Philadelphia","67301"
"67","2017","2017076161","02","","W","4","4","","","35","THOMPSON ST","Philadelphia","67301"
"67","2017","2017076161","01","","N","3","4","","","35","13TH ST","Philadelphia","67301"
"67","2017","2017076162","01","","N","4","4","","","25","11TH ST","Philadelphia","67301"
"67","2017","2017076162","1 ","2437","E","3","2","2012","0040","25","DAUPHIN ST","Philadelphia","67301"
"67","2017","2017076200","2 ","1496","E","4","2","4015","0040","45","WAYNE AV","Philadelphia","67301"
"67","2017","2017076200","4 ","270","S","3","2","4013","0050","35","LINCOLN DR","Philadelphia","67301"
"67","2017","2017076200","02","","E","5","4","","","45","WAYNE AV","Philadelphia","67301"
"67","2017","2017076211","02","","W","3","4","","","25","DEVEREAUX AV","Philadelphia","67301"
"67","2017","2017031109","3 ","2187","W","3","1","0676","0003","55","VINE STREET EX","Philadelphia","67301"
"67","2017","2017055640","01","","N","4","4","","","25","15TH ST","Philadelphia","67301"
