"COUNTY","CRASH_YEAR","CRN","LANE_COUNT","OFFSET","RDWY_ORIENT","RDWY_SEQ_NUM","ROAD_OWNER","ROUTE","SEGMENT","SPEED_LIMIT","STREET_NAME","COUNTY_NAME","MUNICIPALITY"
"67","2017","2018027535","02","","N","4","4","","","","TWENTYSECOND ST","Philadelphia","67301"
"67","2017","2018027551","02","0","N","3","2","4002","0060","35","STENTON AV","Philadelphia","67301"
"67","2017","2018027551","02","","W","4","4","","","25","GORGAS LN","Philadelphia","67301"
"67","2017","2018027553","1 ","","W","3","4","","","25","ABBOTTSFORD AV","Philadelphia","67301"
"67","2017","2018030150","03","2074","N","3","2","0001","0270","40","ROOSEVELT BL","Philadelphia","67301"
"67","2017","2017060644","02","","S","3","4","","","25","NORTHEAST AV","Philadelphia","67301"
"67","2017","2017060644","02","","E","4","4","","","35","RED LION RD","Philadelphia","67301"
"67","2017","2017060690","2 ","1418","W","3","2","0073","0061","30","COTTMAN AV","Philadelphia","67301"
"67","2017","2017060702","02","","S","4","4","","","25","64TH ST","Philadelphia","67301"
"67","2017","2017060702","01","","W","3","4","","","25","REEDLAND ST","Philadelphia","67301"
"67","2017","2017060722","02","","N","5","4","","","25","24TH ST","Philadelphia","67301"
"67","2017","2017060722","02","1979","W","4","2","3019","0091","35","PASSYUNK AV","Philadelphia","67301"
"67","2017","2017060722","02","1989","E","3","2","3019","0090","35","PASSYUNK AV","Philadelphia","67301"
"67","2017","2017008125","3 ","407","S","3","1","0095","0141","55","DELAWARE EX","Philadelphia","67301"
"67","2017","2017013186","1 ","453","S","3","2","0001","0091","50","ROOSEVELT BOULEVARD EX","Philadelphia","67301"
"67","2017","2017120524","01","","S","4","4","","","25","19TH ST","Philadelphia","67301"
"67","2017","2017120524","01","1208","E","3","2","2012","0030","25","DAUPHIN ST","Philadelphia","67301"
"67","2017","2017120551","2 ","864","S","4","2","0013","0121","30","RIDGE AV","Philadelphia","67301"
"67","2017","2017120551","2 ","845","N","3","2","0013","0120","30","RIDGE AV","Philadelphia","67301"
"67","2017","2017120551","02","","E","5","4","","","25","CUMBERLAND DR","Philadelphia","67301"
"67","2017","2017120599","04","0","S","3","2","0611","0005","35","BROAD ST","Philadelphia","67301"
"67","2017","2017120599","03","","E","4","4","","","25","PATTISON AV","Philadelphia","67301"
"67","2017","2017120681","01","0","W","3","2","8008","0030","20","RAMP C RD","Philadelphia","67301"
"67","2017","2017120681","01","3688","W","5","2","0030","0061","50","GIRARD AV","Philadelphia","67301"
"67","2017","2017120681","01","3682","E","4","2","0030","0060","50","GIRARD AV","Philadelphia","67301"
"67","2017","2017120681","02","","N","6","4","","","25","THIRTYEIGHTH ST","Philadelphia","67301"
"67","2017","2017070462","02","","S","4","4","","","25","12TH ST","Philadelphia","67301"
"67","2017","2017070462","2 ","1060","W","3","2","3006","0011","25","WALNUT ST","Philadelphia","67301"
"67","2017","2017070473","02","","S","4","4","","","25","BROUS AV","Philadelphia","67301"
"67","2017","2017070473","02","0","E","3","2","0013","0200","25","ROBBINS ST","Philadelphia","67301"
"67","2017","2017070475","2 ","1058","S","3","2","2009","0061","30","ARAMINGO AV","Philadelphia","67301"
"67","2017","2017080312","4 ","2146","N","3","1","0095","0194","55","DELAWARE EX","Philadelphia","67301"
"67","2017","2017084187","3 ","1814","W","3","1","0676","0003","55","VINE STREET EX","Philadelphia","67301"
"67","2017","2017057741","2 ","304","S","3","2","3028","0011","25","JOHN F KENNEDY BL","Philadelphia","67301"
"67","2017","2017024684","4 ","2173","S","3","1","0095","0301","55","DELAWARE EX","Philadelphia","67301"
"67","2017","2017125359","3 ","1267","W","3","1","0076","3415","50","SCHUYLKILL EX","Philadelphia","67301"
"67","2017","2017120509","01","","N","3","4","","","25","N 9TH ST","Philadelphia","67301"
"67","2017","2017120529","02","","N","4","4","","","35","SPRINGFIELD AV","Philadelphia","67301"
"67","2017","2017107888","2 ","444","S","3","2","0001","0071","35","CITY AV","Philadelphia","67301"
"67","2017","2017084828","03","","E","3","4","","","45","WALT WHITMAN BR","Philadelphia","67301"
"67","2017","2017109764","02","","N","4","4","","","25","51ST ST","Philadelphia","67301"
"67","2017","2017109764","02","","E","3","4","","","25","WESTMINSTER AV","Philadelphia","67301"
"67","2017","2017109776","2 ","","S","3","4","","","25","WALDEMIRE DR","Philadelphia","67301"
"67","2017","2017109809","02","","E","4","4","","","25","SPRINGFIELD AV","Philadelphia","67301"
"67","2017","2017109809","02","","N","3","4","","","25","54TH ST","Philadelphia","67301"
"67","2017","2017109814","01","","W","4","4","","","25","SUSQUEHANNA AV","Philadelphia","67301"
"67","2017","2017109814","01","","N","3","4","","","25","19TH ST","Philadelphia","67301"
"67","2017","2017109815","01","","N","4","4","","","25","SACKETT ST","Philadelphia","67301"
"67","2017","2017109815","03","1688","W","3","2","0013","0201","25","LEVICK ST","Philadelphia","67301"
"67","2017","2017067507","02","","N","4","4","","","25","S 41ST ST","Philadelphia","67301"
"67","2017","2017067507","03","1409","E","3","2","0003","0070","35","CHESTNUT ST","Philadelphia","67301"
"67","2017","2017067582","4 ","1317","N","3","1","0095","0310","55","DELAWARE EX","Philadelphia","67301"
"67","2017","2017067674","02","","S","3","4","","","35","LORETTO AV","Philadelphia","67301"
"67","2017","2017067695","02","","S","3","4","","","35","ISLAND AV","Philadelphia","67301"
"67","2017","2017101813","3 ","3219","W","3","1","0676","0003","55","VINE STREET EX","Philadelphia","67301"
"67","2017","2017086643","02","153","E","4","2","0073","0050","30","COTTMAN AV","Philadelphia","67301"
"67","2017","2017086643","02","154","W","5","2","0073","0051","30","COTTMAN AV","Philadelphia","67301"
"67","2017","2017086643","3 ","0","N","3","2","6001","0270","45","ROOSEVELT BL","Philadelphia","67301"
"67","2017","2017086748","02","","N","4","4","","","25","5TH ST","Philadelphia","67301"
"67","2017","2017086748","02","","E","3","4","","","20","COURTLAND ST","Philadelphia","67301"
"67","2017","2017086857","2 ","1305","E","3","2","3010","0080","30","MARKET ST","Philadelphia","67301"
"67","2017","2017086861","2 ","546","S","3","2","0013","0100","25","THIRTYTHIRD ST","Philadelphia","67301"
"67","2017","2017086868","02","","W","3","4","","","30","TYSON AV","Philadelphia","67301"
"67","2017","2017086879","02","","W","3","4","","","25","BROWN ST","Philadelphia","67301"
"67","2017","2017086891","02","","S","4","4","","","25","5TH ST","Philadelphia","67301"
"67","2017","2017086891","01","","W","5","4","","","25","LOUDON ST","Philadelphia","67301"
"67","2017","2017086891","03","0","S","3","2","6001","0171","40","ROOSEVELT BL","Philadelphia","67301"
"67","2017","2017097935","02","","E","4","4","","","25","SHELMIRE AV","Philadelphia","67301"
"67","2017","2017097935","03","1749","S","3","2","6001","0271","45","ROOSEVELT BL","Philadelphia","67301"
"67","2017","2017097985","01","","E","5","4","","","25","WALLACE ST","Philadelphia","67301"
"67","2017","2017097985","3 ","1290","S","4","2","0611","0031","30","BROAD ST","Philadelphia","67301"
"67","2017","2017097985","3 ","1526","N","3","2","0611","0030","30","BROAD ST","Philadelphia","67301"
"67","2017","2017097986","01","","S","3","4","","","25","TWENTYFIRST ST","Philadelphia","67301"
"67","2017","2017008748","02","","N","4","4","","","25","FRONT ST","Philadelphia","67301"
"67","2017","2017008748","01","","E","3","4","","","25","WILDEY ST","Philadelphia","67301"
"67","2017","2017120486","2 ","1943","S","3","2","4002","0060","35","STENTON AV","Philadelphia","67301"
"67","2017","2017120527","2 ","289","W","3","2","2008","0031","30","GIRARD AV","Philadelphia","67301"
"67","2017","2017120637","03","1589","W","3","2","0063","0033","55","WOODHAVEN RD","Philadelphia","67301"
"67","2017","2017120674","2 ","282","S","4","2","3017","0030","35","FIFTYSECOND ST","Philadelphia","67301"
"67","2017","2017120674","3 ","1072","E","3","2","0003","0050","35","CHESTNUT ST","Philadelphia","67301"
"67","2017","2017120688","2 ","2116","N","5","2","0611","0120","30","BROAD ST","Philadelphia","67301"
"67","2017","2017120688","2 ","0","W","4","2","0013","0181","30","ROOSEVELT BL","Philadelphia","67301"
"67","2017","2017120688","2 ","2115","S","6","2","0611","0121","30","BROAD ST","Philadelphia","67301"
"67","2017","2017120688","2 ","0","E","3","2","0013","0180","30","ROOSEVELT BL","Philadelphia","67301"
"67","2017","2017120713","02","","E","4","4","","","25","E CHAMPLOST AV","Philadelphia","67301"
"67","2017","2017120713","02","","N","3","4","","","25","A ST","Philadelphia","67301"
"67","2017","2017125163","2 ","1012","W","3","1","0076","3455","50","SCHUYLKILL EX","Philadelphia","67301"
"67","2017","2017129751","02","673","W","3","2","2010","0030","25","CECIL B MOORE AV","Philadelphia","67301"
"67","2017","2017129751","01","","S","4","4","","","25","15TH ST","Philadelphia","67301"
"67","2017","2018029828","2 ","","N","3","4","","","25","OGONTZ AV","Philadelphia","67301"
"67","2017","2018029831","01","","W","3","4","","","","INDIANA AV","Philadelphia","67301"
"67","2017","2018029831","02","","N","4","4","","","","FRONT ST","Philadelphia","67301"
"67","2017","2018029833","2 ","1947","S","3","2","2009","0061","30","ARAMINGO AV","Philadelphia","67301"
"67","2017","2017130587","02","","S","3","4","","","25","OLD YORK RD","Philadelphia","67301"
"67","2017","2017130615","02","","N","4","4","","","30","2ND ST","Philadelphia","67301"
"67","2017","2017130615","02","","W","3","4","","","25","NEDRO AV","Philadelphia","67301"
"67","2017","2017115770","3 ","1263","N","3","1","0095","0124","55","DELAWARE EX","Philadelphia","67301"
"67","2017","2017055641","01","","W","4","4","","","25","MONTGOMERY AV","Philadelphia","67301"
"67","2017","2017055641","02","","E","5","4","","","25","GLENWOOD AV","Philadelphia","67301"
"67","2017","2017055641","2 ","1086","N","3","2","3011","0040","25","TWENTYNINTH ST","Philadelphia","67301"
"67","2017","2017055673","03","1245","W","3","2","4006","0011","35","CITY LINE UPPER BR","Philadelphia","67301"
"67","2017","2018029849","2 ","2417","S","3","2","3013","0041","35","ISLAND AV","Philadelphia","67301"
"67","2017","2018029887","01","","S","4","4","","","","59TH ST","Philadelphia","67301"
"67","2017","2018029887","01","","W","3","4","","","","SANSOM ST","Philadelphia","67301"
"67","2017","2018029896","1 ","1072","W","4","2","3010","0031","25","MARKET ST","Philadelphia","67301"
"67","2017","2018029896","2 ","847","S","5","2","3017","0030","35","FIFTYSECOND ST","Philadelphia","67301"
"67","2017","2018029896","1 ","1072","E","3","2","3010","0030","25","MARKET ST","Philadelphia","67301"
"67","2017","2018029932","02","","S","3","4","","","","ALGON AV","Philadelphia","67301"
"67","2017","2017116228","2 ","582","N","3","2","4001","0050","35","HENRY AV","Philadelphia","67301"
"67","2017","2017130594","01","","S","4","4","","","25","19TH ST","Philadelphia","67301"
"67","2017","2017130594","01","","E","3","4","","","25","GREEN ST","Philadelphia","67301"
"67","2017","2017130595","2 ","1115","N","3","2","1013","0040","35","ACADEMY RD","Philadelphia","67301"
"67","2017","2017130618","3 ","270","S","3","2","6001","0155","40","ROOSEVELT BL","Philadelphia","67301"
"67","2017","2017130649","01","","N","5","4","","","25","PARKSIDE AV","Philadelphia","67301"
"67","2017","2017130649","01","","N","4","4","","","25","PARKSIDE AV","Philadelphia","67301"
"67","2017","2017130649","02","","W","6","4","","","25","COLUMBIA AV","Philadelphia","67301"
"67","2017","2017130649","01","","S","7","4","","","25","LINDENWOOD ST","Philadelphia","67301"
"67","2017","2017130649","02","","W","3","4","","","25","COLUMBIA AV","Philadelphia","67301"
"67","2017","2017130659","02","","N","4","4","","","25","5TH ST","Philadelphia","67301"
"67","2017","2017130659","02","","W","3","4","","","25","LUZERNE ST","Philadelphia","67301"
"67","2017","2018033748","02","","E","4","4","","","25","MASTER ST","Philadelphia","67301"
"67","2017","2018033748","02","","N","3","4","","","25","59TH ST","Philadelphia","67301"
"67","2017","2017055643","02","","N","4","4","","","25","FAYETTE ST","Philadelphia","67301"
"67","2017","2017055643","2 ","1706","E","3","2","4017","0070","35","UPSAL ST","Philadelphia","67301"
"67","2017","2017055650","2 ","2097","S","4","2","1013","0091","35","ACADEMY RD","Philadelphia","67301"
"67","2017","2017055650","02","","E","5","4","","","30","WOODHAVEN RD","Philadelphia","67301"
"67","2017","2017055650","2 ","2086","N","3","2","1013","0090","35","ACADEMY RD","Philadelphia","67301"
"67","2017","2017055686","02","","W","4","4","","","15","LYCOMING ST","Philadelphia","67301"
"67","2017","2017055686","02","","N","3","4","","","25","8TH ST","Philadelphia","67301"
"67","2017","2017086042","02","1100","E","5","2","0030","0070","25","GIRARD AV","Philadelphia","67301"
"67","2017","2017086042","02","","S","8","4","","","25","34TH ST","Philadelphia","67301"
"67","2017","2017086042","02","0","W","4","2","0031","0091","25","GIRARD AV","Philadelphia","67301"
"67","2017","2017086042","02","1106","W","6","2","0030","0071","25","GIRARD AV","Philadelphia","67301"
"67","2017","2017086042","02","0","E","3","2","0013","0090","25","GIRARD AV","Philadelphia","67301"
"67","2017","2017086045","01","","S","4","4","","","25","15TH ST","Philadelphia","67301"
"67","2017","2017086045","2 ","2236","E","3","2","2008","0020","25","GIRARD AV","Philadelphia","67301"
"67","2017","2017086068","02","","E","4","4","","","30","LIMEKILN PK","Philadelphia","67301"
"67","2017","2017086068","2 ","248","N","3","2","4002","0090","35","STENTON AV","Philadelphia","67301"
"67","2017","2017086145","03","","N","4","4","","","25","9TH ST","Philadelphia","67301"
"67","2017","2017086145","02","0","W","3","2","3007","0020","25","ARCH ST","Philadelphia","67301"
"67","2017","2017060818","3 ","1724","S","4","2","0611","0071","30","BROAD ST","Philadelphia","67301"
"67","2017","2017060818","1 ","928","E","5","2","2012","0040","25","DAUPHIN ST","Philadelphia","67301"
"67","2017","2017060818","3 ","1724","N","3","2","0611","0070","30","BROAD ST","Philadelphia","67301"
"67","2017","2017089477","3 ","2050","N","3","1","0095","0214","55","DELAWARE EX","Philadelphia","67301"
"67","2017","2017042653","2 ","946","N","3","2","1005","0090","30","CASTOR AV","Philadelphia","67301"
"67","2017","2017058269","02","","N","4","4","","","25","31ST ST","Philadelphia","67301"
"67","2017","2017058269","2 ","305","W","3","2","3014","0020","25","SPRING GARDEN ST","Philadelphia","67301"
"67","2017","2017058283","01","","W","4","4","","","25","MCKEAN ST","Philadelphia","67301"
"67","2017","2017058283","01","","N","3","4","","","25","18TH ST","Philadelphia","67301"
"67","2017","2017058307","02","","E","4","4","","","25","MURDOCK RD","Philadelphia","67301"
"67","2017","2017058307","02","431","S","3","2","4002","0044","40","STENTON AV","Philadelphia","67301"
"67","2017","2017058312","2 ","2495","E","3","2","3017","0080","35","PARKSIDE AV","Philadelphia","67301"
"67","2017","2017007746","02","","E","3","4","","","35","ROWLAND AV","Philadelphia","67301"
"67","2017","2017007869","02","","E","4","4","","","25","GAUL ST","Philadelphia","67301"
"67","2017","2017007869","02","","E","3","4","","","25","ONTARIO ST","Philadelphia","67301"
"67","2017","2017013985","02","","N","5","4","","","","PASCHALL AV","Philadelphia","67301"
"67","2017","2017013985","2 ","372","W","4","2","3021","0071","25","GRAYS FERRY AV","Philadelphia","67301"
"67","2017","2017013985","2 ","380","E","3","2","3021","0070","30","GRAYS FERRY AV","Philadelphia","67301"
"67","2017","2017039100","4 ","1179","W","3","1","0076","3401","50","SCHUYLKILL EX","Philadelphia","67301"
"67","2017","2017021974","01","","S","3","4","","","25","34TH ST","Philadelphia","67301"
"67","2017","2017021974","01","","W","4","4","","","25","HAVERFORD AV","Philadelphia","67301"
"67","2017","2017021979","02","","S","3","4","","","20","RUFE ST","Philadelphia","67301"
"67","2017","2017021979","02","","E","4","4","","","20","COLLOM ST","Philadelphia","67301"
"67","2017","2017045428","5 ","1223","S","3","1","0095","0121","55","DELAWARE EX","Philadelphia","67301"
"67","2017","2017033028","02","","E","3","4","","","30","LANSDOWNE AV","Philadelphia","67301"
"67","2017","2017033062","01","","E","3","4","","","25","ONTARIO ST","Philadelphia","67301"
"67","2017","2017033074","02","","E","3","4","","","25","GOWEN AV","Philadelphia","67301"
"67","2017","2017033074","02","","N","4","4","","","25","FAYETTE ST","Philadelphia","67301"
"67","2017","2017033084","02","","E","3","4","","","25","SOUTHAMPTON RD","Philadelphia","67301"
"67","2017","2017033084","03","0","N","4","2","6001","0380","45","ROOSEVELT BL","Philadelphia","67301"
"67","2017","2017033099","02","","N","3","4","","","25","LOCUST ST","Philadelphia","67301"
"67","2017","2017033107","2 ","1396","E","3","2","2008","0070","25","GIRARD AV","Philadelphia","67301"
"67","2017","2017033129","02","","N","5","4","","","25","FRONT ST","Philadelphia","67301"
"67","2017","2017033129","2 ","1724","E","3","2","2006","0090","25","SPRING GARDEN ST","Philadelphia","67301"
"67","2017","2017033129","2 ","1725","W","4","2","2006","0091","25","SPRING GARDEN ST","Philadelphia","67301"
"67","2017","2017041380","3 ","1020","N","3","2","6001","0170","40","ROOSEVELT BL","Philadelphia","67301"
"67","2017","2017041384","02","","N","3","4","","","25","N 53RD ST","Philadelphia","67301"
"67","2017","2017041397","02","","W","4","4","","","25","WASHINGTON AV","Philadelphia","67301"
"67","2017","2017041397","02","","S","3","4","","","25","MOYAMENSING AV","Philadelphia","67301"
"67","2017","2017050559","4 ","323","S","3","1","0095","0301","55","DELAWARE EX","Philadelphia","67301"
"67","2017","2017043789","02","","U","4","4","","","25","GREENE ST","Philadelphia","67301"
"67","2017","2017043789","02","","W","3","4","","","25","WALNUT LN","Philadelphia","67301"
"67","2017","2017043806","02","","W","3","4","","","25","STRAHLE ST","Philadelphia","67301"
"67","2017","2018029735","01","","W","3","4","","","30","WOODHAVEN RD","Philadelphia","67301"
"67","2017","2017120498","3 ","829","E","3","2","0003","0040","35","CHESTNUT ST","Philadelphia","67301"
"67","2017","2017120604","2 ","242","S","3","2","3009","0030","35","RIDGE AV","Philadelphia","67301"
"67","2017","2017120604","02","","E","4","4","","","25","FRANCIS ST","Philadelphia","67301"
"67","2017","2017120671","2 ","1707","W","3","2","0003","0031","35","WALNUT ST","Philadelphia","67301"
"67","2017","2017120671","02","","N","4","4","","","25","60TH ST","Philadelphia","67301"
"67","2017","2017120710","2 ","1291","E","3","2","4007","0120","30","BETHLEHEM PK","Philadelphia","67301"
"67","2017","2017120710","02","","N","4","4","","","25","CHESTNUT HILL AV","Philadelphia","67301"
"67","2017","2017120714","02","","S","3","4","","","25","FRONT ST","Philadelphia","67301"
"67","2017","2017120741","02","2589","W","3","2","2002","0010","25","SNYDER AV","Philadelphia","67301"
"67","2017","2017120741","01","","S","4","4","","","25","SB TWENTYFOURTH ST","Philadelphia","67301"
"67","2017","2017134799","4 ","1220","S","3","1","0095","0301","55","DELAWARE EX","Philadelphia","67301"
"67","2017","2018029792","02","","W","4","4","","","25","LOMBARD ST","Philadelphia","67301"
"67","2017","2018029792","01","","S","3","4","","","25","12TH ST","Philadelphia","67301"
"67","2017","2017116196","01","","E","3","4","","","25","BROWN ST","Philadelphia","67301"
"67","2017","2017116197","03","504","E","5","2","2676","0010","25","VINE ST","Philadelphia","67301"
"67","2017","2017116197","3 ","1593","N","3","2","0611","0010","30","BROAD ST","Philadelphia","67301"
"67","2017","2017116197","02","0","E","6","2","8059","0750","25","RAMP RD","Philadelphia","67301"
"67","2017","2017116197","2 ","1625","S","4","2","0611","0011","30","BROAD ST","Philadelphia","67301"
"67","2017","2017130631","02","","W","3","4","","","25","GREENWAY AV","Philadelphia","67301"
"67","2017","2017130638","02","","W","4","4","","","35","CALLOWHILL ST","Philadelphia","67301"
"67","2017","2017130638","02","","N","3","4","","","25","16TH ST","Philadelphia","67301"
"67","2017","2017130646","01","","W","3","4","","","25","MONTROSE ST","Philadelphia","67301"
"67","2017","2017130646","01","","N","4","4","","","25","18TH ST","Philadelphia","67301"
"67","2017","2018033734","2 ","1611","N","3","2","0611","0120","30","BROAD ST","Philadelphia","67301"
"67","2017","2017066440","4 ","1379","W","3","1","0076","3395","50","SCHUYLKILL EX","Philadelphia","67301"
"67","2017","2017066469","4 ","513","S","3","1","0095","0281","55","DELAWARE EX","Philadelphia","67301"
"67","2017","2017060449","02","","E","3","4","","","25","W UPSAL ST","Philadelphia","67301"
"67","2017","2017060462","01","1526","E","4","2","1002","0080","30","ADAMS AV","Philadelphia","67301"
"67","2017","2017060462","3 ","1654","S","3","2","6001","0201","40","ROOSEVELT BL","Philadelphia","67301"
"67","2017","2017058370","2 ","1680","N","3","2","0291","0180","25","BROAD ST","Philadelphia","67301"
"67","2017","2017058370","2 ","1678","S","4","2","0291","0181","25","BROAD ST","Philadelphia","67301"
"67","2017","2017058370","01","","W","5","4","","","25","SANSOM ST","Philadelphia","67301"
"67","2017","2017058384","02","","N","3","4","","","25","53RD ST","Philadelphia","67301"
"67","2017","2017058384","02","","W","4","4","","","25","VINE ST","Philadelphia","67301"
"67","2017","2017072758","03","","W","3","4","","","45","BEN FRANKLIN BR","Philadelphia","67301"
"67","2017","2017072804","03","","W","3","4","","","45","BEN FRANKLIN BR","Philadelphia","67301"
"67","2017","2017076160","2 ","1676","E","3","2","3009","0044","25","RIDGE AV","Philadelphia","67301"
"67","2017","2017076160","02","","N","4","4","","","25","27TH ST","Philadelphia","67301"
"67","2017","2017076187","02","","E","3","4","","","25","BELFIELD AV","Philadelphia","67301"
"67","2017","2017076187","01","","W","5","4","","","25","WINGOHOCKING ST","Philadelphia","67301"
"67","2017","2017076187","02","","S","4","4","","","25","OLD YORK RD","Philadelphia","67301"
"67","2017","2017076233","01","","W","3","4","","","25","CATHARINE ST","Philadelphia","67301"
"67","2017","2017076251","2 ","184","S","4","2","0013","0191","25","LEVICK ST","Philadelphia","67301"
"67","2017","2017076251","3 ","1441","N","3","2","0001","0240","40","ROOSEVELT BL","Philadelphia","67301"
"67","2017","2017076293","02","","W","3","4","","","25","LOMBARD ST","Philadelphia","67301"
"67","2017","2017076293","02","","S","4","4","","","25","6TH ST","Philadelphia","67301"
"67","2017","2017076313","2 ","988","W","3","2","2014","0030","30","LEHIGH AV","Philadelphia","67301"
"67","2017","2017076313","02","","N","4","4","","","30","20TH ST","Philadelphia","67301"
"67","2017","2017130583","02","","W","3","4","","","25","LANSDOWNE AV","Philadelphia","67301"
"67","2017","2017130617","2 ","1561","W","3","2","4004","0090","25","OLNEY AV","Philadelphia","67301"
"67","2017","2017130617","02","","N","4","4","","","30","5TH ST","Philadelphia","67301"
"67","2017","2017130619","2 ","1315","E","3","2","2008","0050","30","GIRARD AV","Philadelphia","67301"
"67","2017","2017130657","02","","N","3","4","","","25","D ST","Philadelphia","67301"
"67","2017","2017055671","01","","S","4","4","","","25","17TH ST","Philadelphia","67301"
"67","2017","2017055671","01","720","W","3","2","0291","0121","25","MOYAMENSING AV","Philadelphia","67301"
"67","2017","2017059804","02","","W","5","4","","","30","ONTARIO ST","Philadelphia","67301"
"67","2017","2017059804","3 ","1144","N","3","2","0611","0100","30","BROAD ST","Philadelphia","67301"
"67","2017","2017059804","3 ","1144","S","4","2","0611","0101","30","BROAD ST","Philadelphia","67301"
"67","2017","2017006874","3 ","1871","E","3","1","0676","0004","55","VINE STREET EX","Philadelphia","67301"
"67","2017","2017023938","02","","S","3","4","","","25","LINCOLN DR","Philadelphia","67301"
"67","2017","2017031837","2 ","1861","N","3","2","8003","0510","25","RAMP RD","Philadelphia","67301"
"67","2017","2017067953","01","","W","3","4","","","25","GREEBY ST","Philadelphia","67301"
"67","2017","2017068196","3 ","278","E","3","1","0076","3430","50","SCHUYLKILL EX","Philadelphia","67301"
"67","2017","2017082268","4 ","2317","E","3","1","0076","3404","50","SCHUYLKILL EX","Philadelphia","67301"
"67","2017","2017018628","2 ","67","E","3","1","0076","3440","50","SCHUYLKILL EX","Philadelphia","67301"
"67","2017","2017052442","02","0","W","4","2","4013","0010","25","WALNUT LN","Philadelphia","67301"
"67","2017","2017052442","02","","W","5","4","","","25","SHURS LN","Philadelphia","67301"
"67","2017","2017052442","02","0","S","3","2","3009","0120","35","RIDGE AV","Philadelphia","67301"
"67","2017","2017052448","02","","S","4","4","","","25","LEE ST","Philadelphia","67301"
"67","2017","2017052448","02","","W","3","4","","","25","TIOGA ST","Philadelphia","67301"
"67","2017","2017001701","3 ","3071","S","3","1","0095","0165","55","DELAWARE EX","Philadelphia","67301"
"67","2017","2017043226","4 ","689","S","3","1","0095","0251","55","DELAWARE EX","Philadelphia","67301"
"67","2017","2017019016","01","","W","4","4","","","35","LONGSHORE AV","Philadelphia","67301"
"67","2017","2017019016","01","","N","3","4","","","35","DITMAN ST","Philadelphia","67301"
"67","2017","2017019025","02","","S","4","4","","","25","2ND ST","Philadelphia","67301"
"67","2017","2017019025","2 ","1405","W","3","2","4002","0130","25","GODFREY AV","Philadelphia","67301"
"67","2017","2017019031","01","","N","3","4","","","25","SALMON ST","Philadelphia","67301"
"67","2017","2017019083","02","","E","4","4","","","25","PINE ST","Philadelphia","67301"
"67","2017","2017019083","01","","S","3","4","","","25","WATTS ST","Philadelphia","67301"
"67","2017","2017019090","02","","W","4","4","","","25","CHELTEN AV","Philadelphia","67301"
"67","2017","2017106167","3 ","632","W","3","1","0076","3431","50","SCHUYLKILL EX","Philadelphia","67301"
"67","2017","2017109748","03","1098","N","3","2","2001","0080","30","CHRISTOPHER COLUMBUS BL","Philadelphia","67301"
"67","2017","2017109762","02","2340","E","3","2","4019","0030","25","WASHINGTON LN","Philadelphia","67301"
"67","2017","2017109778","2 ","0","E","5","2","1018","0080","45","GRANT AV","Philadelphia","67301"
"67","2017","2017109778","2 ","0","S","4","2","0013","0301","30","FRANKFORD AV","Philadelphia","67301"
"67","2017","2017109778","2 ","0","N","3","2","0013","0300","30","FRANKFORD AV","Philadelphia","67301"
"67","2017","2017109783","02","","N","3","4","","","25","FIFTH ST","Philadelphia","67301"
"67","2017","2017109817","3 ","2525","N","3","2","0001","0270","40","ROOSEVELT BL","Philadelphia","67301"
"67","2017","2017109818","2 ","0","S","5","2","2007","0140","25","FRANKFORD AV","Philadelphia","67301"
"67","2017","2017109818","2 ","0","S","4","2","1009","0061","25","BUSTLETON AV","Philadelphia","67301"
"67","2017","2017109818","2 ","0","N","3","2","1009","0060","25","BUSTLETON AV","Philadelphia","67301"
"67","2017","2017109837","2 ","1103","S","4","2","0611","0131","30","BROAD ST","Philadelphia","67301"
"67","2017","2017109837","02","","W","5","4","","","25","WINGOHOCKING ST","Philadelphia","67301"
"67","2017","2017109837","2 ","1103","N","3","2","0611","0130","30","BROAD ST","Philadelphia","67301"
"67","2017","2017109842","01","","N","3","4","","","25","N 3RD ST","Philadelphia","67301"
"67","2017","2017106051","2 ","2295","E","3","2","1004","0040","30","ERIE AV","Philadelphia","67301"
"67","2017","2017084932","4 ","1362","N","3","1","0095","0194","55","DELAWARE EX","Philadelphia","67301"
"67","2017","2017109754","2 ","2954","S","3","2","1001","0140","35","VERREE RD","Philadelphia","67301"
"67","2017","2017109804","02","737","W","3","2","3019","0061","35","ESSINGTON AV","Philadelphia","67301"
"67","2017","2017103010","2 ","2251","S","3","2","8019","0250","25","RAMP D RD","Philadelphia","67301"
"67","2017","2017061757","1 ","0","S","4","2","8007","0510","55","RAMP RD","Philadelphia","67301"
"67","2017","2017061757","2 ","445","E","3","2","2004","0034","25","MARKET ST","Philadelphia","67301"
"67","2017","2017073384","02","","U","3","9","","","","GODFREY AV","Philadelphia","67301"
"67","2017","2017086090","2 ","","W","3","4","","","25","E OLNEY AV","Philadelphia","67301"
"67","2017","2017086154","01","","N","3","4","","","25","GREYLOCK ST","Philadelphia","67301"
"67","2017","2017042767","4 ","330","N","3","1","0095","0224","55","DELAWARE EX","Philadelphia","67301"
"67","2017","2017048727","3 ","1908","N","3","1","0095","0314","55","DELAWARE EX","Philadelphia","67301"
"67","2017","2017015656","02","","W","3","4","","","25","BERKS ST","Philadelphia","67301"
"67","2017","2017058254","02","","S","4","4","","","25","2ND ST","Philadelphia","67301"
