"AXLE_CNT","CARGO_BD_TYPE","UNIT_NUM","CARRIER_ADDR_1","CARRIER_ADDR_2","CARRIER_ADDR_CITY","CARRIER_ADDR_STATE","CARRIER_ADDR_ZIP","CARRIER_NM","CARRIER_TEL","CRASH_YEAR","CRN","GVWR","HAZMAT_CD1","HAZMAT_CD2","HAZMAT_CD3","HAZMAT_CD4","HAZMAT_IND","HAZMAT_REL_IND1","HAZMAT_REL_IND2","HAZMAT_REL_IND3","HAZMAT_REL_IND4","ICC_NUM","OSIZE_LOAD_IND","PUC_NUM","USDOT_NUM","VEH_CONFIG_CD","COUNTY_NAME","COUNTY","MUNICIPALITY"
"02","1","2","1135 CEDAR AVE","","CROYDON","PA","19021","MEGAWHOLESALE INC","2157851111","2017","2017073580","017995","","","","","N","","","","","","N","","02495840","03","Philadelphia","67","67301"
"03","0","1","173 ROUTE 526","","ALLENTOWN","NJ","08501","WORLD LOGISTICS USA INC","6092596102","2017","2017073835","080000","","","","","N","","","","","","N","","00823590","07","Philadelphia","67","67301"
"99","8","1","7248 WOODLAND AVE","","PHILA","PA","19142","A1 SCHOOL BUS CO","9999999999","2017","2017074079","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"05","1","2","501 SE 5TH STREET PO BOX 219","","MILFORD","DE","19963","BURRIS EXPRESS CO","3028395148","2017","2017075291","080000","","","","","N","","","","","","N","","00006735","08","Philadelphia","67","67301"
"05","1","1","12225 STEPHENS RD","","WARREN","MI","48089","CENTRAL TRANSPORT","5869397000","2017","2017075669","080000","","","","","N","","","","","","N","","00661173","08","Philadelphia","67","67301"
"99","1","1","PO 21503","","PHOENIX","AZ","42909","UHAUL","9999999999","2017","2017076123","999999","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","9","4","6118 MASTER ST","","PHILA","PA","19151","MOULTRY","9999999999","2017","2017076126","080000","","","","","N","","","","","","N","","","08","Philadelphia","67","67301"
"99","9","3","6250 RIVER","","ROSEMONT","IL","60018","MARTIN-BROWER CO","9999999999","2017","2017076142","999999","","","","","N","","","","","","N","","","08","Philadelphia","67","67301"
"99","8","2","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017076162","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","9","2","800 RIVER RD","","CONSHOHOCKEN","PA","19428","PHILA MEDIA NETWORK NEWS","9999999999","2017","2017076199","014100","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","8","1","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017076203","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","9","2","325 MEDIC STATION RD","","MEDIA","PA","19063","TAGUE LUMBER","9999999999","2017","2017076204","025950","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","9","2","5831 CROSS CREEK BLVD","","FORT WAYNE","IN","46818","GFS TRANSPORT","9999999999","2017","2017076220","999999","","","","","N","","","","","","N","","","08","Philadelphia","67","67301"
"99","8","1","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017076241","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","9","3","1054 OLD FORD RD","","HUNTINGDON VLY","PA","19006","SOMO INC","9999999999","2017","2017076257","014000","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","9","2","100 S BROAD ST","","PHILA","PA","19102","CITY OF PHILA","9999999999","2017","2017076287","999999","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","9","1","733 MARQUETTE AVESUITE","","MINNEAPOLIS","MN","55402","WELLS FARGO EQUIPMENT FINANCE","9999999999","2017","2017076315","017950","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","8","1","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017076340","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"  ","9","4","UNKNOWN","","UNKNOWN","ZZ","99999","UNKNOWN","9999999999","2017","2017076357","","","","","","","","","","","","","","","99","Philadelphia","67","67301"
"99","8","2","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017076364","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"05","9","2","7135 CENTENNIAL PL","","NASHVILLE","TN","37209","WESTERN EXPRESS","8003167160","2017","2017076669","080000","","","","","N","","","","","","N","","00511412","08","Philadelphia","67","67301"
"02","8","1","1234 MARKET ST","","PHILA","PA","99999","SEPTA","9999999999","2017","2017078700","999999","","","","","N","","","","","","N","","","10","Philadelphia","67","67301"
"99","8","2","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017078719","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","9","2","100 S BROAD ST","","PHILA","PA","19110","CITY OF PHILA","9999999999","2017","2017078734","999999","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","1","1","4309 G ST","","PHILA","PA","19124","ISAACS MOVING  STORAGE","9999999999","2017","2017078762","015995","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","8","1","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017078778","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","8","2","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017078797","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","9","2","313 IRON HORSE WAY","","PROVIDENCE","RI","99999","UNFI TRANSPORT LLC","7173321337","2017","2017078863","999999","","","","","N","","","","","","N","","","08","Philadelphia","67","67301"
"99","9","2","14000 FARADAY ST","","PHILA","PA","19116","TJ SIGN SERVICE","9999999999","2017","2017078887","025500","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","9","2","9979 BRIDLE RD","","BENSALEM","PA","19020","KPS PLUMBING","9999999999","2017","2017078888","010050","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"03","1","1","2828 N CAMBRIDGE AVE AP","","CHICAGO","IL","60657","FORT US TRANSPORT INC","3122186480","2017","2017079096","080000","","","","","N","","","","","","N","","02085784","08","Philadelphia","67","67301"
"05","1","1","1212 ST GEORGE RD","","EVANSVILLE","IN","47711","ATLAS VAN LINES INC","6312311313","2017","2017080271","080000","","","","","N","","","","","","N","","00125550","08","Philadelphia","67","67301"
"05","9","1","317 NW AVENUE E","","ELLE GLADE","FL","33430","F  S TRANSPORTERS II CORP","5614491476","2017","2017080274","080000","","","","","N","","","","","","N","","01823076","08","Philadelphia","67","67301"
"03","4","2","457 MULLICA HILL RD","","MULLICA HILL","NJ","08062","SWIPES HEAVY DUTY HAULING LLC","6109862713","2017","2017080975","080000","","","","","N","","","","","","N","","01422933","04","Philadelphia","67","67301"
"02","9","4","5424 SOUTH 74TH AVE B","","SUMMIT","IL","60501","CADENCE INC","7089250229","2017","2017081090","040000","","","","","N","","","","","","N","","01861195","09","Philadelphia","67","67301"
"05","9","2","4000 CLINE AVE","","EAST CHICAGO","IN","46312","PENSKE TRUCK LEASING CO L P","8448479575","2017","2017081128","080000","","","","","N","","","","","","N","","00327574","08","Philadelphia","67","67301"
"04","9","2","5005 LBJ FREEWAY","","DALLAS","TX","75244","OLDCASTLE BUILDING ENVELOPE","2142733400","2017","2017081483","080000","","","","","N","","","","","","N","","00009047","08","Philadelphia","67","67301"
"05","1","2","7135 CENTENNIAL PLACE","","NASHVILLE","TN","37209","WESTERN EXPRESS","6152599920","2017","2017081528","080000","","","","","N","","","","","","N","","00511412","08","Philadelphia","67","67301"
"05","9","1","8440 TABLER RD","","MORRIS","IL","60450","A  R TRANSPORTATION INC","8005428058","2017","2017081534","080000","","","","","N","","","","","","N","","00138986","04","Philadelphia","67","67301"
"06","3","2","110 CENTRAL AVE","","FAIRLESS HILLS","PA","19030","CVA SITE MANAGEMENT INC","2159464500","2017","2017083235","080000","","","","","N","","","","","","N","","02872624","06","Philadelphia","67","67301"
"99","8","1","1350 SCHUYLKILL AVENUE","","PHILADELPHIA","PA","19146","76 CARRIAGE COMPANY INC T/A PHIL","2153898687","2017","2017084186","","","","","","N","","","","","","N","","00759986","11","Philadelphia","67","67301"
"03","7","2","1521 NORTH PROVIDENCE R","","MEDIA","PA","19063","DELAWARE COUNTY SOLID WASTE AUTH","6105664920","2017","2017084535","035000","","","","","N","","","","","","N","","99999999","08","Philadelphia","67","67301"
"99","4","1","1124 JARVIS RD","","ERIAL","NJ","08081","GREG THOMPSON","6092547111","2017","2017084547","080000","","","","","N","","","","","","U","","00858544","09","Philadelphia","67","67301"
"03","1","1","3931 BRIGHTON ST","","PHILADELPHIA","PA","19149","SMALL TRANSPORTATION LLC","2152001860","2017","2017084948","080000","","","","","N","","","","","","N","","02505762","09","Philadelphia","67","67301"
"99","9","1","1050 SWEDESFORD ROAD","","BERWYN","PA","19312","PECO ENERGY","9999999999","2017","2017086045","019500","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","8","3","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017086059","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","8","2","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017086063","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"02","1","2","26 BROOKSIDE DR","APT B","LANSDALE","PA","19446","M C S TRUCKING LLC","5706885201","2017","2017086089","025999","","","","","N","","","","","","N","","02812143","03","Philadelphia","67","67301"
"99","9","1","UNKNOWN","","UNKNOWN","TN","99999","UNKNOWN","9999999999","2017","2017086105","999999","","","","","N","","","","","","N","","","08","Philadelphia","67","67301"
"99","8","2","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017086121","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","9","1","SUITE 316","188 JEFFERSON ST","NEWARK","NJ","07105","DE CAVALHO CORP","2024870689","2017","2017086122","080000","","","","","N","","","","","","U","","","08","Philadelphia","67","67301"
"99","8","1","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017086157","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","9","3","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017086201","016000","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","8","1","1350 SCHUYLKILL AVE","","PHILA","PA","19146","76 CARRIAGE CO","9999999999","2017","2017086223","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","9","2","2301","52ND","PHILA","PA","19131","MANUEL EXCAVATING","9999999999","2017","2017086248","00000N","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","9","2","816 DARNELL AVE","","YEADON","PA","19050","TEAGLE","9999999999","2017","2017086255","012000","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","8","1","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017086280","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","1","2","RT 10 GRN HLS BX 791UN","","READING","PA","19603","PENSKE TRUCK LEASING","9999999999","2017","2017086281","025999","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","1","2","3600 GRAYS FERRY AVE","","PHILA","PA","19146","FED EX","9999999999","2017","2017086329","017000","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","8","1","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017086639","999999","","","","","N","","","","","","N","","","10","Philadelphia","67","67301"
"99","8","2","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017086653","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","8","2","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017086665","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","9","1","50415 HERBERT","","GRANGER","IN","46530","UFP TRANSPORTATION","9999999999","2017","2017086669","999999","","","","","N","","","","","","N","","","08","Philadelphia","67","67301"
"99","0","2","100 S BROAD ST","","PHILADELPHIA","PA","19110","CITY OF PHILADELPHIA","9999999999","2017","2017086670","999999","","","","","","","","","","","N","","","05","Philadelphia","67","67301"
"02","1","3","2110 POPLAR","","GARNET VALLEY","PA","19060","FED EX","9999999999","2017","2017086675","019500","","","","","N","","","","","","N","","","03","Philadelphia","67","67301"
"04","9","1","4425 RISING SUN AVE","","PHILADELPHIA","PA","191402721","RAINBOW LAWNCARE INDUSTRIES INC","9999999999","2017","2017086681","073280","","","","","N","","","","","","N","","00110694","04","Philadelphia","67","67301"
"99","9","2","100 S BROAD ST3RD FLOO","","PHILA","PA","19110","CITY OF PHILA","9999999999","2017","2017086682","019500","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","9","1","1401 BERLIN RD","","CHERRY HILL","NJ","08034","RYDER TRUCK RENTAL","9999999999","2017","2017086690","999999","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","9","2","451 FREIGHT","","CAMPHILL","PA","99999","MILLER","9999999999","2017","2017086703","999999","","","","","N","","","","","","N","","","08","Philadelphia","67","67301"
"99","8","2","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017086727","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","9","1","UNKNOWN","","UNKNOWN","ZZ","99999","UNKNOWN","9999999999","2017","2017086762","999999","","","","","N","","","","","","N","","","99","Philadelphia","67","67301"
"99","9","2","971 BRIARSDALE RD","","HARRISBURG","PA","17109","RYDER TRUCK RENTAL","9999999999","2017","2017086762","014500","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","9","2","PO BOX 1242","","UNKNOWN","NJ","99999","SYM TRANSPORT INC","9999999999","2017","2017086763","999999","","","","","N","","","","","","N","","","08","Philadelphia","67","67301"
"99","1","3","625 E WYOMING AVE","","PHILA","PA","19120","CASTRO","9999999999","2017","2017086783","025500","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","9","1","149 SYDELL","","HARTHY","DE","19953","HILLANDALE FARMS","9999999999","2017","2017086796","999999","","","","","N","","","","","","N","","","08","Philadelphia","67","67301"
"99","8","1","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017086799","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","9","2","2632 S 66TH ST","","PHILA","PA","19142","CORTEZ","9999999999","2017","2017086799","020000","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","9","2","1734 E WASHINGTON LN","","PHILA","PA","19138","RICHARDS","9999999999","2017","2017086811","011000","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","9","2","7910 STATE RD UNIT 2","","PHILA","PA","19136","JN DISTRIB INC","9999999999","2017","2017086833","012300","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"02","1","1","PO BOX 21508","","PHOENIX","AZ","850361508","UHAUL CO OF ARIZONA","6024959856","2017","2017086858","022000","","","","","N","","","","","","N","","","03","Philadelphia","67","67301"
"99","9","2","4200 GOVERNOR","","UNKNOWN","DE","19802","GARDA CL ATLANTIC INC","9999999999","2017","2017086883","999999","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","8","2","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017086932","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","9","2","2203 E VENANGO ST","","PHILA","PA","19134","LADAVICH","9999999999","2017","2017086963","011000","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"03","9","2","323 MAIN STREET FL2","","METUCHEN","NJ","08840","1ST CALL TRANSPORTATION INC","8482007237","2017","2017086976","999999","","","","","N","","","","","","N","","02631215","08","Philadelphia","67","67301"
"99","9","3","7878 RIDGE","","PHILA","PA","19128","CLR USCAN","9999999999","2017","2017086983","999999","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"05","1","1","222 METRO DRIVE","","TERRELL","TX","75160","J S HELWIG  SON LLC","2147713331","2017","2017087194","080000","","","","","N","","","","","","N","","00185183","08","Philadelphia","67","67301"
"99","8","2","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017088322","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"03","8","2","350 NORTH ST","","DALLAS","TX","25201","GREYHOUND LINES INC","8883425717","2017","2017088326","050000","","","","","N","","","","","","N","","00044110","11","Philadelphia","67","67301"
"99","8","2","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017088744","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","8","2","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017088795","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","8","2","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017088820","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","1","1","124 W VENANGO ST","","PHILA","PA","19140","ASHLEY FOODS","9999999999","2017","2017088877","014500","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","8","3","5600 CITY AVE","","PHILA","PA","19131","SAINT JOSEPHS UNIV","9999999999","2017","2017088883","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","9","2","1 S GROSSTOWN ROAD","","POTTSTOWN","PA","19464","CONTINENTAL CONCRETE","9999999999","2017","2017088890","080000","","","","","N","","","","","","N","","","08","Philadelphia","67","67301"
"99","8","2","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017088899","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","8","1","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017088919","999999","","","","","N","","","","","","N","","","10","Philadelphia","67","67301"
"99","9","1","5660 EASTON RDP O BOX","","PLUMSTEADVILLE","PA","18949","FROMAN","9999999999","2017","2017088928","073280","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","9","2","800 MAIN","","UNKNOWN","AR","99999","COMSTAR","9999999999","2017","2017088947","999999","","","","","N","","","","","","N","","","08","Philadelphia","67","67301"
"03","0","1","2200 S. 75TH ST.","","PHOENIX","AZ","85043","SWIFT TRANSPORTATION","8008002200","2017","2017090420","999999","","","","","N","","","","","","N","","00054283","07","Philadelphia","67","67301"
"05","1","2","223 OCOURS","","MAGOG","QC","J1X3W5","DOMI EXPRESS","4189579103","2017","2017090492","031000","","","","","N","","","","","","N","","00744869","08","Philadelphia","67","67301"
"03","1","2","11535 CEDAR OAK DR","","EL PASO","TX","79936","OUTWEST EXPRESS LLC","9158585110","2017","2017090524","080000","","","","","N","","","","","","N","","02036998","08","Philadelphia","67","67301"
"06","9","2","10364 BENNETT PARKWAY","","ZIONSVILLE","IN","460770000","MARTEN TRANSPORT LTD","7159264216","2017","2017091177","999999","","","","","N","","","","","","N","UNK","00074432","08","Philadelphia","67","67301"
"05","1","1","7633 LEONARD STREET","","PHILADELPHIA","PA","19152","G S EXPRESS INC","2154371274","2017","2017091297","080000","","","","","N","","","","","","N","","00963774","08","Philadelphia","67","67301"
"99","9","2","135 LA SALLE","","CHICAGO","IL","60603","TOMLIN","9999999999","2017","2017091723","014500","","","","","N","","","","","","N","","","08","Philadelphia","67","67301"
"99","8","2","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017091729","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","9","2","317 WARWICK AVE","","ESSINGTON","PA","19029","COPES","9999999999","2017","2017091733","019500","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","9","1","1441 N HOBART ST","","PHILA","PA","19107","MIXSON","9999999999","2017","2017091736","015000","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","8","1","114 CALLOWHILL ST","","PHILA","PA","19123","IMPERIAL PARKING US INC","9999999999","2017","2017091762","999999","","","","","N","","","","","","N","","","10","Philadelphia","67","67301"
"99","9","1","20 WILDWOOD AVE","","LANSDOWNE","PA","19050","RICHARDS","9999999999","2017","2017091806","999999","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","1","1","UNKNOWN","","UNKNOWN","ZZ","99999","FED EX","9999999999","2017","2017091815","999999","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","8","1","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017091854","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","9","1","7777 ESSINGTON AVE","","PHILA","PA","19153","BENTLEY TRUCKING","9999999999","2017","2017091870","019500","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","8","1","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017091872","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"04","9","2","15 PAGE RD","","BANGOR","ME","04401","POTTLES TRANSPORTATION LLC","2079472179","2017","2017093044","080000","","","","","N","","","","","","N","","00178566","08","Philadelphia","67","67301"
"05","1","2","P. O. BOX 915","","FORT DODGE","IA","50501","DECKER TRUCK LINE INC","4064501750","2017","2017093052","080000","","","","","N","","","","","","N","","00053824","08","Philadelphia","67","67301"
"99","8","1","361 N 8TH","","LEBANON","PA","17046","FOUNTIAN OF LIFE CHRISTIAN","9999999999","2017","2017093493","013500","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","9","1","2804 OLD RODGERS RD","","BRISTOL","PA","19007","GER-MAC GROUP LTD","9999999999","2017","2017093502","073280","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","9","1","496 ROUTE 38 PO BOX 658","","PHILA","PA","19124","R  M WELDING","9999999999","2017","2017093537","033000","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","1","2","126 3RD AVE N","","SAFETY HARBOR","FL","34695","COVAR TRANS LLC","9999999999","2017","2017093557","080000","","","","","N","","","","","","N","","","08","Philadelphia","67","67301"
"99","1","1","655 COMMERCE","","GREENWOOD","IN","99999","UNITED NATURAL FOODS","9999999999","2017","2017093561","999999","","","","","N","","","","","","N","","","08","Philadelphia","67","67301"
"99","9","2","UNKNOWN","","UNKNOWN","ZZ","99999","UNCLE BOBS","9999999999","2017","2017093570","999999","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"05","1","2","2502 WHEATSHEAF LANE","","PHILADELPHIA","PA","19137","EVANS DELIVERY COMPANY","2155354300","2017","2017094457","080000","","","","","N","","","","","","N","","00163254","08","Philadelphia","67","67301"
"02","8","1","4425 RISING SUN","","PHILADELPHIA","PA","19140","DIAMOND BUS  LIMO CO","2679799071","2017","2017094673","029000","","","","","N","","","","","","N","","01612099","11","Philadelphia","67","67301"
"02","4","3","1637 SUMMIT","","WILLOW GROVE","PA","19090","SOLID WASTE SERVICES MASCARO","2672421354","2017","2017094771","073280","","","","","N","","","","","","U","","00454743","03","Philadelphia","67","67301"
"03","4","3","50 CHURCHVILLE LN","","CHURCHVILLE","PA","18966","MJW HAULING LLC","2154990475","2017","2017096232","050000","","","","","N","","","","","","N","","02547412","04","Philadelphia","67","67301"
"05","3","2","29 EMERALD RIDGE DRIVE","","BEAR","DE","19701","WALLEYS TRUCKING INC","3026138140","2017","2017096246","080000","","","","","N","","","","","","N","","00972374","08","Philadelphia","67","67301"
"04","4","1","201 INDIAN RUN DRIVE","","DOUGLASSVILLE","PA","19518","W.J. MENKINS HAULING INC","4848600004","2017","2017096268","080000","","","","","N","","","","","","N","","01489984","09","Philadelphia","67","67301"
"99","8","1","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017096411","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","9","2","724 S CAMERON ST UNIT D","","HARRISBURG","PA","17104","HEBRON INC","9999999999","2017","2017096412","018000","","","","","N","","","","","","N","","","08","Philadelphia","67","67301"
"99","9","2","8271 BROCK BRIDGE ROAD","","LAUREL","MD","20724","RITTER TRUCKING","9999999999","2017","2017096429","999999","","","","","N","","","","","","N","","","08","Philadelphia","67","67301"
"99","9","2","2501 OLD RODGERS RD","","BRISTOL","PA","19007","ROBS AUTOMOTIVE","9999999999","2017","2017096449","019500","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","9","2","214 FRANCIS AVE","","NORRISTOWN","PA","19401","KITT","9999999999","2017","2017096457","016500","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","9","2","PO BOX 791690494","","READING","PA","19603","PENSKE TRUCK LEASING","9999999999","2017","2017096472","019500","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","8","2","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017096486","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","8","2","1234 MARKET ST","","PHILADELPHIA","PA","19107","SEPTA","2155808570","2017","2017096488","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","8","2","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017096512","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","8","2","1234 MARKET ST","","PHILADELPHIA","PA","19107","SOUTHEASTERN PA TRANSPORTATION","2155803700","2017","2017096519","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","8","2","2049 N PHILIP ST","","PHILA","PA","19122","RELIABLE TRANSIT INC","9999999999","2017","2017096526","999999","","","","","N","","","","","","N","","","10","Philadelphia","67","67301"
"99","9","1","701 MARKET ST STE 5400","","PHILA","PA","19106","PHILA PARKING AUTHORITY","9999999999","2017","2017096531","018750","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","9","2","STEPHENS RD","","WARREN","MI","48089","GLS LEASCO INC","9999999999","2017","2017096536","999999","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","9","1","6610 WYNCOTE DR","","PHILA","PA","19138","GOODMAN ROSS TRUCKING CO","9999999999","2017","2017096557","080000","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","9","1","STOW RD","","MARLTON","NJ","08053","ACTION PLUMBING","9999999999","2017","2017096589","999999","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","8","1","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017096593","999999","","","","","N","","","","","","N","","","10","Philadelphia","67","67301"
"05","1","1","317 MAPLE AVENUE","","NEW HAMPTON","NY","10958","ONION EXPRESS","8455376411","2017","2017096734","080000","","","","","N","","","","","","N","","00530132","08","Philadelphia","67","67301"
"03","0","1","825 EAST STATE ST.","","CAMDEN","NJ","08105","RIVER ROAD TRUCKING","8564234318","2017","2017096952","080000","","","","","N","","","","","","N","","01871887","07","Philadelphia","67","67301"
"05","1","2","1925 W 450 SOUTH","","COLUMBUS","IN","47201","CELADON TRUCKING","8123774701","2017","2017097148","080000","","","","","N","","","","","","N","","01880751","08","Philadelphia","67","67301"
"03","9","2","7429 NW 48 ST","","MIAMI","FL","33166","GOLDEN EAGLE TRANSPORTATION INC.","7864523339","2017","2017097244","080000","","","","","N","","","","","","N","","01676739","08","Philadelphia","67","67301"
"99","8","1","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017097813","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","8","2","6100 N BROAD","","PHILA","PA","19141","PRECIOUS ANGELS INC","9999999999","2017","2017097822","999999","","","","","N","","","","","","N","","","10","Philadelphia","67","67301"
"99","8","2","UNKNOWN","","PITTSBURGH","PA","15209","FIRST STUDENT INC","9999999999","2017","2017097843","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
