"AXLE_CNT","CARGO_BD_TYPE","UNIT_NUM","CARRIER_ADDR_1","CARRIER_ADDR_2","CARRIER_ADDR_CITY","CARRIER_ADDR_STATE","CARRIER_ADDR_ZIP","CARRIER_NM","CARRIER_TEL","CRASH_YEAR","CRN","GVWR","HAZMAT_CD1","HAZMAT_CD2","HAZMAT_CD3","HAZMAT_CD4","HAZMAT_IND","HAZMAT_REL_IND1","HAZMAT_REL_IND2","HAZMAT_REL_IND3","HAZMAT_REL_IND4","ICC_NUM","OSIZE_LOAD_IND","PUC_NUM","USDOT_NUM","VEH_CONFIG_CD","COUNTY_NAME","COUNTY","MUNICIPALITY"
"05","3","2","971 BRIARSDALE ROAD","","HARRISBURG","PA","17109","RYDER TRUCK RENTAL LT","2673725017","2017","2017039080","002000","","","","","N","","","","","","N","","00165420","09","Philadelphia","67","67301"
"02","1","2","4000 CLINE AVENUE","","EAST CHICAGO","IN","46312","PENSKE TRUCK LEASING CO L P","2152716340","2017","2017039097","080000","","","","","N","","","","","","N","","00507644","09","Philadelphia","67","67301"
"05","1","1","330 OAK TREE AVENUE","","SOUTH PLAINFIELD","NJ","07080","HALLS FAST MOTOR FREIGHT INC","9087566242","2017","2017039544","080000","","","","","N","","","","","","N","","00031751","08","Philadelphia","67","67301"
"03","4","2","203 B BUCHANAN AVE","","EDGEWATER PARK","NJ","08010","BOOTH ENTERPRISES","6098283938","2017","2017040503","080000","","","","","N","","","","","","N","A-8915950","02640208","05","Philadelphia","67","67301"
"03","1","1","122 HIGHLAND DAIRY DRIV","","COATESVILLE","PA","19320","CARBO TRUCKING","6105050217","2017","2017040513","080000","","","","","N","","","","","","N","","00361646","08","Philadelphia","67","67301"
"99","1","2","1961 HARTEL AVENUE","","LEVITTOWN","PA","19057","VELTRI INC","2159466400","2017","2017040515","080000","","","","","N","","","","","","N","","00398991","08","Philadelphia","67","67301"
"  ","9","1","1632 RICE CREEK ROAD","","FRIDLEY","MN","55432","LUCKY TRKING LLC","6517958025","2017","2017040541","","","","","","","","","","","","N","","02963305","99","Philadelphia","67","67301"
"99","1","2","1632 RICE CREEK ROAD","","FRIDLEY","MN","55432","LUCKY TRKING LLC","6517958025","2017","2017040541","080000","","","","","N","","","","","","N","","02963305","08","Philadelphia","67","67301"
"99","8","1","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017041125","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","9","4","4268 WHITAKER AVE","","PHILA","PA","19124","PHILLY TIRE CNTR","9999999999","2017","2017041134","011000","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","8","2","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017041156","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","8","3","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017041159","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","9","2","100 S BROAD ST3RD FLOOR","","PHILA","PA","19110","CITY OF PHILA","9999999999","2017","2017041260","060000","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","8","1","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017041266","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","8","3","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017041271","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","9","2","123 KING ST","","ELK GROVE VILLAGE","IL","60007","PSC INDUSTRIAL","9999999999","2017","2017041279","999999","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","9","3","1031 CHANDLER","","PHILA","PA","19111","SALVATION OF SORROWS INC","9999999999","2017","2017041291","010100","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","1","1","1400 METRO AVE","","UNKNOWN","NJ","08086","J AMBROGI FOODS","9999999999","2017","2017041300","999999","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","9","1","4200 GOV PRITZ BL","","WILMINGTON","DE","19802","CF MOTOR VEHICLE GARDALL","9999999999","2017","2017041355","999999","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"02","2","1","4000 CLINE AVE","","EAST CHICAGO","IN","46312","PENSKE TRUCK LEASING","9999999999","2017","2017041384","999999","","","","","N","","","","","","N","","","03","Philadelphia","67","67301"
"99","8","1","UNKNOWN","","UNKNOWN","ZZ","99999","UNKNOWN","9999999999","2017","2017041430","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","8","1","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017043820","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","1","2","5 LANDFORD CT","","MAYS LANDING","NJ","08330","VELTRI LEASING LLC","9999999999","2017","2017043851","080000","","","","","N","","","","","","N","","","08","Philadelphia","67","67301"
"99","8","1","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017043876","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"02","9","5","1014 DRAKE AVE","","ROSELLE","NJ","07203","ALWAYS COOL TRANSPORTATION LLC.","9085834022","2017","2017045428","020000","","","","","N","","","","","","N","A-00777484","02276071","08","Philadelphia","67","67301"
"05","1","1","1318 E 236TH ST","","ARCADIA","IN","46030","TRADEWINDS LOGISTICS INC","3178190956","2017","2017045674","080000","","","","","N","","","","","","N","","02266216","08","Philadelphia","67","67301"
"02","1","1","PO BOX 21508","","PHOENIX","AZ","85036","UHAUL","2152358076","2017","2017047029","025000","","","","","N","","","","","","N","","00428517","09","Philadelphia","67","67301"
"99","9","2","1140 FERRY AVE","","CAMDEN","NJ","08104","THACKRAY CRANE","9999999999","2017","2017048465","999999","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","9","2","1608 BUTLER PIKE","","CONSHOHOCKEN","PA","19428","ED BOWES EXXON","9999999999","2017","2017048653","999999","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"05","2","1","1925 W 450 SOUTH","","COLUMBUS","IN","47201","CELADON TRUCKING SERVICES","8666531549","2017","2017049656","019500","","","","","N","","","","","","N","","01880751","08","Philadelphia","67","67301"
"05","2","2","104 WOODLAWN RANCH ROAD","","HOUMA","LA","70363","SAIA MOTOR FREIGHT LINE LLC","3239971002","2017","2017049656","013058","","","","","N","","","","","","N","","00029124","08","Philadelphia","67","67301"
"02","8","1","2905 ABBOTTSFORD AVE","","PHILADELPHIA","PA","19129","PHILLY TRANSPORTATION LLC","2674608698","2017","2017049940","029800","","","","","N","","","","","","N","","01497653","11","Philadelphia","67","67301"
"02","8","2","421 N 7TH ST","","PHILADELPHIA","PA","19123","CAMPUS PARK AND RIDE","2154132300","2017","2017050090","999999","","","","","N","","","","","","N","","00000041","10","Philadelphia","67","67301"
"06","1","1","3901 W BROAD ST","","RICHMOND","VA","23230","ESTES EXPRESS LINES","8043531900","2017","2017050447","080000","","","","","N","","","","","","N","","00121018","08","Philadelphia","67","67301"
"02","1","2","3800 NORTH RODNEY PARHA","","LITTLE ROCK","AR","72212","MCA RELIABLE SOURCE INC.","5012550685","2017","2017050547","080000","","","","","N","","","","","","N","","00448797","08","Philadelphia","67","67301"
"02","1","3","3616 S. GALLOWAY ST.","","PHILADELPHIA","PA","19148","PHILABUNDANCE","2153390900","2017","2017050692","033000","","","","","N","","","","","","N","","00625019","03","Philadelphia","67","67301"
"05","1","2","307 HERON DRIVE","","LOGAN TOWNSHIP","NJ","08085","BENTLEY TRUCKING","2157081001","2017","2017050717","030000","","","","","N","","","","","","N","","00637504","08","Philadelphia","67","67301"
"99","9","1","200 THOMS RD","","PHILA","PA","19460","SAMUEL COMPASS GROUP CANTEEN","9999999999","2017","2017051051","014200","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"03","7","2","100 S BROAD ST 3RD FLOO","","PHILADELPHIA","PA","19110","CITY OF PHILADELPHIA","2156831700","2017","2017051786","062000","","","","","N","","","","","","N","","","04","Philadelphia","67","67301"
"99","8","1","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017052070","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","8","1","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017052130","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","9","4","100 S BROAD ST3RD FLOO","","PHILA","PA","19110","CITY OF PHILA","9999999999","2017","2017052130","064000","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","9","2","565 HOLLOW ROAD","","PHOENIXVILLE","PA","19460","VOLPE","9999999999","2017","2017052154","060000","","","","","N","","","","","","N","","","08","Philadelphia","67","67301"
"99","1","2","14002 EAST 21ST STSUIT","","TULSA","OK","99999","EAN HOLDINGS","9999999999","2017","2017052182","025950","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","8","2","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017052240","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","8","1","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017052244","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","9","1","48 LIPPINCOTT","","LONG BRANCH","NJ","07740","ALWAYS SOLUTIONS","9999999999","2017","2017052247","999999","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","1","1","UNKNOWN","","UNKNOWN","ZZ","99999","UNKNOWN","9999999999","2017","2017052269","999999","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","9","1","2533 OXFORD ST","","PHILA","PA","19146","PEREZ","9999999999","2017","2017052273","013000","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","8","1","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017052294","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","9","1","1224 BELMONT AVE","","PHILA","PA","19406","CITY WIDE AUTO GROUP","9999999999","2017","2017052318","018000","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","8","1","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017052328","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","8","2","3740 E THOMPSON ST","","PHILA","PA","19137","DURHAM SCHOOL SERVICES","9999999999","2017","2017052369","999999","","","","","N","","","","","","N","","","10","Philadelphia","67","67301"
"99","8","1","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017052372","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","1","2","971 BRIARSDALE RD","","HARRISBURG","PA","17109","BRYANT TRAILER CORP","9999999999","2017","2017052381","080000","","","","","N","","","","","","N","","","08","Philadelphia","67","67301"
"99","9","2","3100 PENROSE FERRY RD","","PHILA","PA","19145","PHILA HOUSING AUTHORITY","9999999999","2017","2017052409","012500","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","8","2","1234 MARKET ST","","PHILA","PA","19107","SEPTA","2155807460","2017","2017052472","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"02","8","2","4300 WEAVER PARKWAY","","WARRENVILLE","IL","60555","DURHAM SCHOOL SERVICES LP","6308219059","2017","2017052816","029000","","","","","N","","","","","","N","","00350651","11","Philadelphia","67","67301"
"99","1","1","705 B NORTH BLOMINGTON","","LOWELL","AZ","72745","JB HUNT","2156516110","2017","2017053345","080000","","","","","N","","","","","","N","A-0806435","01284991","09","Philadelphia","67","67301"
"03","4","1","662 GREYCLIFF LN","","AMBLER","PA","19002","STAR CONSTRUCTION LLC","2672498181","2017","2017054100","080000","","","","","N","","","","","","N","","00872685","04","Philadelphia","67","67301"
"03","1","2","3000 CHESTNUT ST","","PHILADELPHIA","PA","19104","US POSTAL SERVICE","2158959012","2017","2017054590","080000","","","","","N","","","","","","N","","","04","Philadelphia","67","67301"
"05","1","1","52999 JOHN WISE LINE","","AYLMER","ON","N5H2R5","CAN-AM PEPPER COMPANY LTD","5197733250","2017","2017054886","080000","","","","","N","","","","","","N","","02955943","08","Philadelphia","67","67301"
"99","1","2","971 BRIARSDALE RD","","HARRISBURG","PA","17109","RYDER TRUCK RENTAL","9999999999","2017","2017055053","054000","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","9","2","85 WHITE OAK ROADPO BO","","MANHEIM","PA","17545","WORLEY  OBETZ INC","9999999999","2017","2017055503","080000","","","","","N","","","","","","N","","","08","Philadelphia","67","67301"
"99","8","1","UNKNOWN","","UNKNOWN","ZZ","99999","UNKNOWN","9999999999","2017","2017055548","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","1","1","2300 TRUMBAUERSVILLE RD","","QUAKERTOWN","PA","18951","MIDNIGHT MADNESS DISTILLING","9999999999","2017","2017055551","019500","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","8","1","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017055606","999999","","","","","N","","","","","","N","","","10","Philadelphia","67","67301"
"99","8","1","2905 ABBOTTSFORD AVE","","PHILA","PA","19129","PHILLY TRANSPORTATION LLC","9999999999","2017","2017055612","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","9","1","1163 TALLEYRAND AVE","","JACKSONVILLE","FL","99999","CROWLEY TRUCKING","9999999999","2017","2017055657","999999","","","","","N","","","","","","N","","","08","Philadelphia","67","67301"
"99","8","3","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017055659","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","8","1","6615 NORWITCH DR","","PHILA","PA","19153","AVIS BUDGET CAR RENTAL","9999999999","2017","2017055661","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","8","1","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017055670","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","7","1","100 S BROAD ST3RD FLOO","","PHILA","PA","19110","CITY OF PHILA","9999999999","2017","2017055687","060000","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","9","1","100 S BROAD ST3RD FLOO","","PHILA","PA","19110","CITY OF PHILA","9999999999","2017","2017055701","033000","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"02","8","2","11 KARR DRIVE","","BELLMAWR","NH","08031","HOLCOMB BUS SERVICE INC","8569313632","2017","2017056435","029760","","","","","N","","","","","","N","","00279612","11","Philadelphia","67","67301"
"05","1","2","1600 SE 66TH STREET","","OKLAHOMA CITY","OK","73149","JB HUNT TRANSPORTATION","8004524868","2017","2017057184","080000","","","","","N","","","","","","N","","00080806","08","Philadelphia","67","67301"
"99","4","2","4040 WHITAKER AVENUE","","PHILADELPHIA","PA","19124","CITY OF PHILADELPHIA STREETS","2156859810","2017","2017057785","073280","","","","","N","","","","","","N","","00015021","05","Philadelphia","67","67301"
"99","8","2","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017058217","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","8","2","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017058232","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","9","1","94 GAZZA BLVD","","FARMINGDALE","NY","11735","HUB TRUCK RENTAL CORP","9999999999","2017","2017058234","999999","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","9","3","EDNA CR","","JOHNSON CITY","TN","37604","FOFANA","9999999999","2017","2017058240","999999","","","","","N","","","","","","N","","","08","Philadelphia","67","67301"
"99","8","1","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017058255","999999","","","","","N","","","","","","N","","","10","Philadelphia","67","67301"
"99","8","2","4011-4055 RICHMOND ST","","PHILA","PA","19137","RELIANT TRANS INC","9999999999","2017","2017058284","999999","","","","","N","","","","","","N","","","10","Philadelphia","67","67301"
"99","1","1","419 BALLYTORE CIR","","WYNNEWOOD","PA","19096","GIORDANOS GROCERIES","9999999999","2017","2017058288","017995","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","1","1","LAPP RD","","MALVERN","PA","19007","TRUGREEN","9999999999","2017","2017058291","014050","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","9","1","100 S BROAD ST3RD FLOO","","PHILA","PA","19110","CITY OF PHILA","9999999999","2017","2017058330","066000","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","7","1","UNKNOWN","","PHILA","PA","99999","UPENN","9999999999","2017","2017058386","999999","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"02","4","1","2 COLONIAL DRIVE PO BOX","","NEWTOWN","PA","18940","D GENTILE CONCRETE","2157529003","2017","2017059866","032900","","","","","N","","","","","","N","","00964609","09","Philadelphia","67","67301"
"99","7","2","100 S BROAD ST","","PHILADELPHIA","PA","19110","CITY OF PHILADELPHIA","2153279280","2017","2017060468","060000","1","","","","Y","9","","","","","N","","","09","Philadelphia","67","67301"
"99","8","1","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017060564","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","8","2","UNKNOWN","","UNKNOWN","ZZ","99999","UNKNOWN","9999999999","2017","2017060629","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","8","1","E CENTRAL AVEPO BOX U","","AVIS","PA","17721","SUSQUEHANNA TRANSIT CO","9999999999","2017","2017060646","044000","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","8","2","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017060651","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"02","8","1","1234 MARKET ST","","PHILA","PA","19107","SEPTA","2155807800","2017","2017060656","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","8","1","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017060659","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","9","1","210 CHILTON PL","","LANGHORNE","PA","19047","C S CONTRACTORS","9999999999","2017","2017060673","011000","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","8","2","1311 HUNTINGDON PK","","HUNTINGDON VY","PA","19006","CITILINK TRANS","9999999999","2017","2017060699","999999","","","","","N","","","","","","N","","","10","Philadelphia","67","67301"
"99","1","1","PO 21503","","PHOENIX","AZ","85036","UHAUL","9999999999","2017","2017060718","999999","","","","","N","","","","","","N","","","04","Philadelphia","67","67301"
"99","9","2","1000 COOPERSTOWN RD","","DELANCO","NJ","08075","DIETZ WATSON INC","9999999999","2017","2017060734","999999","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","9","1","HADDONFIELD RD","","CHERRY HILL","NJ","99999","AMERIQUES T REMARK","9999999999","2017","2017060757","999999","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","9","1","MANDARIN BL","","LOXAHATCHEE","FL","33470","KTR TRANS","9999999999","2017","2017060765","999999","","","","","N","","","","","","N","","","08","Philadelphia","67","67301"
"02","1","1","1234 MARKET ST","","PHILADELPHIA","PA","19107","SEPTA","2155803016","2017","2017061138","016500","","","","","N","","","","","","N","","","09","Philadelphia","67","67301"
"02","9","3","50 SCHILLING RD","","HUNTINGDON VALLEY","MD","21031","DUNBAR ARMORED","8567265200","2017","2017061146","020000","","","","","N","","","","","","N","","","09","Philadelphia","67","67301"
"99","8","9","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017061147","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","8","1","1234 MARKET ST","14FL","PHILADELPHIA","PA","19107","SEPTA","2155807800","2017","2017061153","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","9","1","UNKNOWN","","UNKNOWN","ZZ","UNK","UNKNOWN","9999999999","2017","2017061706","","","","","","","","","","","","U","A-9999999","","99","Philadelphia","67","67301"
"02","1","2","640 S16 1/2 STREET","","READING","PA","19606","ALFREDO MARCHIO","6094700724","2017","2017061710","080000","","","","","N","","","","","","N","","02409875","08","Philadelphia","67","67301"
"05","6","1","7563 DAHLIA STREET","","COMMERCE CITY","CO","80022","INTEK AUTO LEASING","8006243256","2017","2017061728","080000","","","","","N","","","","","","N","","00262863","08","Philadelphia","67","67301"
"99","1","3","2055 W ARMY TRAIL ROAD","","ADDISON","IL","60101","UNITED PARCEL SERVICE INC.","2159999999","2017","2017061747","999999","","","","","N","","","","","","N","","00021800","09","Philadelphia","67","67301"
"99","1","2","UNKNOWN","","UNKNOWN","ZZ","99999","UNKNOWN","9999999999","2017","2017062795","999999","","","","","N","","","","","","N","","","08","Philadelphia","67","67301"
"05","1","1","821 S ARMOUR ST","","ALLENTOWN","PA","18103","AR ACCOUNT MANAGEMENT","4846198686","2017","2017063865","012000","","","","","N","","","","","","N","","01533773","08","Philadelphia","67","67301"
"02","3","3","100 S BROAD ST","","PHILADELPHIA","PA","19110","CITY OF PHILADELPHIA","9999999999","2017","2017066198","010100","","","","","N","","","","","","N","","99999999","03","Philadelphia","67","67301"
"02","1","1","370 S. NOVA ROAD","","DAYTONA BEACH","FL","32114","SJ MOVING AND STORAGE","3862556683","2017","2017066374","025999","","","","","N","","","","","","N","","01453634","03","Philadelphia","67","67301"
"03","1","2","110 W COLUMBIA ST","","SCHUYLKILL HAVEN","PA","17972","EVANS DELIVERY CO. INC.","5703859048","2017","2017066965","017000","","","","","N","","","","","","N","","00038111","08","Philadelphia","67","67301"
"05","3","2","110 PATTERSON AVE","","TRENTON","NJ","08650","LIEDTKA","2157584829","2017","2017067577","030000","","","","","N","","","","","","N","","00049022","08","Philadelphia","67","67301"
"99","8","2","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017067676","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","8","2","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017067701","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","8","2","1234 MARKET ST","","PHILADELPHIA","PA","19107","SEPTA","9999999999","2017","2017067791","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","8","3","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017067804","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","8","1","2905 ABBOTTSFORD AVE","","PHILA","PA","19129","PHILLY TRANSPORTATION LLC","9999999999","2017","2017067824","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","9","2","6380 BRACKBILL BLVD","","MECHANICSBURG","PA","17050","M  K EQUIPMENT LEASING","9999999999","2017","2017067845","080000","","","","","N","","","","","","N","","","08","Philadelphia","67","67301"
"99","9","2","3110 N SPANGLER ST","","PHILA","PA","19132","THOMAS  LIFE BROWN LLC","9999999999","2017","2017067864","080000","","","","","N","","","","","","N","","","08","Philadelphia","67","67301"
"99","9","2","4936 N 6TH ST","","PHILA","PA","19120","EXPO CONSTRUCTION LLC","9999999999","2017","2017067872","999999","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","9","3","100 S BROAD ST","","PHILA","PA","19110","CITY OF PHILA","9999999999","2017","2017067884","035000","","","","","N","","","","","","","","","05","Philadelphia","67","67301"
"99","8","2","1234 MARKET ST","","PHILADELPHIA","PA","19107","SEPTA","9999999999","2017","2017067893","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","9","1","2007 WASHINGTON AVE","","PHILADELPHIA","PA","19146","CAVA BUILDING SUPPLY","9999999999","2017","2017067950","056000","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","1","2","2727 N CENTRAL AVE","","PHOENIX","AZ","99999","UHAUL","9999999999","2017","2017067976","999999","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"02","8","2","1234 MARKET ST","ATTN JOYCE WATSON","PHILADELPHIA","PA","19107","SEPTA","2155807800","2017","2017067992","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","9","1","2419 W SEDGLEY AVE","","PHILA","PA","19132","NCT AUTO CENTER LLC","9999999999","2017","2017067998","017000","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","8","1","1234 MARKET STREET","","PHILADELPHIA","PA","19107","SEPTA","9999999999","2017","2017068005","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","8","1","6950 GERMANTOWN AVE","","PHILA","PA","19119","NEW COURTLAND LIFE","9999999999","2017","2017068011","999999","","","","","N","","","","","","N","","","10","Philadelphia","67","67301"
"99","1","2","UNKNOWN","","UNKNOWN","IN","99999","UNKNOWN","9999999999","2017","2017068038","999999","","","","","N","","","","","","N","","","08","Philadelphia","67","67301"
"99","8","1","1234 MARKET ST","","PHILADELPHIA","PA","19107","SEPTA","9999999999","2017","2017068045","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","9","1","100 S BROAD ST3RD FL","","PHILADELPHIA","PA","19102","CITY OF PHILA","9999999999","2017","2017068056","035000","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"05","3","1","216 BRIGHTON AVE","","KEARNY","NJ","07032","RIO SERVICES INC","9733322218","2017","2017068112","080000","","","","","N","","","","","","N","","02486251","08","Philadelphia","67","67301"
"02","1","3","8275 U.S. ROUTE 130","","PENNSAUKEN","NJ","08110","CANADA DRY DELEWARE VALLEY","8566226767","2017","2017068305","054000","","","","","N","","","","","","N","","00033335","08","Philadelphia","67","67301"
"02","1","2","1230 MCCARTY HWY","","NEWARK","NJ","07104","CLIFFORD B FINKLE JR INC","9084931500","2017","2017068311","080000","","","","","N","","","","","","N","","00017723","08","Philadelphia","67","67301"
"02","1","1","719 MAGEE AVE","","PHILADELPHIA","PA","19111","AUTHENTIC LLC","9999999999","2017","2017070405","026000","","","","","N","","","","","","N","","","03","Philadelphia","67","67301"
"99","8","1","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017070412","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","9","1","13816 MISSOURI BOTTOM","","BRIDGETOWN","MO","63044","AAA TRAILER LEASING","9999999999","2017","2017070451","999999","","","","","N","","","","","","N","","","08","Philadelphia","67","67301"
"99","1","1","UNKNOWN","","UNKNOWN","ZZ","99999","US POSTAL SERVICE","9999999999","2017","2017070452","999999","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","9","1","6929 N LAKEWOOD AVENUE","","TULSA","OK","74117","EAN HOLDINGS","9999999999","2017","2017070472","014500","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","9","1","706 N FRANKLIN ST FL3R","","PHILA","PA","19123","YOLANDA STEVES TRANS","9999999999","2017","2017070504","026000","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","8","2","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017070512","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","8","2","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017070520","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"04","3","2","95 LOUISE DRIVE","","IVYLAND","PA","18974","B BLAIR CORPORATION","2156728787","2017","2017070599","080000","","","","","N","","","","","","N","","00963150","04","Philadelphia","67","67301"
"03","9","1","2071 BYBERRY RD","","PHILADELPHIA","PA","19116","THACKARAY CRANES","8449927263","2017","2017073580","054999","","","","","N","","","","","","N","","00769982","09","Philadelphia","67","67301"
