"CRN","UNIT_NUM","MC_BAG_IND","MC_DVR_BOOTS_IND","MC_DVR_EDC_IND","MC_DVR_EYEPRT_IND","MC_DVR_HLMT_TYPE","MC_DVR_HLMTDOT_IND","MC_DVR_HLMTON_IND","MC_DVR_LNGPNTS_IND","MC_DVR_LNGSLV_IND","MC_ENGINE_SIZE","MC_PAS_BOOTS_IND","MC_PAS_EYEPRT_IND","MC_PAS_HLMT_TYPE","MC_PAS_HLMTDOT_IND","MC_PAS_HLMTON_IND","MC_PAS_LNGPNTS_IND","MC_PAS_LNGSLV_IND","MC_PASSNGR_IND","MC_TRAIL_IND","PC_HDLGHT_IND","PC_HLMT_IND","PC_PASSNGR_IND","PC_REAR_RFLTR_IND","CRASH_YEAR","COUNTY","COUNTY_YEAR","MUNICIPALITY"
"2010046754","1","N","U","U","Y","1","U","Y","Y","N","00535","","","","","","","","N","N","","","","","2010","67","CYCLE_2010_Philadelphia","67301"
"2010046754","2","N","U","U","Y","1","U","Y","Y","U","00368","","","","","","","","N","N","","","","","2010","67","CYCLE_2010_Philadelphia","67301"
"2010047477","1","Y","Y","Y","Y","1","Y","Y","Y","Y","01100","Y","Y","1","Y","Y","Y","Y","Y","N","","","","","2010","67","CYCLE_2010_Philadelphia","67301"
"2010048459","1","","","","","","","","","","","","","","","","","","","","U","N","N","U","2010","67","CYCLE_2010_Philadelphia","67301"
"2010048464","1","U","U","U","N","0","N","N","U","U","99999","","","","","","","","N","U","","","","","2010","67","CYCLE_2010_Philadelphia","67301"
"2010048465","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2010","67","CYCLE_2010_Philadelphia","67301"
"2010048466","1","U","U","U","U","9","U","U","U","U","99999","","","","","","","","N","U","","","","","2010","67","CYCLE_2010_Philadelphia","67301"
"2010048473","2","U","U","U","U","9","U","U","U","U","99999","","","","","","","","N","U","","","","","2010","67","CYCLE_2010_Philadelphia","67301"
"2010048545","1","U","U","U","N","0","N","N","U","U","99999","","","","","","","","N","U","","","","","2010","67","CYCLE_2010_Philadelphia","67301"
"2010048611","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2010","67","CYCLE_2010_Philadelphia","67301"
"2010048616","1","","","","","","","","","","","","","","","","","","","","U","N","N","U","2010","67","CYCLE_2010_Philadelphia","67301"
"2010048690","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2010","67","CYCLE_2010_Philadelphia","67301"
"2010048725","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2010","67","CYCLE_2010_Philadelphia","67301"
"2010048730","1","U","U","U","Y","9","U","U","U","U","99999","","","","","","","","N","U","","","","","2010","67","CYCLE_2010_Philadelphia","67301"
"2010048797","1","U","U","U","Y","9","U","U","U","U","99999","","","","","","","","N","U","","","","","2010","67","CYCLE_2010_Philadelphia","67301"
"2010048823","2","","","","","","","","","","","","","","","","","","","","N","U","N","U","2010","67","CYCLE_2010_Philadelphia","67301"
"2010048827","2","","","","","","","","","","","","","","","","","","","","N","N","N","Y","2010","67","CYCLE_2010_Philadelphia","67301"
"2010048845","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2010","67","CYCLE_2010_Philadelphia","67301"
"2010048847","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2010","67","CYCLE_2010_Philadelphia","67301"
"2010048849","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2010","67","CYCLE_2010_Philadelphia","67301"
"2010048857","1","","","","","","","","","","","","","","","","","","","","N","Y","N","Y","2010","67","CYCLE_2010_Philadelphia","67301"
"2010048864","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2010","67","CYCLE_2010_Philadelphia","67301"
"2010048875","1","","","","","","","","","","","","","","","","","","","","U","N","N","U","2010","67","CYCLE_2010_Philadelphia","67301"
"2010048886","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2010","67","CYCLE_2010_Philadelphia","67301"
"2010048924","2","U","U","U","U","9","U","U","U","U","99999","","","","","","","","N","U","","","","","2010","67","CYCLE_2010_Philadelphia","67301"
"2010037536","1","N","Y","Y","Y","1","N","Y","Y","Y","00700","","","","","","","","N","N","","","","","2010","67","CYCLE_2010_Philadelphia","67301"
"2010038629","2","","","","","","","","","","","","","","","","","","","","N","Y","N","N","2010","67","CYCLE_2010_Philadelphia","67301"
