"AXLE_CNT","CARGO_BD_TYPE","UNIT_NUM","CARRIER_ADDR_1","CARRIER_ADDR_2","CARRIER_ADDR_CITY","CARRIER_ADDR_STATE","CARRIER_ADDR_ZIP","CARRIER_NM","CARRIER_TEL","CRASH_YEAR","CRN","GVWR","HAZMAT_CD1","HAZMAT_CD2","HAZMAT_CD3","HAZMAT_CD4","HAZMAT_IND","HAZMAT_REL_IND1","HAZMAT_REL_IND2","HAZMAT_REL_IND3","HAZMAT_REL_IND4","ICC_NUM","OSIZE_LOAD_IND","PUC_NUM","USDOT_NUM","VEH_CONFIG_CD","COUNTY_YEAR","COUNTY","MUNICIPALITY"
"99","8","1","2500 WHEATSHEAF LN","","PHILADELPHIA","PA","19137","DURHAM SCHOOL","9999999999","2010","2010061989","","","","","","","","","","","","N","","","11","COMMVEH_2010_Philadelphia","67","67301"
"99","8","1","149 N 19TH ST","","PHILADELPHIA","PA","19107","SUPER LUXERY TOURS INC","9999999999","2010","2010061999","","","","","","N","","","","","","N","","","11","COMMVEH_2010_Philadelphia","67","67301"
"05","3","1","1500 N 50TH ST","","PHILA","PA","19131","LOWES HOMECENTERS INC","2157966640","2010","2010062008","080000","","","","","N","","","","","","N","","00097235","08","COMMVEH_2010_Philadelphia","67","67301"
"99","9","3","9335 HEGERMAN ST","","PHILADELPHIA","PA","19114","JOSE TORRES","9999999999","2010","2010062064","","","","","","N","","","","","","N","","","99","COMMVEH_2010_Philadelphia","67","67301"
"04","7","1","130 DUTTON COURT","","NEW CASTLE","DE","19720","OGBORNE HAULING INC.","3023282411","2010","2010023034","073280","","","","","N","","","","","","N","","01105463","04","COMMVEH_2010_Philadelphia","67","67301"
"02","1","2","13 INDEPENDENCE CT.","","FOLCROFT","PA","19032","VITAS HOME SOLUTIONS INC.","6105863418","2010","2010023034","014050","","","","","N","","","","","","N","","01540393","03","COMMVEH_2010_Philadelphia","67","67301"
"02","8","1","1234 MARKET","","PHIALADELPHIA","PA","19107","SOUTHEASTERN PENNSYLVANIA TRANSP","9999999999","2010","2010023061","","","","","","N","","","","","","N","","00010206","11","COMMVEH_2010_Philadelphia","67","67301"
"02","8","1","6802 TORRESDALE AVE","","PHILADELPHIA","PA","19135","DEL VAL STAFFING LLC","2152801660","2010","2010047205","025500","","","","","N","","","","","","N","","00000000","11","COMMVEH_2010_Philadelphia","67","67301"
"02","1","2","1012 TUCKERTON RD","","READING","PA","19605","KARETAS FOODS INC","6109263663","2010","2010047207","033000","","","","","N","","","","","","N","","00566957","03","COMMVEH_2010_Philadelphia","67","67301"
"99","8","2","25 WEST JOHNSON ST","","PHILADELPHIA","PA","19144","GRACE BAPTIST CHURCH","9999999999","2010","2010067029","","","","","","N","","","","","","N","","","10","COMMVEH_2010_Philadelphia","67","67301"
"05","2","1","6017 E CALLA RD","","MIDDLETON","OH","44442","VENEZIA TRANSPORT","8006352083","2010","2010067064","080000","","","","","N","","","","","","N","","01079966","08","COMMVEH_2010_Philadelphia","67","67301"
"05","3","1","5109 BLEIGH AVE","","PHILADELPHIA","PA","19135","WB SERVICES LLC","2156243197","2010","2010124589","080000","","","","","N","","","","","","N","","01314641","08","COMMVEH_2010_Philadelphia","67","67301"
"99","1","1","100 S BORAD ST","","PHILADELPHIA","PA","19160","CITY OF PHILADELPHIA","9999999999","2010","2010125083","999999","","","","","N","","","","","","N","","","05","COMMVEH_2010_Philadelphia","67","67301"
"05","9","2","253 AUGUSTA AVE","","SOUTH AMBOY","NJ","08879","KOOL RUNNINGS","4843581884","2010","2010125296","080000","","","","","","","","","","","N","","00021234","08","COMMVEH_2010_Philadelphia","67","67301"
"02","1","2","900 MARKET ST","","PHIL","PA","19107","US POSTAL SERVICE","8002758777","2010","2010035992","025999","","","","","N","","","","","","N","","","03","COMMVEH_2010_Philadelphia","67","67301"
"99","8","2","1234 MARKET ST 14TH FL","","PHILADELPHIA","PA","19107","SEPTA","9999999999","2010","2010070741","","","","","","N","","","","","","N","","","11","COMMVEH_2010_Philadelphia","67","67301"
"99","8","2","4425 RISING SUN AVE","","PHILADELPHIA","PA","19140","DIAMOND BUST LIMO","9999999999","2010","2010070742","","","","","","N","","","","","","N","","","11","COMMVEH_2010_Philadelphia","67","67301"
"99","9","4","1916 E 29TH ST","","MARSHFIELD","WI","54449","ROEL TRANSPORT INC","9999999999","2010","2010070766","","","","","","N","","","","","","N","","","99","COMMVEH_2010_Philadelphia","67","67301"
"99","7","1","100 S BROAD ST 3RD FL","","PHILADELPHIA","PA","19110","CITY OF PHILADELPHIA","9999999999","2010","2010070770","058000","","","","","N","","","","","","N","","","09","COMMVEH_2010_Philadelphia","67","67301"
"02","8","2","3001 E. ORTHODOX ST.","","PHILADELPHIA","PA","19137","YELLOW BIRD BUS CO.","2158695168","2010","2010071358","033000","","","","","N","","","","","","N","","00273447","11","COMMVEH_2010_Philadelphia","67","67301"
"03","7","1","211 BLACKWOOD BARNS","","SEWELL","NJ","08080","TEESDALE TRASH REMOVAL","6093523378","2010","2010071748","026000","","","","","N","","","","","","N","","00781339","04","COMMVEH_2010_Philadelphia","67","67301"
"02","1","2","1592 RT.38","","LUMBERTON","NJ","08048","MILLER AUTO LEASING","8568535445","2010","2010071748","025000","","","","","N","","","","","","N","","00297242","03","COMMVEH_2010_Philadelphia","67","67301"
"02","1","1","97 ANN DRIVE","","RICHBORO","PA","18954","CUPCAKE INTERNATIOAL LLC","2154991867","2010","2010092909","014000","","","","","N","","","","","","N","","06511187","98","COMMVEH_2010_Philadelphia","67","67301"
"99","9","2","1050 SWEDESFORD RD","","BERWYN","PA","19312","PECO ENERGY","9999999999","2010","2010093420","027000","","","","","N","","","","","","U","","","05","COMMVEH_2010_Philadelphia","67","67301"
"99","8","2","1234 MARKET ST 14TH FL","","PHILADELPHIA","PA","19107","SEPTA","9999999999","2010","2010093464","","","","","","N","","","","","","N","","","11","COMMVEH_2010_Philadelphia","67","67301"
"99","9","1","4507 LANCASTER AVE","","PHILADELPHIA","PA","19131","SAWBELL LUMBER CO","9999999999","2010","2010058742","017900","","","","","N","","","","","","U","","","09","COMMVEH_2010_Philadelphia","67","67301"
"99","1","2","6800 ESSINGTON AVE","","PHILADELPHIA","PA","19153","GIANNA SALVAGE CO","9999999999","2010","2010058748","080000","","","","","N","","","","","","N","","","06","COMMVEH_2010_Philadelphia","67","67301"
"99","8","1","3740 E THOMPSON ST","","PHILADELPHIA","PA","19137","ATLANTIC EXPRESS OF PA","9999999999","2010","2010058757","","","","","","N","","","","","","N","","","11","COMMVEH_2010_Philadelphia","67","67301"
"99","8","1","1234 MARKET ST 14TH FL","","PHILADELPHIA","PA","19107","SEPTA","9999999999","2010","2010058954","","","","","","N","","","","","","N","","","11","COMMVEH_2010_Philadelphia","67","67301"
"99","8","2","440 N. BROAD ST","","PHILADELPHIA","PA","19130","SCHOOL DIST OF PHILA","9999999999","2010","2010058962","","","","","","N","","","","","","N","","","11","COMMVEH_2010_Philadelphia","67","67301"
"99","7","2","5 INDUSTRIAL DR","","NEW BRUNSWICK","NJ","08901","REPUBLIC SERVICES OF N.J. LLC","9999999999","2010","2010058968","","","","","","N","","","","","","N","","","09","COMMVEH_2010_Philadelphia","67","67301"
"99","9","1","7518 DUNGAN RD","","PHILADELPHIA","PA","19116","HILL CONSTRUCTION CORP","9999999999","2010","2010059009","025900","","","","","N","","","","","","N","","","09","COMMVEH_2010_Philadelphia","67","67301"
"05","9","2","495 MEADOW LN","","KING OF PRUSSIA","PA","19406","FOX CONTRACTORS INC","2157781051","2010","2010059195","080000","","","","","N","","","","","","N","","00897662","06","COMMVEH_2010_Philadelphia","67","67301"
"99","8","1","440 N BROAD ST","","PHILADELPHIA","PA","99999","SCHOOL DIST OF PHILA","9999999999","2010","2010059555","","","","","","N","","","","","","N","","","11","COMMVEH_2010_Philadelphia","67","67301"
"99","9","2","UNKNOWN","","UNKNOWN","PA","999999999","UNKNOWN","9999999999","2010","2010068359","080000","","","","","N","","","","","","N","","","06","COMMVEH_2010_Philadelphia","67","67301"
"02","8","1","1234 MARKET ST 14TH FL","","PHILADELPHIA","PA","19107","SEPTA","2155807800","2010","2010068363","999999","","","","","N","","","","","","N","","99999999","11","COMMVEH_2010_Philadelphia","67","67301"
"03","4","2","920 WAYLAND CIRCLE","","BENSALEM","PA","19020","BELLA TRUCKING CO","9999999999","2010","2010069079","080000","","","","","N","","","","","","N","","01496165","04","COMMVEH_2010_Philadelphia","67","67301"
"02","8","1","3740 E. THOMPSON ST","","PHILADELPHIA","PA","19137","ATLANTIC EXPRESS OF PA INC","2155375405","2010","2010101649","","","","","","N","","","","","","N","","01246812","11","COMMVEH_2010_Philadelphia","67","67301"
"99","8","2","30TH ST STATION","","PHILADELPHIA","PA","19104","BRANDYWINE CIRA LP","9999999999","2010","2010017200","","","","","","N","","","","","","N","","","11","COMMVEH_2010_Philadelphia","67","67301"
"99","1","1","4600 N. 124TH ST","","MILWAUKEE","WI","53225","DAILY DIRECT LLC","9999999999","2010","2010017232","","","","","","N","","","","","","U","","","08","COMMVEH_2010_Philadelphia","67","67301"
"99","9","1","130 MONAHAN AVE","","DUNMORE","PA","19138","ROAD SCHOLAR TRANSIT","9999999999","2010","2010017244","068000","","","","","N","","","","","","N","","","05","COMMVEH_2010_Philadelphia","67","67301"
