"ACCESS_CTRL","ADJ_RDWY_SEQ","COUNTY","CRASH_YEAR","CRN","LANE_COUNT","OFFSET","RDWY_ORIENT","RDWY_SEQ_NUM","ROAD_OWNER","ROUTE","SEGMENT","SPEED_LIMIT","STREET_NAME","COUNTY_YEAR","MUNICIPALITY"
"3","3","67","2004","2005014581","02","620","S","3","2","0001","0071","35","CITY AV","ROADWAY_2004_Philadelphia","67301"
"3","5","67","2004","2005096148","03","862","S","4","2","3009","0201","35","RIDGE AV","ROADWAY_2004_Philadelphia","67301"
"","6","67","2004","2005096148","99","","E","6","4","","","","BELLS MILL RD","ROADWAY_2004_Philadelphia","67301"
"3","4","67","2004","2005096148","03","854","S","5","2","3009","0201","35","RIDGE AV","ROADWAY_2004_Philadelphia","67301"
"3","3","67","2004","2005096148","02","879","N","3","2","3009","0200","35","RIDGE AV","ROADWAY_2004_Philadelphia","67301"
"","5","67","2004","2005096574","02","","E","5","4","","","35","SOUTHAMPTON RD","ROADWAY_2004_Philadelphia","67301"
"3","4","67","2004","2005096574","03","0","S","4","2","0001","0381","45","ROOSEVELT BL","ROADWAY_2004_Philadelphia","67301"
"3","3","67","2004","2005096574","03","0","N","3","2","0001","0380","45","ROOSEVELT BL","ROADWAY_2004_Philadelphia","67301"
"","3","67","2004","2005035137","01","0","W","4","4","","","25","RITTENHOUSE ST","ROADWAY_2004_Philadelphia","67301"
"","4","67","2004","2005035137","02","0","S","3","4","","","25","GREENE ST","ROADWAY_2004_Philadelphia","67301"
"3","3","67","2004","2004027601","02","1426","N","3","2","0001","0040","35","CITY AV","ROADWAY_2004_Philadelphia","67301"
"","4","67","2004","2004029626","99","","N","4","4","","","35","BINGHAM ST","ROADWAY_2004_Philadelphia","67301"
"3","3","67","2004","2005096136","04","1300","W","3","2","0003","0101","35","WALNUT ST","ROADWAY_2004_Philadelphia","67301"
"","4","67","2004","2005096136","99","","S","4","4","","","","RITTENHOUSE SQ","ROADWAY_2004_Philadelphia","67301"
"","3","67","2004","2005096145","03","","W","3","1","0076","","55","EX","ROADWAY_2004_Philadelphia","67301"
"","4","67","2004","2005096149","02","0","W","3","4","","","25","ZINDLEY DR","ROADWAY_2004_Philadelphia","67301"
"","3","67","2004","2005096149","02","0","N","4","4","","","25","SIXTEENTH ST","ROADWAY_2004_Philadelphia","67301"
"","4","67","2004","2005096580","01","0","N","3","4","","","","TWENTIETH ST","ROADWAY_2004_Philadelphia","67301"
"","3","67","2004","2005096580","01","0","E","4","4","","","","MCCLELLAN ST","ROADWAY_2004_Philadelphia","67301"
"","3","67","2004","2005034310","04","","N","3","1","0095","","55","DELAWARE EX","ROADWAY_2004_Philadelphia","67301"
"","3","67","2004","2005034322","02","","N","3","4","","","","WISTARIA ST","ROADWAY_2004_Philadelphia","67301"
"3","3","67","2004","2005138043","02","1716","E","3","2","4019","0050","25","WASHINGTON LN","ROADWAY_2004_Philadelphia","67301"
"","4","67","2004","2005138043","02","","S","5","4","","","15","LIMEKILN PK","ROADWAY_2004_Philadelphia","67301"
"","5","67","2004","2005138043","02","","N","4","4","","","","SEVENTYFOURTH AV","ROADWAY_2004_Philadelphia","67301"
"1","3","67","2004","2004027755","04","688","S","3","1","0095","0181","55","DELAWARE EX","ROADWAY_2004_Philadelphia","67301"
"1","3","67","2004","2004029679","04","1233","W","3","1","0076","3421","50","","ROADWAY_2004_Philadelphia","67301"
"3","6","67","2004","2004029701","02","2085","S","6","2","0611","0121","","BROAD ST","ROADWAY_2004_Philadelphia","67301"
"3","5","67","2004","2004029701","02","2116","N","5","2","0611","0120","","BROAD ST","ROADWAY_2004_Philadelphia","67301"
"3","4","67","2004","2004029701","02","0","S","4","2","0013","0181","35","ROOSEVELT BL","ROADWAY_2004_Philadelphia","67301"
"3","3","67","2004","2004029701","02","0","N","3","2","0013","0180","35","ROOSEVELT BL","ROADWAY_2004_Philadelphia","67301"
"","3","67","2004","2004029757","04","","N","3","1","0095","","55","DELAWARE EX","ROADWAY_2004_Philadelphia","67301"
"","3","67","2004","2004029771","01","","S","4","4","","","30","ISEMINGER ST","ROADWAY_2004_Philadelphia","67301"
"","4","67","2004","2004029771","02","","E","3","4","","","30","BIGLER ST","ROADWAY_2004_Philadelphia","67301"
"","3","67","2004","2004029890","02","0","U","4","4","","","25","TWENTY SECOND ST","ROADWAY_2004_Philadelphia","67301"
"","4","67","2004","2004029890","02","0","U","3","4","","","25","TWENTY SECOND ST","ROADWAY_2004_Philadelphia","67301"
"3","3","67","2004","2005014582","02","620","S","3","2","0001","0071","35","CITY AV","ROADWAY_2004_Philadelphia","67301"
"3","4","67","2004","2005096007","02","0","S","4","2","1007","0041","25","TACONY ST","ROADWAY_2004_Philadelphia","67301"
"3","5","67","2004","2005096007","02","641","N","5","2","1009","0014","25","BRIDGE ST","ROADWAY_2004_Philadelphia","67301"
"3","6","67","2004","2005096007","02","642","S","6","2","1009","0015","25","BRIDGE ST","ROADWAY_2004_Philadelphia","67301"
"3","3","67","2004","2005096007","02","0","N","3","2","1007","0040","25","TACONY ST","ROADWAY_2004_Philadelphia","67301"
"","3","67","2004","2005096152","02","0","W","3","4","","","35","CHEW AV","ROADWAY_2004_Philadelphia","67301"
"","3","67","2004","2005096163","01","0","S","3","4","","","20","ALDER ST","ROADWAY_2004_Philadelphia","67301"
"","4","67","2004","2005034320","99","","U","4","4","","","","UNKNOWN RD","ROADWAY_2004_Philadelphia","67301"
"","3","67","2004","2005034320","99","","N","3","2","0001","","","ROOSEVELT BL","ROADWAY_2004_Philadelphia","67301"
"","4","67","2004","2005034587","02","","S","4","4","","","20","FIFTYNINTH ST","ROADWAY_2004_Philadelphia","67301"
"3","3","67","2004","2005034587","02","2268","W","3","2","0003","0031","35","WALNUT ST","ROADWAY_2004_Philadelphia","67301"
"","3","67","2004","2005013993","03","0","W","3","4","","","45","WALT WHITMAN BR","ROADWAY_2004_Philadelphia","67301"
"","3","67","2004","2005034585","02","0","N","3","4","","","25","SIXTIETH ST","ROADWAY_2004_Philadelphia","67301"
"","3","67","2004","2005035132","99","0","E","3","4","","","","WAKELING ST","ROADWAY_2004_Philadelphia","67301"
"","3","67","2004","2005035337","02","0","S","3","4","","","25","ROOSEVELT AV","ROADWAY_2004_Philadelphia","67301"
"1","3","67","2004","2004027080","02","1252","E","3","1","0076","3444","50","SCHUYLKILL EX","ROADWAY_2004_Philadelphia","67301"
"","3","67","2004","2004027105","99","","E","4","4","","","","HUNTING PARK AV","ROADWAY_2004_Philadelphia","67301"
"","4","67","2004","2004027105","99","","E","3","4","","","","AMERICAN ST","ROADWAY_2004_Philadelphia","67301"
"","4","67","2004","2005014785","02","","U","5","4","","","","GINKO IND. PARK RD","ROADWAY_2004_Philadelphia","09218"
"3","4","67","2004","2005096010","02","0","S","4","2","9401","0010","25","LEVICK ST","ROADWAY_2004_Philadelphia","67301"
"3","3","67","2004","2005096010","02","1670","E","3","2","1024","0020","25","ROBBINS ST","ROADWAY_2004_Philadelphia","67301"
"","4","67","2004","2005096571","02","0","W","3","4","","","","DEVERAUX RD","ROADWAY_2004_Philadelphia","67301"
"","3","67","2004","2005096571","02","0","S","4","4","","","","LARGE ST","ROADWAY_2004_Philadelphia","67301"
"","3","67","2004","2005096579","03","1584","E","3","1","0076","3432","50","","ROADWAY_2004_Philadelphia","67301"
"","3","67","2004","2005032553","02","0","S","3","4","","","","FORTYSEVENTH ST","ROADWAY_2004_Philadelphia","67301"
"","3","67","2004","2005032867","02","0","W","3","4","","","25","LOUDON ST","ROADWAY_2004_Philadelphia","67301"
"","4","67","2004","2005096008","99","","W","4","4","","","","UNKNOWN RD","ROADWAY_2004_Philadelphia","67301"
"3","3","67","2004","2005096008","02","","S","3","2","3017","0050","","FIFTYSECOND ST","ROADWAY_2004_Philadelphia","67301"
"","3","67","2004","2005096137","02","","E","4","4","","","","POWELTON AV","ROADWAY_2004_Philadelphia","67301"
"","4","67","2004","2005096137","02","","S","3","4","","","","THIRTYFOURTH ST","ROADWAY_2004_Philadelphia","67301"
"","3","67","2004","2005096151","01","0","E","3","4","","","25","YORK ST","ROADWAY_2004_Philadelphia","67301"
"","3","67","2004","2005096161","03","0","E","4","4","","","25","RITTENHOUSE SQ","ROADWAY_2004_Philadelphia","67301"
"","4","67","2004","2005096161","02","0","S","3","4","","","25","NINETEENTH ST","ROADWAY_2004_Philadelphia","67301"
"","4","67","2004","2005096565","02","502","W","4","2","2016","0111","25","ALLEGHENY AV","ROADWAY_2004_Philadelphia","67301"
"","5","67","2004","2005096565","01","","W","5","4","","","25","MERCER ST","ROADWAY_2004_Philadelphia","67301"
"3","3","67","2004","2005096565","02","503","E","3","2","2016","0110","25","ALLEGHENY AV","ROADWAY_2004_Philadelphia","67301"
"","3","67","2004","2005096581","02","0","S","3","4","","","25","TWENTYFIFTH ST","ROADWAY_2004_Philadelphia","67301"
"","4","67","2004","2005035136","02","","E","4","4","","","","MT AIRY AV","ROADWAY_2004_Philadelphia","67301"
"3","3","67","2004","2005035136","02","658","S","3","2","4013","0070","35","LINCOLN DR","ROADWAY_2004_Philadelphia","67301"
"","3","67","2004","2004027111","99","","S","4","4","","","35","TWENTYSECOND ST","ROADWAY_2004_Philadelphia","67301"
"","4","67","2004","2004027111","02","","W","3","4","","","35","WOODLAND AV","ROADWAY_2004_Philadelphia","67301"
"","3","67","2004","2004027497","03","","W","3","4","","","45","WALT WHITMAN BR","ROADWAY_2004_Philadelphia","67301"
"","3","67","2004","2004029433","04","","S","4","4","","","25","TENTH ST","ROADWAY_2004_Philadelphia","67301"
"","4","67","2004","2004029433","04","","W","3","4","","","25","PACKER AV","ROADWAY_2004_Philadelphia","67301"
"","3","67","2004","2004029434","02","1230","W","3","2","2016","0091","25","ALLEGHENY AV","ROADWAY_2004_Philadelphia","67301"
"","4","67","2004","2004029638","99","","S","4","4","","","","SIXTYSEVENTH ST","ROADWAY_2004_Philadelphia","67301"
"3","3","67","2004","2004029638","02","0","W","3","2","3018","0030","45","HAVERFORD AV","ROADWAY_2004_Philadelphia","67301"
"","4","67","2004","2004029731","02","0","W","4","4","","","","MANTUA AV","ROADWAY_2004_Philadelphia","67301"
"3","3","67","2004","2004029731","02","3110","S","3","2","3003","0051","30","THIRTYFOURTH ST","ROADWAY_2004_Philadelphia","67301"
"3","3","67","2004","2004029758","02","2754","N","3","2","1004","0100","30","TORRESDALE AV","ROADWAY_2004_Philadelphia","67301"
