"CRN","UNIT_NUM","MC_BAG_IND","MC_DVR_BOOTS_IND","MC_DVR_EDC_IND","MC_DVR_EYEPRT_IND","MC_DVR_HLMT_TYPE","MC_DVR_HLMTDOT_IND","MC_DVR_HLMTON_IND","MC_DVR_LNGPNTS_IND","MC_DVR_LNGSLV_IND","MC_ENGINE_SIZE","MC_PAS_BOOTS_IND","MC_PAS_EYEPRT_IND","MC_PAS_HLMT_TYPE","MC_PAS_HLMTDOT_IND","MC_PAS_HLMTON_IND","MC_PAS_LNGPNTS_IND","MC_PAS_LNGSLV_IND","MC_PASSNGR_IND","MC_TRAIL_IND","PC_HDLGHT_IND","PC_HLMT_IND","PC_PASSNGR_IND","PC_REAR_RFLTR_IND","CRASH_YEAR","COUNTY","COUNTY_YEAR","MUNICIPALITY"
"2005024204","1","","","","","","","","","","","","","","","","","","","","U","U","U","U","2004","67","CYCLE_2004_Philadelphia","67301"
"2005024216","1","U","U","U","U","9","U","U","U","U","99999","","","","","","","","U","U","","","","","2004","67","CYCLE_2004_Philadelphia","67301"
"2005024217","1","U","U","U","N","0","","","U","U","99999","","","","","","","","N","U","","","","","2004","67","CYCLE_2004_Philadelphia","67301"
"2005024537","1","U","U","U","U","9","U","U","U","U","99999","","","","","","","","U","U","","","","","2004","67","CYCLE_2004_Philadelphia","67301"
"2005024539","1","U","U","U","U","1","U","U","U","U","99999","","","","","","","","N","U","","","","","2004","67","CYCLE_2004_Philadelphia","67301"
"2005024556","1","U","U","U","N","0","","","U","U","99999","","","","","","","","N","U","","","","","2004","67","CYCLE_2004_Philadelphia","67301"
"2005024669","1","","","","","","","","","","","","","","","","","","","","U","N","N","U","2004","67","CYCLE_2004_Philadelphia","67301"
"2005024897","1","","","","","","","","","","","","","","","","","","","","U","U","N","U","2004","67","CYCLE_2004_Philadelphia","67301"
"2005024898","1","U","U","U","N","0","","","U","U","99999","","","","","","","","N","U","","","","","2004","67","CYCLE_2004_Philadelphia","67301"
"2005024989","1","U","U","U","U","9","U","U","U","U","99999","","","","","","","","N","U","","","","","2004","67","CYCLE_2004_Philadelphia","67301"
"2005025036","1","U","U","U","N","0","","","U","U","99999","","","","","","","","N","U","","","","","2004","67","CYCLE_2004_Philadelphia","67301"
"2005025069","1","N","U","U","U","9","","","U","U","99999","","","","","","","","N","N","","","","","2004","67","CYCLE_2004_Philadelphia","67301"
"2005025099","3","","","","","","","","","","","","","","","","","","","","U","N","N","U","2004","67","CYCLE_2004_Philadelphia","67301"
"2005025598","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2004","67","CYCLE_2004_Philadelphia","67301"
"2005025603","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2004","67","CYCLE_2004_Philadelphia","67301"
"2005026199","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2004","67","CYCLE_2004_Philadelphia","67301"
"2005026426","2","","","","","","","","","","","","","","","","","","","","U","Y","U","U","2004","67","CYCLE_2004_Philadelphia","67301"
"2005026439","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2004","67","CYCLE_2004_Philadelphia","67301"
"2005010946","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2004","67","CYCLE_2004_Philadelphia","67301"
"2005010950","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2004","67","CYCLE_2004_Philadelphia","67301"
"2005010956","2","U","U","U","N","1","U","U","U","U","99999","N","N","1","U","U","N","N","Y","U","","","","","2004","67","CYCLE_2004_Philadelphia","67301"
"2005010962","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2004","67","CYCLE_2004_Philadelphia","67301"
"2005010966","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2004","67","CYCLE_2004_Philadelphia","67301"
"2005010970","1","U","N","U","N","9","U","U","U","U","99999","","","","","","","","N","U","","","","","2004","67","CYCLE_2004_Philadelphia","67301"
"2005011250","2","U","U","U","U","9","","","U","U","99999","","","","","","","","N","U","","","","","2004","67","CYCLE_2004_Philadelphia","67301"
"2005011692","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2004","67","CYCLE_2004_Philadelphia","67301"
"2005011693","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2004","67","CYCLE_2004_Philadelphia","67301"
"2005011695","1","U","U","U","U","9","U","U","U","U","99999","","","","","","","","U","U","","","","","2004","67","CYCLE_2004_Philadelphia","67301"
"2005011696","2","","","","","","","","","","","","","","","","","","","","U","U","U","U","2004","67","CYCLE_2004_Philadelphia","67301"
"2005011705","1","U","U","N","U","9","U","U","U","U","99999","","","","","","","","U","U","","","","","2004","67","CYCLE_2004_Philadelphia","67301"
"2005011706","1","","","","","","","","","","","","","","","","","","","","U","U","N","U","2004","67","CYCLE_2004_Philadelphia","67301"
"2005011709","1","U","U","U","N","9","U","U","U","U","99999","","","","","","","","N","U","","","","","2004","67","CYCLE_2004_Philadelphia","67301"
"2005011713","1","U","N","U","U","9","U","U","U","U","99999","","","","","","","","U","U","","","","","2004","67","CYCLE_2004_Philadelphia","67301"
"2005011744","2","U","U","U","U","9","N","N","U","U","99999","","","","","","","","U","U","","","","","2004","67","CYCLE_2004_Philadelphia","67301"
"2005011749","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2004","67","CYCLE_2004_Philadelphia","67301"
"2005011756","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2004","67","CYCLE_2004_Philadelphia","67301"
"2005011831","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2004","67","CYCLE_2004_Philadelphia","67301"
"2005011836","1","U","U","U","U","9","U","U","U","U","99999","U","U","9","U","U","U","U","Y","U","","","","","2004","67","CYCLE_2004_Philadelphia","67301"
"2005011889","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2004","67","CYCLE_2004_Philadelphia","67301"
"2005014471","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2004","67","CYCLE_2004_Philadelphia","67301"
"2005014582","1","N","U","Y","Y","1","Y","Y","Y","Y","01080","","","","","","","","N","N","","","","","2004","67","CYCLE_2004_Philadelphia","67301"
"2005051879","1","U","U","U","U","9","U","U","U","U","99999","","","","","","","","N","U","","","","","2004","67","CYCLE_2004_Philadelphia","67301"
"2005052337","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2004","67","CYCLE_2004_Philadelphia","67301"
"2005052422","1","U","U","U","Y","9","U","U","U","U","99999","U","Y","9","U","U","U","U","Y","U","","","","","2004","67","CYCLE_2004_Philadelphia","67301"
"2005053232","1","U","U","U","Y","1","U","U","U","U","99999","","","","","","","","N","U","","","","","2004","67","CYCLE_2004_Philadelphia","67301"
"2005053233","2","U","U","U","Y","1","U","U","U","U","99999","","","","","","","","N","U","","","","","2004","67","CYCLE_2004_Philadelphia","67301"
"2005053240","1","U","U","U","Y","3","Y","Y","Y","Y","99999","","","","","","","","N","U","","","","","2004","67","CYCLE_2004_Philadelphia","67301"
"2005053241","1","","","","","","","","","","","","","","","","","","","","U","N","N","U","2004","67","CYCLE_2004_Philadelphia","67301"
"2005053247","1","U","U","U","U","9","U","U","U","U","99999","","","","","","","","N","U","","","","","2004","67","CYCLE_2004_Philadelphia","67301"
"2005053251","1","U","U","U","U","9","U","U","U","U","99999","","","","","","","","U","U","","","","","2004","67","CYCLE_2004_Philadelphia","67301"
"2005053252","2","U","U","U","N","0","N","N","U","U","99999","","","","","","","","N","U","","","","","2004","67","CYCLE_2004_Philadelphia","67301"
"2005053254","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2004","67","CYCLE_2004_Philadelphia","67301"
"2005053255","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2004","67","CYCLE_2004_Philadelphia","67301"
"2005053257","2","","","","","","","","","","","","","","","","","","","","U","U","U","U","2004","67","CYCLE_2004_Philadelphia","67301"
"2005053265","2","","","","","","","","","","","","","","","","","","","","U","N","U","U","2004","67","CYCLE_2004_Philadelphia","67301"
"2005053277","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2004","67","CYCLE_2004_Philadelphia","67301"
"2005053280","2","U","U","U","U","9","U","U","U","U","99999","","","","","","","","N","U","","","","","2004","67","CYCLE_2004_Philadelphia","67301"
"2005053991","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2004","67","CYCLE_2004_Philadelphia","67301"
"2005054003","2","U","U","U","U","9","U","U","U","U","99999","","","","","","","","N","U","","","","","2004","67","CYCLE_2004_Philadelphia","67301"
"2005054007","2","","","","","","","","","","","","","","","","","","","","U","U","U","U","2004","67","CYCLE_2004_Philadelphia","67301"
"2005054030","2","U","U","U","U","9","U","U","U","U","99999","","","","","","","","U","U","","","","","2004","67","CYCLE_2004_Philadelphia","67301"
"2005054033","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2004","67","CYCLE_2004_Philadelphia","67301"
"2005061895","1","","","","","","","","","","","","","","","","","","","","U","U","Y","U","2004","67","CYCLE_2004_Philadelphia","67301"
"2005061909","2","","","","","","","","","","","","","","","","","","","","U","U","U","U","2004","67","CYCLE_2004_Philadelphia","67301"
"2005062085","2","","","","","","","","","","","","","","","","","","","","U","U","U","U","2004","67","CYCLE_2004_Philadelphia","67301"
"2005062571","1","U","U","U","Y","1","U","U","U","U","99999","","","","","","","","N","U","","","","","2004","67","CYCLE_2004_Philadelphia","67301"
"2005062579","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2004","67","CYCLE_2004_Philadelphia","67301"
"2005062582","1","","","","","","","","","","","","","","","","","","","","U","U","N","U","2004","67","CYCLE_2004_Philadelphia","67301"
"2005062583","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2004","67","CYCLE_2004_Philadelphia","67301"
"2005062596","1","","","","","","","","","","","","","","","","","","","","U","U","N","U","2004","67","CYCLE_2004_Philadelphia","67301"
"2005062598","2","","","","","","","","","","","","","","","","","","","","N","N","N","N","2004","67","CYCLE_2004_Philadelphia","67301"
"2005062599","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2004","67","CYCLE_2004_Philadelphia","67301"
"2005062612","2","U","U","U","U","9","U","U","U","U","99999","","","","","","","","N","U","","","","","2004","67","CYCLE_2004_Philadelphia","67301"
"2005062625","2","","","","","","","","","","","","","","","","","","","","U","U","U","U","2004","67","CYCLE_2004_Philadelphia","67301"
"2005062635","1","","","","","","","","","","","","","","","","","","","","N","N","N","U","2004","67","CYCLE_2004_Philadelphia","67301"
"2005062637","1","","","","","","","","","","","","","","","","","","","","U","U","Y","U","2004","67","CYCLE_2004_Philadelphia","67301"
"2005062651","1","U","U","U","Y","1","U","U","U","U","99999","","","","","","","","N","U","","","","","2004","67","CYCLE_2004_Philadelphia","67301"
"2005062655","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2004","67","CYCLE_2004_Philadelphia","67301"
"2005062656","1","","","","","","","","","","","","","","","","","","","","U","U","N","U","2004","67","CYCLE_2004_Philadelphia","67301"
"2005062657","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2004","67","CYCLE_2004_Philadelphia","67301"
"2005062658","2","","","","","","","","","","","","","","","","","","","","U","Y","N","U","2004","67","CYCLE_2004_Philadelphia","67301"
"2005063059","1","","","","","","","","","","","","","","","","","","","","U","U","N","U","2004","67","CYCLE_2004_Philadelphia","67301"
"2005063075","1","","","","","","","","","","","","","","","","","","","","U","U","N","U","2004","67","CYCLE_2004_Philadelphia","67301"
"2005063076","1","","","","","","","","","","","","","","","","","","","","U","U","N","U","2004","67","CYCLE_2004_Philadelphia","67301"
"2005063080","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2004","67","CYCLE_2004_Philadelphia","67301"
"2005063082","1","","","","","","","","","","","","","","","","","","","","U","U","N","U","2004","67","CYCLE_2004_Philadelphia","67301"
"2005063087","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2004","67","CYCLE_2004_Philadelphia","67301"
"2005063089","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2004","67","CYCLE_2004_Philadelphia","67301"
"2005063091","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2004","67","CYCLE_2004_Philadelphia","67301"
"2005063093","1","U","U","U","U","9","U","U","U","U","99999","","","","","","","","N","U","","","","","2004","67","CYCLE_2004_Philadelphia","67301"
"2005063121","1","","","","","","","","","","","","","","","","","","","","N","N","N","U","2004","67","CYCLE_2004_Philadelphia","67301"
"2005063144","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2004","67","CYCLE_2004_Philadelphia","67301"
"2005063150","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2004","67","CYCLE_2004_Philadelphia","67301"
"2005063156","2","","","","","","","","","","","","","","","","","","","","U","U","U","U","2004","67","CYCLE_2004_Philadelphia","67301"
"2005063481","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2004","67","CYCLE_2004_Philadelphia","67301"
"2005063484","1","","","","","","","","","","","","","","","","","","","","U","U","N","U","2004","67","CYCLE_2004_Philadelphia","67301"
"2005063493","2","","","","","","","","","","","","","","","","","","","","U","U","U","U","2004","67","CYCLE_2004_Philadelphia","67301"
"2005063497","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2004","67","CYCLE_2004_Philadelphia","67301"
"2005063502","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2004","67","CYCLE_2004_Philadelphia","67301"
"2005063504","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2004","67","CYCLE_2004_Philadelphia","67301"
"2005063508","2","U","U","U","U","9","U","U","U","U","99999","","","","","","","","N","U","","","","","2004","67","CYCLE_2004_Philadelphia","67301"
"2005063512","2","","","","","","","","","","","","","","","","","","","","U","U","U","U","2004","67","CYCLE_2004_Philadelphia","67301"
"2005063520","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2004","67","CYCLE_2004_Philadelphia","67301"
"2005063823","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2004","67","CYCLE_2004_Philadelphia","67301"
"2005063836","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2004","67","CYCLE_2004_Philadelphia","67301"
"2005063853","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2004","67","CYCLE_2004_Philadelphia","67301"
