"ACCESS_CTRL","ADJ_RDWY_SEQ","COUNTY","CRASH_YEAR","CRN","LANE_COUNT","OFFSET","RDWY_ORIENT","RDWY_SEQ_NUM","ROAD_OWNER","ROUTE","SEGMENT","SPEED_LIMIT","STREET_NAME","COUNTY_YEAR","MUNICIPALITY"
"","3","67","1999","1999076643","99","0","S","3","4","","","55","TENTH ST","ROADWAY_1999_Philadelphia","67301"
"","5","67","1999","1999011780","99","0","E","4","4","","","25","THORNTON RD","ROADWAY_1999_Philadelphia","67301"
"1","4","67","1999","1999011780","99","0","N","5","2","8031","0750","25","RAMP U RD","ROADWAY_1999_Philadelphia","67301"
"1","3","67","1999","1999011780","99","775","N","3","2","8031","0010","25","RAMP R RD","ROADWAY_1999_Philadelphia","67301"
"","3","67","1999","1999011832","99","0","S","3","4","","","25","TWELFTH ST","ROADWAY_1999_Philadelphia","67301"
"3","4","67","1999","1999011893","02","1500","S","5","2","0013","0171","40","","ROADWAY_1999_Philadelphia","67301"
"3","5","67","1999","1999011893","03","2110","S","4","2","0611","0121","","","ROADWAY_1999_Philadelphia","67301"
"3","3","67","1999","1999011893","02","1500","N","3","2","0013","0170","40","","ROADWAY_1999_Philadelphia","67301"
"3","4","67","1999","1999011926","02","1739","S","5","2","0001","0051","25","SR 0001 SH","ROADWAY_1999_Philadelphia","67301"
"3","3","67","1999","1999011926","02","1732","N","3","2","0001","0050","25","SR 0001 SH","ROADWAY_1999_Philadelphia","67301"
"3","3","67","1999","1999011942","04","1069","N","3","2","4007","0010","25","","ROADWAY_1999_Philadelphia","67301"
"","3","67","1999","1999011946","99","0","W","3","4","","","55","WARRINGTON AV","ROADWAY_1999_Philadelphia","67301"
"","3","67","1999","1999011969","99","0","E","3","4","","","","HELLERMAN ST","ROADWAY_1999_Philadelphia","67301"
"","4","67","1999","1999011977","99","0","N","4","4","","","55","SIXTEENTH ST","ROADWAY_1999_Philadelphia","67301"
"3","3","67","1999","1999011977","02","1807","E","3","2","3010","0110","55","SR 3010 SH","ROADWAY_1999_Philadelphia","67301"
"","5","67","1999","1999011997","99","0","N","4","4","","","","BEVERLY RD","ROADWAY_1999_Philadelphia","67301"
"","4","67","1999","1999011997","99","0","N","5","4","","","","MANSFIELD AV","ROADWAY_1999_Philadelphia","67301"
"3","3","67","1999","1999011997","04","2270","E","3","2","4002","0070","","SR 4002 SH","ROADWAY_1999_Philadelphia","67301"
"3","3","67","1999","1999012004","02","317","W","3","2","3010","0101","25","","ROADWAY_1999_Philadelphia","67301"
"","5","67","1999","1999012045","99","0","S","4","4","","","25","F ST","ROADWAY_1999_Philadelphia","67301"
"","4","67","1999","1999012045","02","2277","W","5","2","2016","0081","25","SR 2016 SH","ROADWAY_1999_Philadelphia","67301"
"3","3","67","1999","1999012045","02","2278","E","3","2","2016","0080","25","SR 2016 SH","ROADWAY_1999_Philadelphia","67301"
"","5","67","1999","1999012051","99","0","N","4","4","","","25","EVANS ST","ROADWAY_1999_Philadelphia","67301"
