"AXLE_CNT","CARGO_BD_TYPE","UNIT_NUM","CARRIER_ADDR_1","CARRIER_ADDR_2","CARRIER_ADDR_CITY","CARRIER_ADDR_STATE","CARRIER_ADDR_ZIP","CARRIER_NM","CARRIER_TEL","CRASH_YEAR","CRN","GVWR","HAZMAT_CD1","HAZMAT_CD2","HAZMAT_CD3","HAZMAT_CD4","HAZMAT_IND","HAZMAT_REL_IND1","HAZMAT_REL_IND2","HAZMAT_REL_IND3","HAZMAT_REL_IND4","ICC_NUM","OSIZE_LOAD_IND","PUC_NUM","USDOT_NUM","VEH_CONFIG_CD","COUNTY_YEAR","COUNTY","MUNICIPALITY"
"00","8","2","1820-40 E. SEDGLEY","","PHILADELPHIA","PA","19124","YELLOWBIRD SCHOOL BUS","","1999","1999100099","999999","","","","","N","","","","","","N","","","10","COMMVEH_1999_Philadelphia","67","67301"
"00","3","2","5100 N. BROOKLINE ST #2","","OKLAHOMA CITY","OK","73112","HULCHER SERVICES","","1999","1999100153","999999","","","","","N","","","","","","U","","","06","COMMVEH_1999_Philadelphia","67","67301"
"00","8","2","1234 MARKET ST","","PHILA","PA","19107","SEPTA","","1999","1999100180","999999","","","","","N","","","","","","N","","","10","COMMVEH_1999_Philadelphia","67","67301"
"00","8","1","1234 MARKET ST","","PHILA","PA","19107","SEPTA","","1999","1999100192","999999","","","","","N","","","","","","N","","","10","COMMVEH_1999_Philadelphia","67","67301"
"00","8","1","1234 MARKET STREET","","PHILADELPHIA","PA","19107","SEPTA","","1999","1999100220","999999","","","","","N","","","","","","N","","","10","COMMVEH_1999_Philadelphia","67","67301"
"00","8","2","1234 MARKET STREET","","PHILADELPHIA","PA","19107","SEPTA","","1999","1999100220","999999","","","","","N","","","","","","N","","","10","COMMVEH_1999_Philadelphia","67","67301"
"00","8","2","3740 E. THOMPSON","","PHILADELPHIA","PA","19133","ATLANTIC EXPRESS","","1999","1999100228","999999","","","","","N","","","","","","N","","","11","COMMVEH_1999_Philadelphia","67","67301"
"00","9","1","284 W HANOVER ST","","POTTSTOWN","PA","19464","PREMIER FOOD DISTRIBUTORS LLC","","1999","1999100248","999999","","","","","N","","","","","","U","","","99","COMMVEH_1999_Philadelphia","67","67301"
"00","8","2","1234 MARKET STREET","","PHILADELPHIA","PA","19107","SEPTA","","1999","1999100255","999999","","","","","N","","","","","","N","","","10","COMMVEH_1999_Philadelphia","67","67301"
"00","8","1","700 WILLMINGTON RD.","","NEW CASTLE","DE","","KNOTT INC.","","1999","1999100281","999999","","","","","N","","","","","","N","","","10","COMMVEH_1999_Philadelphia","67","67301"
