"CRN","UNIT_NUM","MC_BAG_IND","MC_DVR_BOOTS_IND","MC_DVR_EDC_IND","MC_DVR_EYEPRT_IND","MC_DVR_HLMT_TYPE","MC_DVR_HLMTDOT_IND","MC_DVR_HLMTON_IND","MC_DVR_LNGPNTS_IND","MC_DVR_LNGSLV_IND","MC_ENGINE_SIZE","MC_PAS_BOOTS_IND","MC_PAS_EYEPRT_IND","MC_PAS_HLMT_TYPE","MC_PAS_HLMTDOT_IND","MC_PAS_HLMTON_IND","MC_PAS_LNGPNTS_IND","MC_PAS_LNGSLV_IND","MC_PASSNGR_IND","MC_TRAIL_IND","PC_HDLGHT_IND","PC_HLMT_IND","PC_PASSNGR_IND","PC_REAR_RFLTR_IND","CRASH_YEAR","COUNTY","COUNTY_YEAR","MUNICIPALITY"
"2000092074","1","U","U","U","U","9","U","U","U","U","00747","U","U","9","U","U","U","U","Y","U","","","","","2000","67","CYCLE_2000_Philadelphia","67301"
"2000092090","2","U","U","U","U","9","U","U","U","U","00599","","","","","","","","N","U","","","","","2000","67","CYCLE_2000_Philadelphia","67301"
"2000092880","1","","","","","","","","","","","","","","","","","","","","U","U","N","U","2000","67","CYCLE_2000_Philadelphia","67301"
"2000092887","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2000","67","CYCLE_2000_Philadelphia","67301"
"2000092893","1","U","U","U","U","9","U","U","U","U","00699","U","U","9","U","U","U","U","Y","U","","","","","2000","67","CYCLE_2000_Philadelphia","67301"
"2000092895","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2000","67","CYCLE_2000_Philadelphia","67301"
"2000092899","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2000","67","CYCLE_2000_Philadelphia","67301"
"2000092903","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2000","67","CYCLE_2000_Philadelphia","67301"
"2000092926","1","","","","","","","","","","","","","","","","","","","","U","U","N","U","2000","67","CYCLE_2000_Philadelphia","67301"
"2000092938","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2000","67","CYCLE_2000_Philadelphia","67301"
"2000092948","1","","","","","","","","","","","","","","","","","","","","U","U","N","U","2000","67","CYCLE_2000_Philadelphia","67301"
"2000092951","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2000","67","CYCLE_2000_Philadelphia","67301"
"2000092957","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2000","67","CYCLE_2000_Philadelphia","67301"
"2000092964","1","","","","","","","","","","","","","","","","","","","","U","U","N","U","2000","67","CYCLE_2000_Philadelphia","67301"
"2000092965","1","U","U","U","U","9","U","U","U","U","00749","","","","","","","","N","U","","","","","2000","67","CYCLE_2000_Philadelphia","67301"
"2000092965","2","U","U","U","U","9","U","U","U","U","00000","","","","","","","","N","U","","","","","2000","67","CYCLE_2000_Philadelphia","67301"
"2000092966","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2000","67","CYCLE_2000_Philadelphia","67301"
"2000092975","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2000","67","CYCLE_2000_Philadelphia","67301"
"2000092976","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2000","67","CYCLE_2000_Philadelphia","67301"
"2000092977","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2000","67","CYCLE_2000_Philadelphia","67301"
"2000092978","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2000","67","CYCLE_2000_Philadelphia","67301"
"2000093007","1","","","","","","","","","","","","","","","","","","","","U","U","N","U","2000","67","CYCLE_2000_Philadelphia","67301"
"2000093013","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2000","67","CYCLE_2000_Philadelphia","67301"
"2000093014","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2000","67","CYCLE_2000_Philadelphia","67301"
"2000093015","1","U","U","U","U","9","U","U","U","U","00150","","","","","","","","N","U","","","","","2000","67","CYCLE_2000_Philadelphia","67301"
"2000093019","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2000","67","CYCLE_2000_Philadelphia","67301"
"2000093022","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2000","67","CYCLE_2000_Philadelphia","67301"
"2000093066","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2000","67","CYCLE_2000_Philadelphia","67301"
"2000093079","1","U","U","U","U","9","U","U","U","U","00000","","","","","","","","N","U","","","","","2000","67","CYCLE_2000_Philadelphia","67301"
"2000093113","1","","","","","","","","","","","","","","","","","","","","U","U","N","U","2000","67","CYCLE_2000_Philadelphia","67301"
"2000093121","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2000","67","CYCLE_2000_Philadelphia","67301"
"2000093123","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2000","67","CYCLE_2000_Philadelphia","67301"
"2000093126","2","U","U","U","U","9","U","U","U","U","00448","","","","","","","","N","U","","","","","2000","67","CYCLE_2000_Philadelphia","67301"
"2000093129","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2000","67","CYCLE_2000_Philadelphia","67301"
"2000093135","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2000","67","CYCLE_2000_Philadelphia","67301"
"2000093136","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2000","67","CYCLE_2000_Philadelphia","67301"
"2000093137","1","U","U","U","U","9","U","U","U","U","00937","","","","","","","","N","U","","","","","2000","67","CYCLE_2000_Philadelphia","67301"
"2000093138","1","U","U","U","U","9","U","U","U","U","00750","U","U","9","U","U","U","U","Y","U","","","","","2000","67","CYCLE_2000_Philadelphia","67301"
"2000093399","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2000","67","CYCLE_2000_Philadelphia","67301"
"2000093400","1","U","U","U","U","9","U","U","U","U","01340","","","","","","","","N","U","","","","","2000","67","CYCLE_2000_Philadelphia","67301"
"2000093405","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2000","67","CYCLE_2000_Philadelphia","67301"
"2000109497","1","U","U","U","U","9","U","U","U","U","00599","","","","","","","","N","U","","","","","2000","67","CYCLE_2000_Philadelphia","67301"
"2000109517","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2000","67","CYCLE_2000_Philadelphia","67301"
"2000109564","1","U","U","U","U","9","U","U","U","U","00000","","","","","","","","N","U","","","","","2000","67","CYCLE_2000_Philadelphia","67301"
"2000109599","1","","","","","","","","","","","","","","","","","","","","U","U","N","U","2000","67","CYCLE_2000_Philadelphia","67301"
"2000109604","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2000","67","CYCLE_2000_Philadelphia","67301"
"2000109605","1","U","U","U","U","9","U","U","U","U","00000","","","","","","","","N","U","","","","","2000","67","CYCLE_2000_Philadelphia","67301"
"2000109605","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2000","67","CYCLE_2000_Philadelphia","67301"
"2000109610","2","U","U","U","U","9","U","U","U","U","00600","","","","","","","","N","U","","","","","2000","67","CYCLE_2000_Philadelphia","67301"
"2000109613","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2000","67","CYCLE_2000_Philadelphia","67301"
"2000109621","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2000","67","CYCLE_2000_Philadelphia","67301"
"2000109626","2","U","U","U","U","9","U","U","U","U","00000","","","","","","","","N","U","","","","","2000","67","CYCLE_2000_Philadelphia","67301"
"2000109631","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2000","67","CYCLE_2000_Philadelphia","67301"
