"AXLE_CNT","CARGO_BD_TYPE","UNIT_NUM","CARRIER_ADDR_1","CARRIER_ADDR_2","CARRIER_ADDR_CITY","CARRIER_ADDR_STATE","CARRIER_ADDR_ZIP","CARRIER_NM","CARRIER_TEL","CRASH_YEAR","CRN","GVWR","HAZMAT_CD1","HAZMAT_CD2","HAZMAT_CD3","HAZMAT_CD4","HAZMAT_IND","HAZMAT_REL_IND1","HAZMAT_REL_IND2","HAZMAT_REL_IND3","HAZMAT_REL_IND4","ICC_NUM","OSIZE_LOAD_IND","PUC_NUM","USDOT_NUM","VEH_CONFIG_CD","COUNTY_YEAR","COUNTY","MUNICIPALITY"
"99","8","1","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2015","2015102403","999999","","","","","N","","","","","","N","","","11","COMMVEH_2015_Philadelphia","67","67301"
"99","8","2","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2015","2015103269","999999","","","","","N","","","","","","N","","","11","COMMVEH_2015_Philadelphia","67","67301"
"99","8","1","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2015","2015103280","999999","","","","","N","","","","","","N","","","11","COMMVEH_2015_Philadelphia","67","67301"
"99","8","1","2500 WHEATSHEAF LN","","PHILA","PA","19137","DURHAM SCHOOL SERVICES LP","9999999999","2015","2015103283","999999","","","","","N","","","","","","N","","","11","COMMVEH_2015_Philadelphia","67","67301"
"99","5","1","248 E COUNTY LINE RD","","HATBORO","PA","19040","DELAWARE VALLEY CONCRETE CO","9999999999","2015","2015103339","073280","","","","","N","","","","","","N","","","05","COMMVEH_2015_Philadelphia","67","67301"
"99","8","1","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2015","2015103398","999999","","","","","N","","","","","","N","","","11","COMMVEH_2015_Philadelphia","67","67301"
"03","6","3","6380 BRACKBILL BLVD","","MECHANICSBURG","PA","17050","CARSILE CARRIER","8006287807","2015","2015033126","080000","","","","","N","","","","","000023588","N","A-00109478","00369330","08","COMMVEH_2015_Philadelphia","67","67301"
"03","1","2","PO BOX 630 625 SOUTH 5","","LEBONON","PA","17042","NEW PENN MOTOR EXPRESS","2075497541","2015","2015033139","080000","","","","","N","","","","","","N","","00010670","08","COMMVEH_2015_Philadelphia","67","67301"
"04","9","1","PO BOX 253","","ALLEN","TX","75013","US MAIL","8664188006","2015","2015033333","065000","","","","","","","","","","","N","","06618249","06","COMMVEH_2015_Philadelphia","67","67301"
"04","4","1","1956 STOUT DRIVE","","IVYLAND","PA","18974","IVYLAND CONSTRUCTION","2156740659","2015","2015025614","073280","","","","","N","","","","","","N","","00653581","09","COMMVEH_2015_Philadelphia","67","67301"
"05","1","2","PO BOX 1350","","BINGHAMTON","NY","13902","WILLOW RUN FOODS INC","6073385221","2015","2015004985","080000","","","","","N","","","","","","N","","00027814","08","COMMVEH_2015_Philadelphia","67","67301"
"02","1","1","7132 FRANKFORD AVENUE","","PHILADELPHIA","PA","19135","CAPRIOTTI BROTHERS FRUIT AND PRO","2153310550","2015","2015005191","025500","","","","","N","","","","","","N","","02029904","03","COMMVEH_2015_Philadelphia","67","67301"
"03","3","1","106 MAPLE LEAF CT","PO BOX 237","GLASSBORO","NJ","08028","GLASSBORO LUMBER CO INC","8568819124","2015","2015005462","054600","","","","","N","","","","","","N","","00713522","04","COMMVEH_2015_Philadelphia","67","67301"
"02","3","1","999 BRISTOL PIKE","","MORRISVILLE","PA","19067","MIKES TOWING SERVICE","2157222111","2015","2015006767","015500","","","","","N","","","","","","N","","02462637","03","COMMVEH_2015_Philadelphia","67","67301"
"02","8","1","6930 NORWITCH DR","","PHILADELPHIA","PA","19153","ALL CITY TRANSPORTATION INC","2153658000","2015","2015007019","029000","","","","","N","","","","","","N","","02299946","11","COMMVEH_2015_Philadelphia","67","67301"
"02","8","1","4611 BOND AVE","","DREXEL HILL","PA","19026","UPPER DARBY SCHOOL DISTRICT","9999999999","2015","2015098510","","","","","","N","","","","","","N","","","11","COMMVEH_2015_Philadelphia","67","67301"
"99","8","1","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2015","2015098975","999999","","","","","N","","","","","","N","","","10","COMMVEH_2015_Philadelphia","67","67301"
"99","8","2","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2015","2015098985","999999","","","","","N","","","","","","N","","","11","COMMVEH_2015_Philadelphia","67","67301"
"99","9","2","1040 BREWSTER","","UNKNOWN","NJ","99999","SALT BAY FREIGHLINERS INC","9999999999","2015","2015099000","999999","","","","","N","","","","","","N","","","08","COMMVEH_2015_Philadelphia","67","67301"
"99","8","2","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2015","2015099009","999999","","","","","N","","","","","","N","","","11","COMMVEH_2015_Philadelphia","67","67301"
"99","8","1","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2015","2015099021","999999","","","","","N","","","","","","N","","","11","COMMVEH_2015_Philadelphia","67","67301"
"99","8","2","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2015","2015099025","999999","","","","","N","","","","","","N","","","11","COMMVEH_2015_Philadelphia","67","67301"
"99","8","5","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2015","2015099048","999999","","","","","N","","","","","","N","","","11","COMMVEH_2015_Philadelphia","67","67301"
"99","8","1","3099 ORTHODOX ST","","PHILA","PA","19137","MAT BUS CORP","9999999999","2015","2015099052","999999","","","","","N","","","","","","N","","","11","COMMVEH_2015_Philadelphia","67","67301"
"99","8","2","1234 E MARKET","","PHILA","PA","19107","SEPTA","9999999999","2015","2015099059","999999","","","","","N","","","","","","N","","","11","COMMVEH_2015_Philadelphia","67","67301"
