"CRN","UNIT_NUM","PERSON_NUM","PERSON_TYPE","INJ_SEVERITY","RESTRAINT_HELMET","AIRBAG_PADS","SEAT_POSITION","EJECTION_IND","AGE","SEX","EJECT_PATH_CD","EXTRIC_IND","TRANSPORTED","DVR_LIC_STATE","DVR_PED_CONDITION","PED_LOCATION","PED_SIGNAL","CLOTHING_TYPE","CRASH_YEAR","COUNTY","COUNTY_YEAR","MUNICIPALITY"
"2015051937","2","1","1","0","03","10","01","0","22","M","0","0","N","PA","0","","","","2015","67","PERSON_2015_Philadelphia","67301"
"2015051979","2","1","1","0","99","99","01","0","41","M","0","0","","PA","0","","","","2015","67","PERSON_2015_Philadelphia","67301"
"2015051979","1","1","1","0","01","00","01","0","38","F","0","0","N","PA","0","","","","2015","67","PERSON_2015_Philadelphia","67301"
"2015052297","2","1","7","8","00","00","00","0","11","F","0","0","Y","","0","05","3","9","2015","67","PERSON_2015_Philadelphia","67301"
"2015052297","1","99","1","0","99","00","01","0","51","M","0","0","N","PA","0","","","","2015","67","PERSON_2015_Philadelphia","67301"
"2015052368","2","2","1","8","00","04","01","1","28","F","0","1","Y","PA","0","","","","2015","67","PERSON_2015_Philadelphia","67301"
"2015052368","1","1","1","0","03","00","01","1","31","M","0","1","N","PA","0","","","","2015","67","PERSON_2015_Philadelphia","67301"
"2015052410","1","1","1","0","03","03","01","1","26","M","0","1","N","PA","0","","","","2015","67","PERSON_2015_Philadelphia","67301"
"2015021879","2","1","1","3","00","00","01","0","36","M","0","0","Y","PA","9","","","","2015","67","PERSON_2015_Philadelphia","67301"
"2015021879","1","97","2","0","00","00","03","0","20","F","0","0","N","PA","0","","","","2015","67","PERSON_2015_Philadelphia","67301"
"2015021879","1","2","1","0","00","00","01","0","49","F","0","0","N","PA","0","","","","2015","67","PERSON_2015_Philadelphia","67301"
"2015021881","2","1","7","3","00","00","00","0","15","M","0","0","Y","","0","05","3","9","2015","67","PERSON_2015_Philadelphia","67301"
"2015021881","1","1","1","0","99","00","01","0","43","F","0","0","N","PA","0","","","","2015","67","PERSON_2015_Philadelphia","67301"
"2015021937","1","1","1","0","99","99","01","1","99","U","0","1","","","9","","","","2015","67","PERSON_2015_Philadelphia","67301"
"2015021937","2","1","7","3","00","00","00","0","67","M","0","0","Y","","0","01","1","2","2015","67","PERSON_2015_Philadelphia","67301"
"2015021943","1","1","1","0","99","99","01","0","18","M","0","0","N","PA","0","","","","2015","67","PERSON_2015_Philadelphia","67301"
"2015021943","2","2","2","8","99","99","03","0","53","M","0","0","Y","PA","0","","","","2015","67","PERSON_2015_Philadelphia","67301"
"2015021943","2","1","1","0","99","99","01","0","46","F","0","0","Y","PA","0","","","","2015","67","PERSON_2015_Philadelphia","67301"
"2015021968","2","1","1","0","99","99","01","1","39","M","0","1","","PA","0","","","","2015","67","PERSON_2015_Philadelphia","67301"
"2015021968","1","1","1","8","99","00","01","0","54","M","0","0","Y","PA","0","","","","2015","67","PERSON_2015_Philadelphia","67301"
"2015021991","1","1","1","0","99","99","01","1","61","M","0","1","","PA","0","","","","2015","67","PERSON_2015_Philadelphia","67301"
"2015021991","2","2","2","3","99","99","03","0","47","M","0","2","Y","PA","0","","","","2015","67","PERSON_2015_Philadelphia","67301"
"2015021991","2","1","1","4","99","99","01","0","24","F","0","0","Y","PA","0","","","","2015","67","PERSON_2015_Philadelphia","67301"
"2015022401","2","1","1","8","99","02","01","1","63","M","0","3","Y","PA","0","","","","2015","67","PERSON_2015_Philadelphia","67301"
"2015022401","1","2","2","0","99","02","03","1","27","M","0","0","N","PA","0","","","","2015","67","PERSON_2015_Philadelphia","67301"
"2015022401","1","1","1","0","99","02","01","1","44","M","0","0","N","PA","0","","","","2015","67","PERSON_2015_Philadelphia","67301"
"2015022633","1","1","1","0","03","01","01","1","22","F","0","1","N","OH","0","","","","2015","67","PERSON_2015_Philadelphia","67301"
"2015022633","2","2","1","0","03","12","01","1","27","M","0","1","N","PA","0","","","","2015","67","PERSON_2015_Philadelphia","67301"
"2015074970","2","2","1","0","03","12","01","1","41","M","0","1","N","NJ","0","","","","2015","67","PERSON_2015_Philadelphia","67301"
"2015074970","1","4","2","0","03","02","06","1","8","F","0","1","N","NJ","0","","","","2015","67","PERSON_2015_Philadelphia","67301"
"2015074970","1","3","2","9","03","01","03","1","90","F","0","1","Y","NJ","0","","","","2015","67","PERSON_2015_Philadelphia","67301"
"2015074970","1","1","1","0","03","01","01","1","63","M","0","1","N","NJ","0","","","","2015","67","PERSON_2015_Philadelphia","67301"
"2015074996","2","3","1","4","03","12","01","1","34","M","0","1","Y","PA","0","","","","2015","67","PERSON_2015_Philadelphia","67301"
