"CRN","UNIT_NUM","TRL_SEQ_NUM","TRL_VEH_REG_STATE","TRL_VEH_TYPE_CD","TRL_VEH_TAG_NUM","TRL_VEH_TAG_YR","CRASH_YEAR","COUNTY","COUNTY_YEAR","MUNICIPALITY"
"2008000426","1","0","","","","","2007","67","TRAILVEH_2007_Philadelphia","67301"
"2008000438","1","0","","","","","2007","67","TRAILVEH_2007_Philadelphia","67301"
"2008000671","2","0","MI","7","YI2R2 ","","2007","67","TRAILVEH_2007_Philadelphia","67301"
"2008001915","2","0","PA","6","MI9IF ","","2007","67","TRAILVEH_2007_Philadelphia","67301"
"2008002474","1","0","","7","U0XQ ","","2007","67","TRAILVEH_2007_Philadelphia","67301"
"2008002536","1","0","PA","3","XC46U9 ","","2007","67","TRAILVEH_2007_Philadelphia","67301"
"2008003733","2","0","","9","","","2007","67","TRAILVEH_2007_Philadelphia","67301"
"2008003832","1","0","","","NA ","","2007","67","TRAILVEH_2007_Philadelphia","67301"
"2008003832","2","0","","","","","2007","67","TRAILVEH_2007_Philadelphia","67301"
"2008003913","2","0","","8","","","2007","67","TRAILVEH_2007_Philadelphia","67301"
"2008004092","1","0","ME","7","0O0B ","","2007","67","TRAILVEH_2007_Philadelphia","67301"
"2008004903","1","0","","","","","2007","67","TRAILVEH_2007_Philadelphia","67301"
"2008004912","1","0","","8","","","2007","67","TRAILVEH_2007_Philadelphia","67301"
"2008004923","1","0","","","","","2007","67","TRAILVEH_2007_Philadelphia","67301"
"2008005201","1","0","","","","","2007","67","TRAILVEH_2007_Philadelphia","67301"
"2008005718","1","0","PA","6","RM96 ","","2007","67","TRAILVEH_2007_Philadelphia","67301"
"2008005952","2","0","","7","","","2007","67","TRAILVEH_2007_Philadelphia","67301"
"2008005981","2","0","","","","","2007","67","TRAILVEH_2007_Philadelphia","67301"
"2007045732","1","0","","","","","2007","67","TRAILVEH_2007_Philadelphia","67301"
"2007045736","2","0","IL","6","T98672 ","2007","2007","67","TRAILVEH_2007_Philadelphia","67301"
"2007045754","2","0","","","","","2007","67","TRAILVEH_2007_Philadelphia","67301"
"2007045767","1","0","","7","","","2007","67","TRAILVEH_2007_Philadelphia","67301"
"2007080819","1","0","","7","TJZJBB ","","2007","67","TRAILVEH_2007_Philadelphia","67301"
"2007080831","2","0","PA","8","GBLY44Y ","","2007","67","TRAILVEH_2007_Philadelphia","67301"
"2007080831","3","0","PA","","GBLYYYY ","","2007","67","TRAILVEH_2007_Philadelphia","67301"
"2007080831","4","0","","8","E000Y ","","2007","67","TRAILVEH_2007_Philadelphia","67301"
