X,Y,recordnum,takenby,comments,setdate,setyear,mcd,route,road,cntdir,fromlmt,tolmt,type,latitude,longitude,factor,axle,outdir,indir,aadb,program,bikepedgroup,bikepedfacility,co_name,mun_name,id
-75.252931,40.046643,78741,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/06/10 00:00:00+00,2011,4210160108,,nixon st  eastbound lane,east,port royal ave,shawmont ave,Bicycle 1,40.046643,-75.252931,0.93,1.1797,,,68,Project,Recreation,Mixed Traffic,Philadelphia,Lower Northwest,305
-75.252893,40.046667,78742,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/06/10 00:00:00+00,2011,4210160108,,nixon st westbound lane,west,port royal ave,shawmont ave,Bicycle 1,40.046667,-75.252893,0.93,1.1797,,,101,Project,Recreation,Mixed Traffic,Philadelphia,Lower Northwest,1486
-75.227863,39.935235,78721,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/06/03 00:00:00+00,2011,4210160110,,58th st northbound lane,north,chester ave,kingsessing ave,Bicycle 1,39.935235,-75.227863,0.93,1.1797,,,61,Project,Low Volume,Mixed Traffic,Philadelphia,University - Southwest,2763
-75.22797,39.935194,78722,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/06/03 00:00:00+00,2011,4210160110,,58th st southbound lane,south,chester ave,kingsessing ave,Bicycle 1,39.935194,-75.22797,0.93,1.1797,,,76,Project,Low Volume,Mixed Traffic,Philadelphia,University - Southwest,2822
-75.220025,39.928547,78738,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/06/09 00:00:00+00,2011,4210160102,,58th st southbound lane,south,elmwood ave,lindbergh blvd,Bicycle 1,39.928547,-75.220025,0.93,1.1797,,,45,Project,Low Volume,Mixed Traffic,Philadelphia,Lower Southwest,3363
-75.141581,39.960009,71281,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/10/14 00:00:00+00,2010,4210160103,,2nd st,south,spring garden st,noble st,Bicycle 1,39.960009,-75.141581,0.968,1.1797,,,104,Project,Low Volume,Mixed Traffic,Philadelphia,Central,3743
-75.14407,39.95776,71282,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/09/02 00:00:00+00,2010,4210160103,,3rd st,north,callowhill st,willow st,Bicycle 1,39.95776,-75.14407,0.949,1.1797,,,353,Project,Mixed,Mixed Traffic,Philadelphia,Central,3831
-75.145476,39.951069,71283,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/09/02 00:00:00+00,2010,4210160103,,3rd st,north,market st,arch st,Bicycle 1,39.951069,-75.145476,0.949,1.1797,,,473,Project,Mixed,Mixed Traffic,Philadelphia,Central,3832
-75.153705,39.950625,71285,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/10/21 00:00:00+00,2010,4210160103,,8th st,south,market st,chestnut st,Bicycle 1,39.950625,-75.153705,0.968,1.1797,,,402,Project,Low Volume,Mixed Traffic,Philadelphia,Central,3833
-75.15546,39.9498,71286,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/09/02 00:00:00+00,2010,4210160103,,9th st,north,market st,chestnut st,Bicycle 1,39.9498,-75.15546,0.949,1.1797,,,293,Project,Mixed,Mixed Traffic,Philadelphia,Central,3834
-75.179958,39.955527,71869,jh,Seasonal factor are calculated from 2015 permanent station data.   Most cyclists on wide sidewalk,2011/04/28 00:00:00+00,2011,4210160110,3,john f kennedy blvd westbound lanes,west,schuylkill ave,23rd st,Bicycle 1,39.955527,-75.179958,0.962,1.1797,,,11,Screen Line,Low Volume,Mixed Traffic,Philadelphia,University - Southwest,3907
-75.180227,39.954421,71872,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/10/27 00:00:00+00,2010,4210160103,3,market st bridge eastbound lanes,east,schuylkill ave,23rd st,Bicycle 1,39.954421,-75.180227,1.001,1.1797,,,225,Screen Line,Mixed,Mixed Traffic,Philadelphia,Central,3951
-75.180345,39.954495,71873,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/10/27 00:00:00+00,2010,4210160110,,market st bridge westbound lanes,west,schuylkill ave,23rd st,Bicycle 1,39.954495,-75.180345,1.001,1.1797,,,208,Screen Line,Mixed,Mixed Traffic,Philadelphia,University - Southwest,3952
-75.156902,39.95074,71287,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/09/09 00:00:00+00,2010,4210160103,,10th st,south,market st,chestnut st,Bicycle 1,39.95074,-75.156902,0.949,1.1797,,,426,Project,Mixed,Mixed Traffic,Philadelphia,Central,4287
-75.1561,39.95433,71288,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/09/09 00:00:00+00,2010,4210160103,,10th st,south,race st,arch st,Bicycle 1,39.95433,-75.1561,0.949,1.1797,,,383,Project,Mixed,Mixed Traffic,Philadelphia,Central,4288
-75.158039,39.95292,71289,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/10/07 00:00:00+00,2010,4210160103,,11th st,north,arch st,market st,Bicycle 1,39.95292,-75.158039,0.968,1.1797,,,466,Project,Mixed,Mixed Traffic,Philadelphia,Central,4289
-75.163833,39.959294,71290,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/09/09 00:00:00+00,2010,4210160103,,15th st,south,callowhill st,vine st,Bicycle 1,39.959294,-75.163833,0.949,1.1797,,,185,Screen Line,Mixed,Striped Shoulder,Philadelphia,Central,4290
-75.16448,39.95607,71291,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/09/16 00:00:00+00,2010,4210160103,,15th st,south,cherry st,race st,Bicycle 1,39.95607,-75.16448,0.949,1.1797,,,360,Project,Mixed,Mixed Traffic,Philadelphia,Central,4291
-75.166086,39.948972,71292,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/09/16 00:00:00+00,2010,4210160103,,15th st,south,walnut st,locust st,Bicycle 1,39.948972,-75.166086,0.949,1.1797,,,662,Project,Mixed,Mixed Traffic,Philadelphia,Central,4292
-75.167449,39.950165,71293,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/09/16 00:00:00+00,2010,4210160103,,16th st,north,walnut st,sansom st,Bicycle 1,39.950165,-75.167449,0.949,1.1797,,,821,Project,Mixed,Mixed Traffic,Philadelphia,Central,4293
-75.166268,39.955298,71294,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/09/16 00:00:00+00,2010,4210160103,,16th st,north,arch st,cherry st,Bicycle 1,39.955298,-75.166268,0.949,1.1797,,,243,Project,Low Volume,Mixed Traffic,Philadelphia,Central,4294
-75.179969,39.955387,71868,jh,Seasonal factor are calculated from 2015 permanent station data.   Most cyclists on wide sidewalk,2011/04/28 00:00:00+00,2011,4210160110,,john f kennedy blvd eastbound lanes,east,schuylkill ave,23rd st,Bicycle 1,39.955387,-75.179969,0.962,1.1797,,,6,Screen Line,Low Volume,Mixed Traffic,Philadelphia,University - Southwest,4348
-75.17929223,39.9527819900001,71876,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/10/27 00:00:00+00,2010,4210160103,,chestnut st bridge westbound,east,schuylkill ave,23rd st,Bicycle 1,39.95278199,-75.17929223,0.968,1.1797,,,71,Screen Line,Mixed,Bike Lane,Philadelphia,Central,4871
-75.17997,39.95128,71879,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/04/21 00:00:00+00,2011,4210160103,,walnut st bridge,west,schuylkill ave,23rd st,Bicycle 1,39.95128,-75.17997,1.012,1.1797,,,1016,Screen Line,Mixed,Bike Lane,Philadelphia,Central,4874
-75.219982,39.928567,78737,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/06/09 00:00:00+00,2011,4210160110,,58th st northbound lane,north,elmwood ave,lindbergh blvd,Bicycle 1,39.928567,-75.219982,0.93,1.1797,,,9,Project,Low Volume,Mixed Traffic,Philadelphia,University - Southwest,5576
-75.100259,39.981547,78733,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/06/07 00:00:00+00,2011,4210160109,,allegheny ave eastbound lane,east,richmond st,bath st,Bicycle 1,39.981547,-75.100259,0.93,1.1797,,,9,Project,Low Volume,Bike Lane,Philadelphia,River Wards,14735
-75.214489,39.933168,78725,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/06/09 00:00:00+00,2011,4210160110,,harley ave northbound lane,north,lindbergh blvd,53rd st,Bicycle 1,39.933168,-75.214489,0.93,1.1797,,,4,Project,Low Volume,Mixed Traffic,Philadelphia,University - Southwest,15244
-75.085046,39.981847,78730,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/06/07 00:00:00+00,2011,4210160109,,delaware ave southbound lane,south,venango st,castor ave,Bicycle 1,39.981847,-75.085046,0.93,1.1797,,,7,Project,Low Volume,Mixed Traffic,Philadelphia,River Wards,15331
-75.214478,39.933137,78726,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/06/09 00:00:00+00,2011,4210160110,,harley ave southbound lane,south,lindbergh blvd,53rd st,Bicycle 1,39.933137,-75.214478,0.93,1.1797,,,6,Project,Low Volume,Mixed Traffic,Philadelphia,University - Southwest,15794
-75.100195,39.981576,78734,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/06/07 00:00:00+00,2011,4210160109,,allegheny ave westbound lane,west,richmond st,bath st,Bicycle 1,39.981576,-75.100195,0.93,1.1797,,,9,Project,Low Volume,Bike Lane,Philadelphia,River Wards,19934
-75.180109,39.944958,71597,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/10/20 00:00:00+00,2010,4210160103,,grays ferry ave,south,bainbridge st,south st,Bicycle 1,39.944958,-75.180109,0.968,1.1797,,,232,Screen Line,Mixed,Mixed Traffic,Philadelphia,Central,23565
-75.167663,39.937942,79159,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/07/06 00:00:00+00,2011,4210160112,,washington ave eastbound lanes,east,15th st,pa 291 broad st,Bicycle 1,39.937942,-75.167663,0.9,1.1797,,,101,Project,Low Volume,Bike Lane,Philadelphia,South,24894
-75.16409,39.929328,79141,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/07/06 00:00:00+00,2011,4210160112,,passyunk ave,north,12th st,tasker st,Bicycle 1,39.929328,-75.16409,0.9,1.1797,,,149,Project,Mixed,Mixed Traffic,Philadelphia,South,25133
-75.142724,39.924268,79144,jh,Seasonal factor are calculated from 2015 permanent station data.   Monday July 4: Independence Day Holiday,2011/07/01 00:00:00+00,2011,4210160112,,pier 70 blvd eastbound lanes,east,christopher columbus blvd,home depot parking entrance,Bicycle 1,39.924268,-75.142724,0.9,1.1797,,,26,Project,Low Volume,Mixed Traffic,Philadelphia,South,25487
-75.185822,39.936,79148,jh,Seasonal factor are calculated from 2015 permanent station data.   Monday July 4: Independence Day Holiday,2011/06/29 00:00:00+00,2011,4210160112,,25th st northbound lanes,north,reed st,wharton st,Bicycle 1,39.936,-75.185822,0.9,1.1797,,,42,Project,Low Volume,Mixed Traffic,Philadelphia,South,25488
-75.185897,39.936012,79149,jh,Seasonal factor are calculated from 2015 permanent station data.   Monday July 4: Independence Day Holiday,2011/06/29 00:00:00+00,2011,4210160112,,25th st southbound lanes,south,reed st,wharton st,Bicycle 1,39.936012,-75.185897,0.9,1.1797,,,42,Project,Low Volume,Mixed Traffic,Philadelphia,South,25489
-75.15466,39.935284,79155,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/07/29 00:00:00+00,2011,4210160112,,washington ave eastbound lanes,east,7th st,6th st,Bicycle 1,39.935284,-75.15466,0.888,1.1797,,,127,Project,Mixed,Bike Lane,Philadelphia,South,25934
-75.154606,39.935371,79156,jh,Seasonal factor are calculated from 2015 permanent station data.   Monday July 4: Independence Day Holiday,2011/07/01 00:00:00+00,2011,4210160112,,washington ave westbound lanes,west,7th st,6th st,Bicycle 1,39.935371,-75.154606,0.9,1.1797,,,110,Project,Mixed,Bike Lane,Philadelphia,South,25935
-75.420853,40.105235,78856,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/06/15 00:00:00+00,2011,4209179136,,s trooper rd northbound lane,north,pa 23 port kennedy rd,railroad overpass,Bicycle 1,40.105235,-75.420853,0.888,1.1797,,,87,Project,Recreation,Mixed Traffic,Montgomery,Upper Merion Township,26188
-75.420939,40.105227,78857,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/06/15 00:00:00+00,2011,4209179136,,s trooper rd southbound lane,south,pa 23 port kennedy rd,railroad overpass,Bicycle 1,40.105227,-75.420939,0.888,1.1797,,,78,Project,Recreation,Mixed Traffic,Montgomery,Upper Merion Township,26189
-75.175576,39.896847,79125,jh,Seasonal factor are calculated from 2015 permanent station data.   Monday July 4: Independence Day Holiday,2011/06/30 00:00:00+00,2011,4210160105,,broad st northbound lanes,north,crescent dr,league island blvd,Bicycle 1,39.896847,-75.175576,0.852,1.1797,,,13,Project,Low Volume,Mixed Traffic,Philadelphia,Lower South,26329
-75.16533,39.911925,79129,jh,Seasonal factor are calculated from 2015 permanent station data.   Monday July 4: Independence Day Holiday,2011/06/30 00:00:00+00,2011,4210160112,,10th st northbound lanes,north,packer ave,bigler st,Bicycle 1,39.911925,-75.16533,0.9,1.1797,,,29,Project,Low Volume,Mixed Traffic,Philadelphia,South,26332
-75.165426,39.911962,79130,jh,Seasonal factor are calculated from 2015 permanent station data.   Monday July 4: Independence Day Holiday,2011/06/30 00:00:00+00,2011,4210160112,,10th st southbound lanes,south,packer ave,bigler st,Bicycle 1,39.911962,-75.165426,0.9,1.1797,,,14,Project,Low Volume,Striped Shoulder,Philadelphia,South,26333
-75.174245,39.924933,79137,jh,Seasonal factor are calculated from 2015 permanent station data.   Monday July 4: Independence Day Holiday,2011/06/29 00:00:00+00,2011,4210160112,,snyder ave eastbound lanes,east,17th st,chadwick st,Bicycle 1,39.924933,-75.174245,0.9,1.1797,,,60,Project,Mixed,Bike Lane,Philadelphia,South,26773
-75.174235,39.924984,79138,jh,Seasonal factor are calculated from 2015 permanent station data.   Monday July 4: Independence Day Holiday,2011/06/29 00:00:00+00,2011,4210160112,,snyder ave westbound lanes,west,17th st,chadwick st,Bicycle 1,39.924984,-75.174235,0.9,1.1797,,,40,Project,Mixed,Bike Lane,Philadelphia,South,26774
-75.233388,39.93774,79362,jh,Seasonal factor are calculated from 2015 permanent station data.   Monday July 4: Independence Day Holiday,2011/06/28 00:00:00+00,2011,4210160110,,59th st northbound lane,north,beaumont ave,cobbs creek parkway,Bicycle 1,39.93774,-75.233388,0.9,1.1797,,,9,Project,Low Volume,Mixed Traffic,Philadelphia,University - Southwest,27263
-75.233444,39.937711,79363,jh,Seasonal factor are calculated from 2015 permanent station data.   Monday July 4: Independence Day Holiday,2011/06/28 00:00:00+00,2011,4210160110,,59th st southbound lane,south,beaumont ave,cobbs creek parkway,Bicycle 1,39.937711,-75.233444,0.9,1.1797,,,7,Project,Low Volume,Mixed Traffic,Philadelphia,University - Southwest,27264
-75.420359,40.110343,78839,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/06/15 00:00:00+00,2011,4209183696,,schuylkill river trail eastbound,east,trail to betzwood bridge,us 422 overpass,Bicycle 1,40.110343,-75.420359,0.93,1.1797,,,57,Project,Recreation,Multiuse Trail,Montgomery,West Norriton Township,27476
-75.420359,40.110405,78840,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/06/15 00:00:00+00,2011,4209183696,,schuylkill river trail westbound,west,trail to betzwood bridge,us 422 overpass,Bicycle 1,40.110405,-75.420359,0.93,1.1797,,,76,Project,Recreation,Multiuse Trail,Montgomery,West Norriton Township,27477
-75.420188,40.108398,78841,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/06/15 00:00:00+00,2011,4209183696,,betzwood bridge bikeway northbound,north,railroad underpass,county line rd connector underpass,Bicycle 1,40.108398,-75.420188,0.93,1.1797,,,83,Project,Recreation,Prot. Bike Lane,Montgomery,West Norriton Township,27478
-75.42022,40.108398,78842,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/06/15 00:00:00+00,2011,4209183696,,betzwood bridge bikeway southbound,south,railroad underpass,county line rd connector underpass,Bicycle 1,40.108398,-75.42022,0.93,1.1797,,,78,Project,Recreation,Prot. Bike Lane,Montgomery,West Norriton Township,27479
-75.16226,39.95865,70618,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/08/26 00:00:00+00,2010,4210160103,611,broad st southbound lanes,south,vine st,callowhill st,Bicycle 1,39.95865,-75.16226,0.888,1.1797,,,269,Project,Mixed,Mixed Traffic,Philadelphia,Central,28236
-75.174336,39.960823,70619,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/08/26 00:00:00+00,2010,4210160103,,ben franklin pkwy inner la northbound,north,21st st,22nd st,Bicycle 1,39.960823,-75.174336,0.888,1.1797,,,269,Project,Mixed,Bike Lane,Philadelphia,Central,28245
-75.174444,39.9607,70620,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/08/26 00:00:00+00,2010,4210160103,,ben franklin pkwy inner la southbound,south,21st st,22nd st,Bicycle 1,39.9607,-75.174444,0.888,1.1797,,,163,Project,Mixed,Bike Lane,Philadelphia,Central,28339
-75.177394,39.950601,70611,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/08/12 00:00:00+00,2010,4210160103,,22nd st,north,walnut st,locust st,Bicycle 1,39.950601,-75.177394,0.888,1.1797,,,696,Project,Mixed,Bike Lane,Philadelphia,Central,29520
-75.178252,39.946768,70612,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/08/12 00:00:00+00,2010,4210160103,,22nd st,north,pine st,lombard st,Bicycle 1,39.946768,-75.178252,0.888,1.1797,,,598,Project,Mixed,Bike Lane,Philadelphia,Central,29521
-75.14834,39.95311,70613,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/09/02 00:00:00+00,2010,4210160103,,5th st,north,arch st,race st,Bicycle 1,39.95311,-75.14834,0.949,1.1797,,,348,Project,Mixed,Bike Lane,Philadelphia,Central,29522
-75.14983,39.95336,70614,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/09/02 00:00:00+00,2010,4210160103,,6th st,south,arch st,race st,Bicycle 1,39.95336,-75.14983,0.949,1.1797,,,335,Project,Mixed,Bike Lane,Philadelphia,Central,29523
-75.164359,39.948528,70615,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/08/26 00:00:00+00,2010,4210160103,291,broad st northbound lanes,north,locust st,walnut st,Bicycle 1,39.948528,-75.164359,0.888,1.1797,,,604,Project,Mixed,Mixed Traffic,Philadelphia,Central,29524
-75.16453,39.948528,70616,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/11/30 00:00:00+00,2010,4210160103,291,broad st southbound lanes,south,locust st,walnut st,Bicycle 1,39.948528,-75.16453,1.028,1.1797,,,261,Project,Mixed,Mixed Traffic,Philadelphia,Central,29525
-75.162148,39.958644,70617,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/12/15 00:00:00+00,2010,4210160103,611,broad st northbound lanes,north,vine st,callowhill st,Bicycle 1,39.958644,-75.162148,1.028,1.1797,,,74,Project,Mixed,Mixed Traffic,Philadelphia,Central,29526
-75.214993,39.983553,79206,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/08/17 00:00:00+00,2011,4210160106,,belmont ave northbound sidepath + lane,north,lansdowne dr,states dr,Bicycle 1,39.983553,-75.214993,0.888,1.1797,,,37,Project,Mixed,Sidepath,Philadelphia,West Park,29726
-75.215079,39.983512,79207,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/08/17 00:00:00+00,2011,4210160106,,belmont ave southbound sidepath + lane,south,lansdowne dr,states dr,Bicycle 1,39.983512,-75.215079,0.888,1.1797,,,27,Project,Mixed,Sidepath,Philadelphia,West Park,29727
-75.28665,40.074314,137045,permanent station,,2016/08/15 00:00:00+00,2016,4209184624,,schuylkill river trail,both,lee st,station ave,Bicycle 3,40.074314,-75.28665,,1,W,E,1057,Permanent,Mixed,Multiuse Trail,Montgomery,Whitemarsh Township,29755
-75.28665,40.074314,137046,permanent station,,2016/09/15 00:00:00+00,2016,4209184624,,schuylkill river trail,both,lee st,station ave,Bicycle 3,40.074314,-75.28665,,1,W,E,768,Permanent,Mixed,Multiuse Trail,Montgomery,Whitemarsh Township,29768
-75.099176,40.01354,79186,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/07/13 00:00:00+00,2011,4210160101,,cayuga st eastbound lanes,east,"""m"" st",castor ave,Bicycle 1,40.01354,-75.099176,0.9,1.1797,,,34,Project,Low Volume,Bike Lane,Philadelphia,North,29887
-75.234048,39.995271,79198,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/07/20 00:00:00+00,2011,4210160106,,54th st northbound lanes,north,overbrook ave,us 1 city ave,Bicycle 1,39.995271,-75.234048,0.9,1.1797,,,6,Project,Low Volume,Bike Lane,Philadelphia,West Park,30109
-75.234134,39.995271,79199,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/07/20 00:00:00+00,2011,4210160106,,54th st southbound lanes,south,overbrook ave,us 1 city ave,Bicycle 1,39.995271,-75.234134,0.9,1.1797,,,7,Project,Low Volume,Bike Lane,Philadelphia,West Park,30110
-75.28665,40.074314,137047,permanent station,,2016/10/15 00:00:00+00,2016,4209184624,,schuylkill river trail,both,lee st,station ave,Bicycle 3,40.074314,-75.28665,,1,W,E,669,Permanent,Mixed,Multiuse Trail,Montgomery,Whitemarsh Township,30497
-75.232943,39.991819,79194,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/07/20 00:00:00+00,2011,4210160106,,wynnefield ave eastbound lanes,east,54th st,georges la,Bicycle 1,39.991819,-75.232943,0.9,1.1797,,,1,Project,Low Volume,Mixed Traffic,Philadelphia,West Park,30500
-75.28665,40.074314,137048,permanent station,,2016/11/15 00:00:00+00,2016,4209184624,,schuylkill river trail,both,lee st,station ave,Bicycle 3,40.074314,-75.28665,,1,W,E,495,Permanent,Mixed,Multiuse Trail,Montgomery,Whitemarsh Township,30501
-75.218121,39.994909,79202,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/08/18 00:00:00+00,2011,4210160106,,belmont ave northbound lanes,north,parkside ave,monument rd,Bicycle 1,39.994909,-75.218121,0.888,1.1797,,,12,Project,Low Volume,Mixed Traffic,Philadelphia,West Park,30515
-75.163543,39.949252,71561,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/09/30 00:00:00+00,2010,4210160103,,walnut st,west,pa 291 broad st,juniper st,Bicycle 1,39.949252,-75.163543,0.968,1.1797,,,449,Project,Low Volume,Mixed Traffic,Philadelphia,Central,30550
-75.17997,39.95128,71562,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/09/23 00:00:00+00,2010,4210160103,,walnut st bridge,west,schuylkill ave,23rd st,Bicycle 1,39.95128,-75.17997,0.84,1.1797,,,1451,Project,Mixed,Bike Lane,Philadelphia,Central,30568
-75.09917,40.013597,79187,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/07/13 00:00:00+00,2011,4210160101,,cayuga st westbound lanes,west,"""m"" st",castor ave,Bicycle 1,40.013597,-75.09917,0.9,1.1797,,,15,Project,Low Volume,Bike Lane,Philadelphia,North,30590
-75.116562,39.996869,79182,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/07/13 00:00:00+00,2011,4210160101,,allegheny ave eastbound lanes,east,"""f"" st","""g"" st",Bicycle 1,39.996869,-75.116562,0.9,1.1797,,,112,Project,Mixed,Bike Lane,Philadelphia,North,30838
-75.150797,39.941598,71761,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/11/11 00:00:00+00,2010,4210160103,,5th st,north,bainbridge st,south st,Bicycle 1,39.941598,-75.150797,1.001,1.1797,,,464,Screen Line,Mixed,Mixed Traffic,Philadelphia,Central,31564
-75.149226,39.941388,71764,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/11/11 00:00:00+00,2010,4210160103,,4th st,south,bainbridge st,south st,Bicycle 1,39.941388,-75.149226,1.001,1.1797,,,777,Screen Line,Mixed,Mixed Traffic,Philadelphia,Central,31649
-75.14767,39.94117,71767,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/11/11 00:00:00+00,2010,4210160103,,3rd st,north,bainbridge st,south st,Bicycle 1,39.94117,-75.14767,1.001,1.1797,,,705,Screen Line,Mixed,Mixed Traffic,Philadelphia,Central,32911
-75.145744,39.940792,71770,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/11/11 00:00:00+00,2010,4210160103,,2nd st,south,south st,bainbridge st,Bicycle 1,39.940792,-75.145744,1.001,1.1797,,,387,Screen Line,Mixed,Mixed Traffic,Philadelphia,Central,32914
-75.142386,39.940603,71777,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/03/23 00:00:00+00,2011,4210160103,,christopher columbus blvd southbound lanes,south,kenilworth st,I 95 delaware expwy nb on ramp,Bicycle 1,39.940603,-75.142386,1.059,1.1797,,,158,Screen Line,Recreation,Bike Lane,Philadelphia,Central,33247
-75.144119,39.940689,71773,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/11/11 00:00:00+00,2010,4210160103,,front st,north,bainbridge st,south st,Bicycle 1,39.940689,-75.144119,1.001,1.1797,,,354,Screen Line,Low Volume,Mixed Traffic,Philadelphia,Central,34011
-75.142134,39.940562,71776,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/03/23 00:00:00+00,2011,4210160103,,christopher columbus blvd northbound lanes,north,kenilworth st,I 95 delaware expwy nb on ramp,Bicycle 1,39.940562,-75.142134,1.059,1.1797,,,353,Screen Line,Recreation,Bike Lane,Philadelphia,Central,34104
-75.163404,39.957821,71548,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/10/14 00:00:00+00,2010,4210160103,,vine st eastbound,east,15th st,pa 611 broad st,Bicycle 1,39.957821,-75.163404,0.968,1.1797,,,307,Project,Mixed,Mixed Traffic,Philadelphia,Central,35953
-75.163286,39.9582,71549,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/10/14 00:00:00+00,2010,4210160103,,vine st westbound,west,15th st,pa 611 broad st,Bicycle 1,39.9582,-75.163286,0.968,1.1797,,,65,Project,Mixed,Mixed Traffic,Philadelphia,Central,36343
-75.177931,39.951045,71550,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/09/23 00:00:00+00,2010,4210160103,,walnut st,west,23rd st,22nd st,Bicycle 1,39.951045,-75.177931,0.949,1.1797,,,1654,Project,Mixed,Striped Shoulder,Philadelphia,Central,36344
-75.169584,39.950017,71551,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/09/23 00:00:00+00,2010,4210160103,,walnut st,west,18th st,17th st,Bicycle 1,39.950017,-75.169584,0.949,1.1797,,,751,Project,Mixed,Mixed Traffic,Philadelphia,Central,36748
-75.168318,39.949844,71552,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/09/23 00:00:00+00,2010,4210160103,,walnut st,west,17th st,16th st,Bicycle 1,39.949844,-75.168318,0.949,1.1797,,,656,Project,Mixed,Mixed Traffic,Philadelphia,Central,36749
-74.876805,40.289533,137050,permanent station,,2016/08/20 00:00:00+00,2016,4201779128,,delaware & lehigh trail,both,pa 532 general washington memorial blvd,1000 feet south of pa 532,Bicycle 4,40.289533,-74.876805,,1,S,N,222,Permanent,Mixed,Multiuse Trail,Bucks,Upper Makefield Township,37110
-75.168564,39.963405,71543,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/10/14 00:00:00+00,2010,4210160103,,spring garden st westbound lanes,west,19th st,18th st,Bicycle 1,39.963405,-75.168564,0.968,1.1797,,,538,Project,Mixed,Bike Lane,Philadelphia,Central,37111
