"AXLE_CNT","CARGO_BD_TYPE","UNIT_NUM","CARRIER_ADDR_1","CARRIER_ADDR_2","CARRIER_ADDR_CITY","CARRIER_ADDR_STATE","CARRIER_ADDR_ZIP","CARRIER_NM","CARRIER_TEL","CRASH_YEAR","CRN","GVWR","HAZMAT_CD1","HAZMAT_CD2","HAZMAT_CD3","HAZMAT_CD4","HAZMAT_IND","HAZMAT_REL_IND1","HAZMAT_REL_IND2","HAZMAT_REL_IND3","HAZMAT_REL_IND4","ICC_NUM","OSIZE_LOAD_IND","PUC_NUM","USDOT_NUM","VEH_CONFIG_CD","COUNTY_YEAR","COUNTY","MUNICIPALITY"
"99","1","1","3409 PRIMROSE RD","","PHILADELPHIA","PA","19114","NORTHEAST EXPRESS","9999999999","2005","2005412175","080000","","","","","N","","","","","999999999","","","99999999","05","COMMVEH_2005_Philadelphia","67","67301"
"05","3","1","300 MAPLE ST","","BELLEVUE","IA","52031","MICHELS TRUCKING INC","9999999999","2005","2005412176","080000","","","","","N","","","","","999999999","N","","00714589","08","COMMVEH_2005_Philadelphia","67","67301"
"05","1","3","1135 FREIGHTLINER DR","","NASHVILLE","TN","37210","FIRST EXPRESS","8008489203","2005","2005412176","080000","","","","","N","","","","","999999999","N","","00557151","08","COMMVEH_2005_Philadelphia","67","67301"
"99","8","1","1234 MARKET ST 14TH FL","","PHILADELPHIA","PA","19107","SEPTA","9999999999","2005","2005404058","","","","","","N","","","","","999999999","","","99999999","11","COMMVEH_2005_Philadelphia","67","67301"
"99","1","1","1081 NEW HOPE RD","","STAUNTON","VA","24401","HEINRICH ENTERPRISES","9999999999","2005","2005404094","","","","","","N","","","","","999999999","","","99999999","06","COMMVEH_2005_Philadelphia","67","67301"
"99","8","1","1234 MARKET ST 14TH FL","","PHILADELPHIA","PA","19107","SEPTA","9999999999","2005","2005404096","","","","","","N","","","","","999999999","","","99999999","11","COMMVEH_2005_Philadelphia","67","67301"
"99","8","2","1234 MARKET ST 14THH FL","","PHILADELPHIA","PA","19107","SEPTA","9999999999","2005","2005404097","","","","","","N","","","","","999999999","","","99999999","11","COMMVEH_2005_Philadelphia","67","67301"
"99","1","2","8275 US RT #130","","PENNSAUKEN","NJ","99999","CANADA DRY BOTTLING","9999999999","2005","2005404098","","","","","","N","","","","","999999999","","","99999999","05","COMMVEH_2005_Philadelphia","67","67301"
"99","8","2","1414 MARKET ST","","PHILADELPHIA","PA","99999","SEPTA","9999999999","2005","2005404099","","","","","","N","","","","","999999999","","","99999999","11","COMMVEH_2005_Philadelphia","67","67301"
"09","7","2","205 EDDYSTONE AVE","","EDDYSTONE","PA","19022","METRO WASTE INC","9999999999","2005","2005404119","099999","","","","","N","","","","","","N","","00000009","05","COMMVEH_2005_Philadelphia","67","67301"
