"ACCESS_CTRL","ADJ_RDWY_SEQ","COUNTY","CRASH_YEAR","CRN","LANE_COUNT","OFFSET","RDWY_ORIENT","RDWY_SEQ_NUM","ROAD_OWNER","ROUTE","SEGMENT","SPEED_LIMIT","STREET_NAME","COUNTY_YEAR","MUNICIPALITY"
"","3","67","2009","2009040338","04","","N","4","4","","","25","61ST ST","ROADWAY_2009_Philadelphia","67301"
"","4","67","2009","2009040338","04","","E","3","4","","","25","SPRUCE ST","ROADWAY_2009_Philadelphia","67301"
"1","3","67","2009","2009133670","1 ","1024","N","3","2","8025","0260","45","RAMP RD","ROADWAY_2009_Philadelphia","67301"
"1","3","67","2009","2009134054","5 ","2508","S","3","1","0095","0125","55","DELAWARE EX","ROADWAY_2009_Philadelphia","67301"
"1","3","67","2009","2009133666","3 ","170","S","3","1","0095","0191","55","DELAWARE EX","ROADWAY_2009_Philadelphia","67301"
"1","3","67","2009","2010002114","3 ","90","S","3","1","0095","0171","55","DELAWARE EX","ROADWAY_2009_Philadelphia","67301"
"","5","67","2009","2010002903","02","","S","5","4","","","","FIFTEENTH ST","ROADWAY_2009_Philadelphia","67301"
"3","4","67","2009","2010002903","3 ","1726","S","4","2","3029","0011","","FIFTEENTH ST","ROADWAY_2009_Philadelphia","67301"
"3","3","67","2009","2010002903","3 ","0","W","3","2","2676","0011","25","VINE ST","ROADWAY_2009_Philadelphia","67301"
"3","3","67","2009","2010003025","4 ","935","N","3","2","0013","0270","30","FRANKFORD AV","ROADWAY_2009_Philadelphia","67301"
"","4","67","2009","2010003025","02","","E","4","4","","","","PENNYPACK ST","ROADWAY_2009_Philadelphia","67301"
"","3","67","2009","2010003072","01","","W","4","4","","","","RACE ST","ROADWAY_2009_Philadelphia","67301"
"","4","67","2009","2010003072","01","","N","3","4","","","","FIFTYTHIRD ST","ROADWAY_2009_Philadelphia","67301"
"","4","67","2009","2010003082","01","","W","3","4","","","","PENNSGROVE ST","ROADWAY_2009_Philadelphia","67301"
"","3","67","2009","2010003082","01","","N","4","4","","","","FIFTYFIFTH ST","ROADWAY_2009_Philadelphia","67301"
"3","4","67","2009","2010003150","2 ","1783","W","4","2","3019","0065","35","PASSYUNK AV","ROADWAY_2009_Philadelphia","67301"
"","5","67","2009","2010003150","02","","W","5","4","","","","SIXTYFIRST ST","ROADWAY_2009_Philadelphia","67301"
"3","3","67","2009","2009040328","2 ","0","E","4","2","2004","0010","25","MARKET ST","ROADWAY_2009_Philadelphia","67301"
"","5","67","2009","2009040328","","","","5","4","","","","JUNIPER ST","ROADWAY_2009_Philadelphia","67301"
"3","4","67","2009","2009040328","6 ","0","E","3","2","3022","0010","25","PENN SQ","ROADWAY_2009_Philadelphia","67301"
"1","4","67","2009","2009041648","01","0","E","4","2","8006","0010","","","ROADWAY_2009_Philadelphia","67301"
"1","3","67","2009","2009041648","99","757","E","3","1","0076","3414","50","","ROADWAY_2009_Philadelphia","67301"
"1","3","67","2009","2009041842","3 ","2276","N","3","1","0095","0254","55","DELAWARE EX","ROADWAY_2009_Philadelphia","67301"
"","4","67","2009","2009040342","02","","W","4","4","","","","BLAKISTON ST","ROADWAY_2009_Philadelphia","67301"
"3","3","67","2009","2009040342","02","3386","N","3","2","0013","0260","","FRANKFORD AV","ROADWAY_2009_Philadelphia","67301"
"3","3","67","2009","2009040348","2 ","189","S","3","2","3003","0031","","TWENTYSIXTH ST","ROADWAY_2009_Philadelphia","67301"
"","3","67","2009","2009040753","02","","W","3","4","","","30","GAMELAND RD","ROADWAY_2009_Philadelphia","66210"
"1","3","67","2009","2009041843","1 ","581","S","3","2","8025","0250","35","RAMP RD","ROADWAY_2009_Philadelphia","67301"
"1","3","67","2009","2009133662","4 ","1676","S","3","1","0095","0301","55","DELAWARE EX","ROADWAY_2009_Philadelphia","67301"
"3","3","67","2009","2010001121","2 ","50","S","3","2","0001","0031","35","CITY AV","ROADWAY_2009_Philadelphia","67301"
"1","3","67","2009","2010001851","3 ","1373","N","3","1","0095","0254","55","DELAWARE EX","ROADWAY_2009_Philadelphia","67301"
"","4","67","2009","2010002747","02","","S","3","4","","","25","LORETTO ST","ROADWAY_2009_Philadelphia","67301"
"","3","67","2009","2010002747","02","","W","4","4","","","25","SOLLY AV","ROADWAY_2009_Philadelphia","67301"
"","3","67","2009","2010002802","02","","","4","4","","","25","RIVER DR","ROADWAY_2009_Philadelphia","67301"
"","4","67","2009","2010002802","02","","","3","4","","","25","GREENLAND DR","ROADWAY_2009_Philadelphia","67301"
"3","3","67","2009","2010002957","2 ","1572","N","3","2","2001","0030","30","OREGON AV","ROADWAY_2009_Philadelphia","67301"
"","4","67","2009","2010002998","02","","W","4","4","","","","ACCESS RD","ROADWAY_2009_Philadelphia","67301"
"1","3","67","2009","2009109279","4 ","699","S","3","1","0095","0251","55","DELAWARE EX","ROADWAY_2009_Philadelphia","67301"
"1","3","67","2009","2009109616","3 ","65","E","3","1","0076","3420","50","SCHUYLKILL EX","ROADWAY_2009_Philadelphia","67301"
"","5","67","2009","2009075314","01","","S","5","4","","","25","BEVERLY RD","ROADWAY_2009_Philadelphia","46102"
"","6","67","2009","2009108486","02","","N","6","4","","","30","BLAINE ST","ROADWAY_2009_Philadelphia","67301"
"3","4","67","2009","2009108486","4 ","693","W","4","2","0013","0161","30","HUNTING PARK AV","ROADWAY_2009_Philadelphia","67301"
"3","3","67","2009","2009108486","4 ","694","E","3","2","0013","0160","30","HUNTING PARK AV","ROADWAY_2009_Philadelphia","67301"
"","5","67","2009","2009108486","02","","N","5","4","","","30","TWENTIETH ST","ROADWAY_2009_Philadelphia","67301"
"1","3","67","2009","2009108649","1 ","306","W","3","2","8018","0500","","RAMP RD","ROADWAY_2009_Philadelphia","67301"
"1","3","67","2009","2009109169","3 ","1130","W","3","1","0076","3471","50","SCHUYLKILL EX","ROADWAY_2009_Philadelphia","67301"
"","3","67","2009","2009109618","2 ","2144","W","3","1","0076","3451","50","SCHUYLKILL EX","ROADWAY_2009_Philadelphia","67301"
"","3","67","2009","2009040305","02","","E","4","4","","","","CHRISTIAN ST","ROADWAY_2009_Philadelphia","67301"
"","4","67","2009","2009040305","99","","N","3","4","","","","6TH ST","ROADWAY_2009_Philadelphia","67301"
"3","3","67","2009","2009040341","3 ","1148","S","3","2","0001","0281","40","ROOSEVELT BL","ROADWAY_2009_Philadelphia","67301"
"3","4","67","2009","2009040341","2 ","3753","E","4","2","1014","0040","35","RHAWN ST","ROADWAY_2009_Philadelphia","67301"
"1","3","67","2009","2010002277","3 ","2195","S","3","1","0095","0215","55","DELAWARE EX","ROADWAY_2009_Philadelphia","67301"
"","4","67","2009","2010003073","01","","W","3","4","","","","SILVER ST","ROADWAY_2009_Philadelphia","67301"
"","3","67","2009","2010003073","01","","N","4","4","","","25","TWENTYSEVENTH ST","ROADWAY_2009_Philadelphia","67301"
"","3","67","2009","2010003083","02","","E","3","4","","","25","LANSDOWNE AV","ROADWAY_2009_Philadelphia","67301"
"","3","67","2009","2009108645","02","","E","4","4","","","25","GYPSY LN","ROADWAY_2009_Philadelphia","67301"
"","4","67","2009","2009108645","04","","N","3","4","","","25","GYPSY LN","ROADWAY_2009_Philadelphia","67301"
"1","3","67","2009","2009115478","3 ","2470","S","3","1","0095","0151","55","DELAWARE EX","ROADWAY_2009_Philadelphia","67301"
"3","3","67","2009","2009040327","3 ","1535","N","3","2","1009","0120","25","BUSTLETON AV","ROADWAY_2009_Philadelphia","67301"
"1","3","67","2009","2009133454","2 ","1427","W","3","1","0076","3455","50","SCHUYLKILL EX","ROADWAY_2009_Philadelphia","67301"
"","5","67","2009","2009040538","99","","N","5","4","","","","HARBISON AV","ROADWAY_2009_Philadelphia","67301"
"","6","67","2009","2009040538","99","","E","6","4","","","","KNORR ST","ROADWAY_2009_Philadelphia","67301"
"3","4","67","2009","2009040538","2 ","0","S","4","2","1009","0091","25","BUSTLETON AV","ROADWAY_2009_Philadelphia","67301"
"3","3","67","2009","2009040538","2 ","0","N","3","2","1009","0090","25","BUSTLETON AV","ROADWAY_2009_Philadelphia","67301"
"3","3","67","2009","2009108867","2 ","1334","S","3","2","3019","0065","35","PASSYUNK AV","ROADWAY_2009_Philadelphia","67301"
"1","3","67","2009","2009109157","3 ","2437","N","3","1","0095","0270","55","DELAWARE EX","ROADWAY_2009_Philadelphia","67301"
"1","3","67","2009","2009109612","3 ","1709","W","3","1","0076","3471","50","SCHUYLKILL EX","ROADWAY_2009_Philadelphia","67301"
"1","3","67","2009","2009109620","3 ","1290","E","3","1","0676","0002","55","VINE ST EX","ROADWAY_2009_Philadelphia","67301"
"","5","67","2009","2009040304","99","","E","5","4","","","","DENISE DR","ROADWAY_2009_Philadelphia","67301"
"3","4","67","2009","2009040304","2 ","970","S","4","2","0532","0081","35","BUSTLETON AV","ROADWAY_2009_Philadelphia","67301"
"3","3","67","2009","2009040304","2 ","977","N","3","2","0532","0080","35","BUSTLETON AV","ROADWAY_2009_Philadelphia","67301"
"3","4","67","2009","2009040336","2 ","1932","W","4","2","0073","0021","30","COTTMAN AV","ROADWAY_2009_Philadelphia","67301"
"","5","67","2009","2009040336","02","","N","5","4","","","30","ALGON AV","ROADWAY_2009_Philadelphia","67301"
"3","3","67","2009","2009040336","2 ","1930","E","3","2","0073","0020","30","COTTMAN AV","ROADWAY_2009_Philadelphia","67301"
"3","5","67","2009","2009040353","2 ","1776","S","5","2","2006","0081","","SPRING GARDEN ST","ROADWAY_2009_Philadelphia","67301"
"3","4","67","2009","2009040353","2 ","1780","N","4","2","2006","0080","","SPRING GARDEN ST","ROADWAY_2009_Philadelphia","67301"
"","6","67","2009","2009040353","02","","E","6","4","","","35","SIXTH ST","ROADWAY_2009_Philadelphia","67301"
"3","3","67","2009","2009040353","2 ","1814","W","3","2","2005","0071","35","SIXTH ST","ROADWAY_2009_Philadelphia","67301"
"1","3","67","2009","2009041651","1 ","593","W","3","2","8018","0500","50","RAMP RD","ROADWAY_2009_Philadelphia","67301"
"1","3","67","2009","2009133664","4 ","689","S","3","1","0095","0311","55","DELAWARE EX","ROADWAY_2009_Philadelphia","67301"
"3","4","67","2009","2009042453","2 ","1805","W","4","2","1002","0011","35","CHELTENHAM AV","ROADWAY_2009_Philadelphia","67301"
"","5","67","2009","2009042453","02","","S","5","4","","","","LAKESIDE AV","ROADWAY_2009_Philadelphia","67301"
"3","3","67","2009","2009042453","2 ","1795","E","3","2","1002","0010","35","CHELTENHAM AV","ROADWAY_2009_Philadelphia","67301"
