"ACCESS_CTRL","ADJ_RDWY_SEQ","COUNTY","CRASH_YEAR","CRN","LANE_COUNT","OFFSET","RDWY_ORIENT","RDWY_SEQ_NUM","ROAD_OWNER","ROUTE","SEGMENT","SPEED_LIMIT","STREET_NAME","COUNTY_YEAR","MUNICIPALITY"
"3","3","67","2013","2013053016","03","1021","E","3","2","0003","0080","35","CHESTNUT ST","ROADWAY_2013_Philadelphia","67301"
"","3","67","2013","2013053041","02","","E","3","4","","","35","BYBERRY RD","ROADWAY_2013_Philadelphia","67301"
"","3","67","2013","2013121311","01","","S","4","4","","","25","C ST","ROADWAY_2013_Philadelphia","67301"
"","4","67","2013","2013121311","02","","W","3","4","","","25","SOMERSET ST","ROADWAY_2013_Philadelphia","67301"
"","4","67","2013","2013121327","02","","N","4","4","","","25","FIFTYEIGHTH ST","ROADWAY_2013_Philadelphia","67301"
"3","3","67","2013","2013121327","02","1013","W","3","2","3021","0040","25","ELMWOOD AV","ROADWAY_2013_Philadelphia","67301"
"3","3","67","2013","2013121343","02","1914","E","3","2","4002","0010","40","STENTON AV","ROADWAY_2013_Philadelphia","67301"
"","3","67","2013","2013121371","04","","S","4","4","","","25","BRADFORD AV","ROADWAY_2013_Philadelphia","67301"
"","4","67","2013","2013121371","02","","W","3","4","","","25","SOLLY AV","ROADWAY_2013_Philadelphia","67301"
"3","8","67","2013","2013121456","02","0","S","8","2","4002","0011","40","STENTON AV","ROADWAY_2013_Philadelphia","67301"
"3","7","67","2013","2013121456","02","0","N","7","2","4002","0010","40","STENTON AV","ROADWAY_2013_Philadelphia","67301"
"1","3","67","2013","2013020198","04","1171","N","3","1","0095","0220","55","DELAWARE EX","ROADWAY_2013_Philadelphia","67301"
"","4","67","2013","2013053004","02","","N","4","4","","","","FIFTYFIFTH ST","ROADWAY_2013_Philadelphia","67301"
"3","3","67","2013","2013053004","2 ","1708","W","3","2","0003","0041","35","WALNUT ST","ROADWAY_2013_Philadelphia","67301"
"3","3","67","2013","2013053017","03","588","N","3","2","6001","0300","45","ROOSEVELT BL","ROADWAY_2013_Philadelphia","67301"
"","3","67","2013","2013053072","01","","N","3","4","","","25","FRONT ST","ROADWAY_2013_Philadelphia","67301"
"3","5","67","2013","2013053081","2 ","0","E","5","2","2014","0100","25","LEHIGH AV","ROADWAY_2013_Philadelphia","67301"
"3","4","67","2013","2013053081","2 ","1988","S","4","2","2009","0021","30","ARAMINGO AV","ROADWAY_2013_Philadelphia","67301"
"3","3","67","2013","2013053081","2 ","2000","N","3","2","2009","0020","30","ARAMINGO AV","ROADWAY_2013_Philadelphia","67301"
"","3","67","2013","2013053092","02","","N","3","4","","","25","NINTH ST","ROADWAY_2013_Philadelphia","67301"
"","5","67","2013","2013053128","02","","W","5","4","","","","OAKMONT ST","ROADWAY_2013_Philadelphia","67301"
"3","4","67","2013","2013053128","2 ","215","S","4","2","0013","0251","30","FRANKFORD AV","ROADWAY_2013_Philadelphia","67301"
"3","3","67","2013","2013053128","2 ","214","N","3","2","0013","0250","30","FRANKFORD AV","ROADWAY_2013_Philadelphia","67301"
"3","5","67","2013","2013053137","2 ","926","E","5","2","2014","0040","30","LEHIGH AV","ROADWAY_2013_Philadelphia","67301"
"3","4","67","2013","2013053137","2 ","1138","S","4","2","0611","0081","30","BROAD ST","ROADWAY_2013_Philadelphia","67301"
"3","3","67","2013","2013053137","2 ","1138","N","3","2","0611","0080","30","BROAD ST","ROADWAY_2013_Philadelphia","67301"
"","3","67","2013","2013053547","02","","S","4","4","","","","TWENTIETH ST","ROADWAY_2013_Philadelphia","67301"
"","4","67","2013","2013053547","02","","E","3","4","","","","SOUTH ST","ROADWAY_2013_Philadelphia","67301"
"3","3","67","2013","2014005338","01","1144","E","3","2","3010","0010","25","MARKET ST","ROADWAY_2013_Philadelphia","67301"
"","5","67","2013","2014005338","02","","N","5","4","","","25","61ST ST","ROADWAY_2013_Philadelphia","67301"
"3","4","67","2013","2014005338","01","1144","W","4","2","3010","0011","25","MARKET ST","ROADWAY_2013_Philadelphia","67301"
"1","3","67","2013","2013019417","3 ","664","W","3","1","0076","3421","50","SCHUYLKILL EX","ROADWAY_2013_Philadelphia","67301"
"1","4","67","2013","2013020199","01","1109","N","4","2","8009","0260","","RAMP RD","ROADWAY_2013_Philadelphia","67301"
"1","3","67","2013","2013020199","03","915","N","3","1","0095","0214","55","DELAWARE EX","ROADWAY_2013_Philadelphia","67301"
"1","3","67","2013","2013024113","3 ","3852","S","3","1","0095","0265","55","DELAWARE EX","ROADWAY_2013_Philadelphia","67301"
"1","3","67","2013","2013024123","3 ","916","N","3","1","0095","0140","55","DELAWARE EX","ROADWAY_2013_Philadelphia","67301"
"","3","67","2013","2013024866","02","","S","3","4","","","","TENTH ST","ROADWAY_2013_Philadelphia","67301"
"","3","67","2013","2013024936","02","","S","3","4","","","25","WASHINGTON AV","ROADWAY_2013_Philadelphia","67301"
