"CRN","UNIT_NUM","TRL_SEQ_NUM","TRL_VEH_REG_STATE","TRL_VEH_TYPE_CD","TRL_VEH_TAG_NUM","TRL_VEH_TAG_YR","CRASH_YEAR","COUNTY","COUNTY_YEAR","MUNICIPALITY"
"2013043403","2","0","PA","1","E8N3076 ","9999","2013","67","TRAILVEH_2013_Philadelphia","67301"
"2013043798","1","0","NE","7","999999999999","2016","2013","67","TRAILVEH_2013_Philadelphia","67301"
"2013046242","1","0","","2","","","2013","67","TRAILVEH_2013_Philadelphia","67301"
"2013046415","1","0","","9","","","2013","67","TRAILVEH_2013_Philadelphia","67301"
"2013046422","2","0","ZZ","7","999999999999","9999","2013","67","TRAILVEH_2013_Philadelphia","67301"
"2013046461","3","0","ZZ","7","T44778A ","9999","2013","67","TRAILVEH_2013_Philadelphia","67301"
"2013047106","1","0","ME","7","2129694 ","2021","2013","67","TRAILVEH_2013_Philadelphia","67301"
"2013047221","1","0","ZZ","7","999999999999","9999","2013","67","TRAILVEH_2013_Philadelphia","67301"
"2013047232","1","0","ZZ","7","KG90K ","9999","2013","67","TRAILVEH_2013_Philadelphia","67301"
"2013047530","2","0","MO","7","7589CE ","2013","2013","67","TRAILVEH_2013_Philadelphia","67301"
"2013023524","2","0","ZZ","7","999999999999","9999","2013","67","TRAILVEH_2013_Philadelphia","67301"
"2013024831","1","0","PA","7","PT8816A ","2013","2013","67","TRAILVEH_2013_Philadelphia","67301"
"2013024882","1","0","","9","","","2013","67","TRAILVEH_2013_Philadelphia","67301"
"2013024936","2","0","","9","0IG ","","2013","67","TRAILVEH_2013_Philadelphia","67301"
"2013024940","2","0","","9","","","2013","67","TRAILVEH_2013_Philadelphia","67301"
"2013026267","6","0","NJ","7","TFE59K ","2016","2013","67","TRAILVEH_2013_Philadelphia","67301"
"2013028984","2","0","TN","7","T939792 ","2014","2013","67","TRAILVEH_2013_Philadelphia","67301"
"2013029367","1","0","PA","7","PT2457P ","2013","2013","67","TRAILVEH_2013_Philadelphia","67301"
"2013029630","3","0","ZZ","2","999999999999","9999","2013","67","TRAILVEH_2013_Philadelphia","67301"
"2013029644","2","0","ZZ","6","999999999999","9999","2013","67","TRAILVEH_2013_Philadelphia","67301"
"2013029799","2","0","ZZ","3","YZS5502 ","9999","2013","67","TRAILVEH_2013_Philadelphia","67301"
