"CRN","UNIT_NUM","MC_BAG_IND","MC_DVR_BOOTS_IND","MC_DVR_EDC_IND","MC_DVR_EYEPRT_IND","MC_DVR_HLMT_TYPE","MC_DVR_HLMTDOT_IND","MC_DVR_HLMTON_IND","MC_DVR_LNGPNTS_IND","MC_DVR_LNGSLV_IND","MC_ENGINE_SIZE","MC_PAS_BOOTS_IND","MC_PAS_EYEPRT_IND","MC_PAS_HLMT_TYPE","MC_PAS_HLMTDOT_IND","MC_PAS_HLMTON_IND","MC_PAS_LNGPNTS_IND","MC_PAS_LNGSLV_IND","MC_PASSNGR_IND","MC_TRAIL_IND","PC_HDLGHT_IND","PC_HLMT_IND","PC_PASSNGR_IND","PC_REAR_RFLTR_IND","CRASH_YEAR","COUNTY","COUNTY_YEAR","MUNICIPALITY"
"2011090338","1","U","U","U","N","0","N","N","U","U","99999","","","","","","","","N","U","","","","","2011","67","CYCLE_2011_Philadelphia","67301"
"2011090338","2","U","U","U","U","0","N","N","U","U","99999","","","","","","","","N","U","","","","","2011","67","CYCLE_2011_Philadelphia","67301"
"2011090359","2","","","","","","","","","","","","","","","","","","","","U","Y","U","U","2011","67","CYCLE_2011_Philadelphia","67301"
"2011090361","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2011","67","CYCLE_2011_Philadelphia","67301"
"2011090373","1","U","U","U","U","9","U","U","U","U","99999","","","","","","","","N","N","","","","","2011","67","CYCLE_2011_Philadelphia","67301"
"2011090376","2","","","","","","","","","","","","","","","","","","","","N","N","N","U","2011","67","CYCLE_2011_Philadelphia","67301"
"2011090385","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2011","67","CYCLE_2011_Philadelphia","67301"
"2011090387","1","","","","","","","","","","","","","","","","","","","","U","U","N","U","2011","67","CYCLE_2011_Philadelphia","67301"
"2011090393","2","U","U","U","U","9","U","U","U","U","99999","","","","","","","","N","U","","","","","2011","67","CYCLE_2011_Philadelphia","67301"
"2011090417","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2011","67","CYCLE_2011_Philadelphia","67301"
"2011090431","1","U","U","U","U","9","U","U","U","U","99999","","","","","","","","N","U","","","","","2011","67","CYCLE_2011_Philadelphia","67301"
"2011090433","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2011","67","CYCLE_2011_Philadelphia","67301"
"2011090440","1","U","U","U","U","9","U","U","U","U","99999","","","","","","","","N","U","","","","","2011","67","CYCLE_2011_Philadelphia","67301"
"2011090444","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2011","67","CYCLE_2011_Philadelphia","67301"
"2011090471","1","","","","","","","","","","","","","","","","","","","","U","N","N","U","2011","67","CYCLE_2011_Philadelphia","67301"
"2011090473","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2011","67","CYCLE_2011_Philadelphia","67301"
"2011090474","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2011","67","CYCLE_2011_Philadelphia","67301"
"2011090479","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2011","67","CYCLE_2011_Philadelphia","67301"
"2011090480","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2011","67","CYCLE_2011_Philadelphia","67301"
"2011090481","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2011","67","CYCLE_2011_Philadelphia","67301"
"2011090482","1","U","U","U","U","9","U","U","U","U","99999","","","","","","","","N","U","","","","","2011","67","CYCLE_2011_Philadelphia","67301"
"2011090483","1","","","","","","","","","","","","","","","","","","","","U","N","N","U","2011","67","CYCLE_2011_Philadelphia","67301"
"2011090492","1","U","U","U","U","0","N","N","U","U","99999","","","","","","","","N","U","","","","","2011","67","CYCLE_2011_Philadelphia","67301"
"2011090502","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2011","67","CYCLE_2011_Philadelphia","67301"
"2011090506","1","U","N","U","U","9","U","U","U","U","99999","","","","","","","","N","U","","","","","2011","67","CYCLE_2011_Philadelphia","67301"
"2011090524","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2011","67","CYCLE_2011_Philadelphia","67301"
"2011090525","1","","","","","","","","","","","","","","","","","","","","U","U","N","U","2011","67","CYCLE_2011_Philadelphia","67301"
"2011090545","2","","","","","","","","","","","","","","","","","","","","N","N","N","U","2011","67","CYCLE_2011_Philadelphia","67301"
"2011090553","1","","","","","","","","","","","","","","","","","","","","U","U","N","U","2011","67","CYCLE_2011_Philadelphia","67301"
"2011090562","1","N","N","N","U","0","N","N","Y","N","99999","N","U","0","N","N","Y","N","Y","N","","","","","2011","67","CYCLE_2011_Philadelphia","67301"
"2011091020","2","","","","","","","","","","","","","","","","","","","","N","N","N","Y","2011","67","CYCLE_2011_Philadelphia","67301"
"2011091021","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2011","67","CYCLE_2011_Philadelphia","67301"
"2011091023","2","","","","","","","","","","","","","","","","","","","","N","N","N","N","2011","67","CYCLE_2011_Philadelphia","67301"
"2011091036","7","U","U","U","U","9","U","U","U","U","99999","","","","","","","","N","U","","","","","2011","67","CYCLE_2011_Philadelphia","67301"
"2011091042","1","","","","","","","","","","","","","","","","","","","","N","U","N","U","2011","67","CYCLE_2011_Philadelphia","67301"
"2011091044","1","","","","","","","","","","","","","","","","","","","","U","U","N","U","2011","67","CYCLE_2011_Philadelphia","67301"
"2011092838","1","","","","","","","","","","","","","","","","","","","","U","U","N","U","2011","67","CYCLE_2011_Philadelphia","67301"
"2011092846","1","U","U","U","U","9","U","U","U","U","99999","","","","","","","","N","U","","","","","2011","67","CYCLE_2011_Philadelphia","67301"
"2011092851","2","","","","","","","","","","","","","","","","","","","","N","N","N","N","2011","67","CYCLE_2011_Philadelphia","67301"
"2011092860","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2011","67","CYCLE_2011_Philadelphia","67301"
"2011092890","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2011","67","CYCLE_2011_Philadelphia","67301"
"2011092897","1","U","U","U","U","0","N","N","U","U","99999","","","","","","","","N","U","","","","","2011","67","CYCLE_2011_Philadelphia","67301"
"2011092903","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2011","67","CYCLE_2011_Philadelphia","67301"
"2011092933","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2011","67","CYCLE_2011_Philadelphia","67301"
"2011092939","2","","","","","","","","","","","","","","","","","","","","N","N","N","N","2011","67","CYCLE_2011_Philadelphia","67301"
"2011092944","2","U","U","U","U","9","U","U","U","U","99999","","","","","","","","N","U","","","","","2011","67","CYCLE_2011_Philadelphia","67301"
"2011092959","1","U","U","N","U","9","U","U","U","U","99999","","","","","","","","N","U","","","","","2011","67","CYCLE_2011_Philadelphia","67301"
"2011092961","2","","","","","","","","","","","","","","","","","","","","U","Y","N","U","2011","67","CYCLE_2011_Philadelphia","67301"
"2011092962","2","","","","","","","","","","","","","","","","","","","","N","N","N","U","2011","67","CYCLE_2011_Philadelphia","67301"
"2011092970","1","","","","","","","","","","","","","","","","","","","","U","U","N","U","2011","67","CYCLE_2011_Philadelphia","67301"
"2011092985","2","N","U","U","Y","1","U","U","Y","Y","00600","","","","","","","","N","N","","","","","2011","67","CYCLE_2011_Philadelphia","67301"
"2011093001","2","","","","","","","","","","","","","","","","","","","","N","N","N","N","2011","67","CYCLE_2011_Philadelphia","67301"
"2011093015","2","U","U","U","U","9","U","U","U","U","99999","","","","","","","","N","U","","","","","2011","67","CYCLE_2011_Philadelphia","67301"
"2011093025","1","U","U","U","U","9","U","U","U","U","99999","","","","","","","","N","U","","","","","2011","67","CYCLE_2011_Philadelphia","67301"
"2011093025","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2011","67","CYCLE_2011_Philadelphia","67301"
