"CRN","UNIT_NUM","TRL_SEQ_NUM","TRL_VEH_REG_STATE","TRL_VEH_TYPE_CD","TRL_VEH_TAG_NUM","TRL_VEH_TAG_YR","CRASH_YEAR","COUNTY","COUNTY_YEAR","MUNICIPALITY"
"2011082516","1","0","MA","7","72E5Q397 ","","2011","67","TRAILVEH_2011_Philadelphia","67301"
"2011082520","3","0","","7","","","2011","67","TRAILVEH_2011_Philadelphia","67301"
"2011082650","1","0","","7","V747SI ","","2011","67","TRAILVEH_2011_Philadelphia","67301"
"2011082665","1","0","MI","7","C0477W ","","2011","67","TRAILVEH_2011_Philadelphia","67301"
"2011083345","3","0","PA","3","4FY0860 ","","2011","67","TRAILVEH_2011_Philadelphia","67301"
"2011085481","1","0","","1","","","2011","67","TRAILVEH_2011_Philadelphia","67301"
"2011085554","3","0","","7","","","2011","67","TRAILVEH_2011_Philadelphia","67301"
"2011023174","2","0","","7","","","2011","67","TRAILVEH_2011_Philadelphia","67301"
"2011023342","5","0","","1","","","2011","67","TRAILVEH_2011_Philadelphia","67301"
"2011023405","1","0","PA","7","PT5897R ","9999","2011","67","TRAILVEH_2011_Philadelphia","67301"
"2011023889","1","0","PA","7","PT4438H ","2013","2011","67","TRAILVEH_2011_Philadelphia","67301"
"2011024125","1","0","MO","7","PRO736 ","2007","2011","67","TRAILVEH_2011_Philadelphia","67301"
"2011024583","2","0","ME","7","14TRL48425 ","2012","2011","67","TRAILVEH_2011_Philadelphia","67301"
"2011024651","1","0","IL","7","TIN866 ","","2011","67","TRAILVEH_2011_Philadelphia","67301"
"2011024678","2","0","","7","T0IH08 ","","2011","67","TRAILVEH_2011_Philadelphia","67301"
"2011027333","1","0","PA","7","PT8155K ","9999","2011","67","TRAILVEH_2011_Philadelphia","67301"
"2011028960","2","0","ME","6","NY292Y ","","2011","67","TRAILVEH_2011_Philadelphia","67301"
"2011029201","2","0","","8","","","2011","67","TRAILVEH_2011_Philadelphia","67301"
"2011029361","2","0","NS","7","PT62318 ","2013","2011","67","TRAILVEH_2011_Philadelphia","67301"
"2011029444","1","0","","7","","","2011","67","TRAILVEH_2011_Philadelphia","67301"
"2011029549","1","0","IL","7","T463671 ","2011","2011","67","TRAILVEH_2011_Philadelphia","67301"
"2011029833","2","0","ME","3","1591079 ","2015","2011","67","TRAILVEH_2011_Philadelphia","67301"
"2011071241","1","0","IL","7","333404ST ","2012","2011","67","TRAILVEH_2011_Philadelphia","67301"
"2011071242","1","0","ME","7","13TLR55407 ","2012","2011","67","TRAILVEH_2011_Philadelphia","67301"
"2011071419","2","0","NJ","7","T69W7Z ","2012","2011","67","TRAILVEH_2011_Philadelphia","67301"
"2011074288","1","0","NY","1","BA20057 ","2012","2011","67","TRAILVEH_2011_Philadelphia","67301"
"2011075573","1","0","","1","","","2011","67","TRAILVEH_2011_Philadelphia","67301"
"2011075686","1","0","NJ","7","759ZW ","","2011","67","TRAILVEH_2011_Philadelphia","67301"
"2011075830","2","0","","3","XFC47H ","","2011","67","TRAILVEH_2011_Philadelphia","67301"
"2011076059","1","0","","7","","","2011","67","TRAILVEH_2011_Philadelphia","67301"
"2011076277","2","0","NM","9","NA ","","2011","67","TRAILVEH_2011_Philadelphia","67301"
"2011076289","2","0","TN","7","278841 ","2012","2011","67","TRAILVEH_2011_Philadelphia","67301"
"2011076903","2","0","PA","7","PT0974K ","2012","2011","67","TRAILVEH_2011_Philadelphia","67301"
"2011078076","1","0","IL","7","279870ST ","2011","2011","67","TRAILVEH_2011_Philadelphia","67301"
"2011090428","3","0","PA","1","FR85967 ","","2011","67","TRAILVEH_2011_Philadelphia","67301"
"2011090466","1","0","TN","7","UIB57Q ","","2011","67","TRAILVEH_2011_Philadelphia","67301"
"2011090494","1","0","","1","","","2011","67","TRAILVEH_2011_Philadelphia","67301"
"2011090703","1","0","OK","7","5577DF ","2012","2011","67","TRAILVEH_2011_Philadelphia","67301"
"2011091022","2","0","","8","","","2011","67","TRAILVEH_2011_Philadelphia","67301"
"2011091022","3","0","","8","","","2011","67","TRAILVEH_2011_Philadelphia","67301"
"2011093041","1","0","","6","1I770834 ","","2011","67","TRAILVEH_2011_Philadelphia","67301"
"2011093632","1","0","OK","7","9826EB ","2011","2011","67","TRAILVEH_2011_Philadelphia","67301"
"2011095460","2","0","","7","HSB698 ","","2011","67","TRAILVEH_2011_Philadelphia","67301"
"2011095467","2","0","MO","6","PA86468 ","","2011","67","TRAILVEH_2011_Philadelphia","67301"
"2011095469","2","0","","6","P2S7DOI ","","2011","67","TRAILVEH_2011_Philadelphia","67301"
"2011096426","1","0","SC","6","PV63571 ","1999","2011","67","TRAILVEH_2011_Philadelphia","67301"
"2011098067","1","0","","8","","","2011","67","TRAILVEH_2011_Philadelphia","67301"
"2011098068","1","0","","7","5586R ","","2011","67","TRAILVEH_2011_Philadelphia","67301"
"2011099747","1","0","PA","7","PT4188H ","2012","2011","67","TRAILVEH_2011_Philadelphia","67301"
"2011100296","3","0","","6","","","2011","67","TRAILVEH_2011_Philadelphia","67301"
"2011100643","1","0","","9","","","2011","67","TRAILVEH_2011_Philadelphia","67301"
"2011100665","1","0","NJ","8","TZ9XJM ","","2011","67","TRAILVEH_2011_Philadelphia","67301"
"2011100712","2","0","","1","","","2011","67","TRAILVEH_2011_Philadelphia","67301"
"2011101144","1","0","ME","7","128955A ","2012","2011","67","TRAILVEH_2011_Philadelphia","67301"
"2011101852","1","0","NJ","6","TEM73E ","2011","2011","67","TRAILVEH_2011_Philadelphia","67301"
"2011009477","1","0","TN","7","TN410409 ","2011","2011","67","TRAILVEH_2011_Philadelphia","67301"
"2011009477","2","0","PA","7","PT5434L ","2011","2011","67","TRAILVEH_2011_Philadelphia","67301"
"2011011027","1","0","RI","7","TRL31657 ","2011","2011","67","TRAILVEH_2011_Philadelphia","67301"
"2011030839","2","0","PA","7","PT2910N ","9999","2011","67","TRAILVEH_2011_Philadelphia","67301"
"2011031276","1","0","","8","","","2011","67","TRAILVEH_2011_Philadelphia","67301"
"2011031276","2","0","","9","","","2011","67","TRAILVEH_2011_Philadelphia","67301"
"2011032242","2","0","ME","7","158006A ","2011","2011","67","TRAILVEH_2011_Philadelphia","67301"
"2011032753","2","0","TN","7","U041491 ","","2011","67","TRAILVEH_2011_Philadelphia","67301"
"2011032873","2","0","IN","7","P186225 ","2011","2011","67","TRAILVEH_2011_Philadelphia","67301"
"2011033422","1","0","","7","","","2011","67","TRAILVEH_2011_Philadelphia","67301"
"2011033731","1","0","NJ","7","TJE56H ","2014","2011","67","TRAILVEH_2011_Philadelphia","67301"
"2011035510","2","0","PA","6","PT1886J ","2099","2011","67","TRAILVEH_2011_Philadelphia","67301"
"2011036012","1","0","NJ","3","TFE96K ","2011","2011","67","TRAILVEH_2011_Philadelphia","67301"
"2011036363","2","0","NJ","7","TJJ83K ","2011","2011","67","TRAILVEH_2011_Philadelphia","67301"
"2011036703","1","0","IN","7","SE258AAL ","2012","2011","67","TRAILVEH_2011_Philadelphia","67301"
"2011037029","2","0","NJ","6","TJK34X ","2012","2011","67","TRAILVEH_2011_Philadelphia","67301"
"2011131153","2","0","PA","7","PT0867H ","2012","2011","67","TRAILVEH_2011_Philadelphia","67301"
"2011132029","2","0","ME","6","1471524 ","2001","2011","67","TRAILVEH_2011_Philadelphia","67301"
"2011132033","2","0","PA","3","XS37920 ","2013","2011","67","TRAILVEH_2011_Philadelphia","67301"
"2011132716","2","0","","7","Q87CH ","","2011","67","TRAILVEH_2011_Philadelphia","67301"
"2011133344","1","0","ME","7","1266373 ","2012","2011","67","TRAILVEH_2011_Philadelphia","67301"
"2011133466","2","0","ME","7","615998 ","2012","2011","67","TRAILVEH_2011_Philadelphia","67301"
"2011134796","1","0","","7","","","2011","67","TRAILVEH_2011_Philadelphia","67301"
"2011121226","1","0","ME","7","1696641 ","2016","2011","67","TRAILVEH_2011_Philadelphia","67301"
"2011121464","2","0","","7","","","2011","67","TRAILVEH_2011_Philadelphia","67301"
"2011118187","2","0","","3","XN02I7O ","","2011","67","TRAILVEH_2011_Philadelphia","67301"
"2011118196","2","0","","7","","","2011","67","TRAILVEH_2011_Philadelphia","67301"
"2011053007","2","0","IL","6","240462ST ","1998","2011","67","TRAILVEH_2011_Philadelphia","67301"
