"CRN","UNIT_NUM","PERSON_NUM","PERSON_TYPE","INJ_SEVERITY","RESTRAINT_HELMET","AIRBAG_PADS","SEAT_POSITION","EJECTION_IND","AGE","SEX","EJECT_PATH_CD","EXTRIC_IND","TRANSPORTED","DVR_LIC_STATE","DVR_PED_CONDITION","PED_LOCATION","PED_SIGNAL","CLOTHING_TYPE","CRASH_YEAR","COUNTY","COUNTY_YEAR","MUNICIPALITY"
"2002028094","1","1","1","3","99","99","01","0","26","M","0","0","Y","PA","0","","","","2001","67","PERSON_2001_Philadelphia","67301"
"2002028094","2","1","1","3","99","99","01","0","99","M","0","0","Y","ZZ","0","","","","2001","67","PERSON_2001_Philadelphia","67301"
"2002028261","1","1","1","4","03","01","01","0","37","F","0","0","Y","NJ","0","","","","2001","67","PERSON_2001_Philadelphia","67301"
"2002028261","2","1","1","4","03","00","01","0","81","F","0","0","Y","PA","0","","","","2001","67","PERSON_2001_Philadelphia","67301"
"2002028494","1","1","1","0","01","00","01","0","40","M","0","0","N","PA","0","","","","2001","67","PERSON_2001_Philadelphia","67301"
"2002028494","2","1","1","0","01","01","01","0","30","F","0","0","N","NJ","0","","","","2001","67","PERSON_2001_Philadelphia","67301"
"2002028557","2","1","7","3","00","00","00","0","12","F","0","0","Y","","0","05","3","9","2001","67","PERSON_2001_Philadelphia","67301"
"2002028557","1","1","1","0","99","99","01","0","26","M","0","0","N","PA","0","","","","2001","67","PERSON_2001_Philadelphia","67301"
"2002029053","2","2","2","0","03","00","03","0","39","M","0","0","N","PA","0","","","","2001","67","PERSON_2001_Philadelphia","67301"
"2002029053","2","1","1","4","03","10","01","0","36","F","0","0","N","PA","0","","","","2001","67","PERSON_2001_Philadelphia","67301"
"2002029053","1","1","1","0","03","10","01","0","23","F","0","0","N","PA","0","","","","2001","67","PERSON_2001_Philadelphia","67301"
"2002029460","2","1","7","3","00","00","00","0","43","F","0","0","Y","","0","05","2","9","2001","67","PERSON_2001_Philadelphia","67301"
"2002029460","1","1","1","0","99","99","01","1","18","M","0","1","N","PA","9","","","","2001","67","PERSON_2001_Philadelphia","67301"
"2002038315","1","2","2","4","00","00","98","0","56","F","0","0","N","","0","","","","2001","67","PERSON_2001_Philadelphia","67301"
"2002038315","1","1","1","0","03","00","01","0","35","M","0","0","N","","0","","","","2001","67","PERSON_2001_Philadelphia","67301"
"2002038315","2","3","1","0","02","00","01","0","51","M","0","0","N","PA","9","","","","2001","67","PERSON_2001_Philadelphia","67301"
"2002028107","2","1","1","0","03","00","01","0","99","M","0","0","N","MS","0","","","","2001","67","PERSON_2001_Philadelphia","67301"
"2002028107","1","1","1","0","03","00","01","0","47","M","0","0","N","PA","0","","","","2001","67","PERSON_2001_Philadelphia","67301"
"2002028700","2","2","1","0","99","99","01","0","32","M","0","0","N","PA","0","","","","2001","67","PERSON_2001_Philadelphia","67301"
"2002029746","2","1","7","4","00","00","00","0","6","M","0","0","Y","","0","05","9","9","2001","67","PERSON_2001_Philadelphia","67301"
"2002029746","1","1","1","0","00","00","01","0","19","M","0","1","N","PA","0","","","","2001","67","PERSON_2001_Philadelphia","67301"
"2002030880","2","1","1","0","99","04","01","1","45","F","0","1","N","PA","0","","","","2001","67","PERSON_2001_Philadelphia","67301"
"2002030880","1","2","2","0","01","99","03","1","99","M","0","1","N","PA","0","","","","2001","67","PERSON_2001_Philadelphia","67301"
"2002030880","1","1","1","0","01","99","01","1","36","F","0","1","N","PA","0","","","","2001","67","PERSON_2001_Philadelphia","67301"
"2002031085","1","1","1","0","00","00","01","0","21","F","0","0","N","PA","0","","","","2001","67","PERSON_2001_Philadelphia","67301"
"2002031280","1","1","1","4","99","01","01","0","21","M","0","0","Y","PA","0","","","","2001","67","PERSON_2001_Philadelphia","67301"
"2002031459","1","1","1","3","99","99","01","1","37","F","0","8","Y","PA","9","","","","2001","67","PERSON_2001_Philadelphia","67301"
"2002031459","2","1","1","0","99","99","01","1","65","M","0","1","N","PA","0","","","","2001","67","PERSON_2001_Philadelphia","67301"
"2002031569","1","5","2","0","00","12","08","0","16","M","0","0","N","PA","0","","","","2001","67","PERSON_2001_Philadelphia","67301"
