"CRN","DISTRICT","COUNTY","MUNICIPALITY","POLICE_AGCY","CRASH_YEAR","CRASH_MONTH","DAY_OF_WEEK","TIME_OF_DAY","HOUR_OF_DAY","ILLUMINATION","WEATHER","ROAD_CONDITION","COLLISION_TYPE","RELATION_TO_ROAD","WORK_ZONE_TYPE","WORK_ZONE_LOC","WORK_ZONE_IND","INTERSECT_TYPE","TCD_TYPE","LOCATION_TYPE","URBAN_RURAL","FATAL_COUNT","INJURY_COUNT","PERSON_COUNT","TOTAL_UNITS","SCH_BUS_IND","SCH_ZONE_IND","LATITUDE","LONGITUDE","ARRIVAL_TM","CONS_ZONE_SPD_LIM","DISPATCH_TM","EST_HRS_CLOSED","LANE_CLOSED","LN_CLOSE_DIR","NTFY_HIWY_MAINT","SPEC_JURIS_CD","TCD_FUNC_CD","TFC_DETOUR_IND","WORKERS_PRES","WZ_CLOSE_DETOUR","WZ_FLAGGER","WZ_LAW_OFFCR_IND","WZ_LN_CLOSURE","WZ_MOVING","WZ_OTHER","WZ_SHLDER_MDN","VEHICLE_COUNT","AUTOMOBILE_COUNT","MOTORCYCLE_COUNT","BUS_COUNT","SMALL_TRUCK_COUNT","HEAVY_TRUCK_COUNT","SUV_COUNT","VAN_COUNT","BICYCLE_COUNT","MAJ_INJ_COUNT","MOD_INJ_COUNT","MIN_INJ_COUNT","TOT_INJ_COUNT","UNK_INJ_DEG_COUNT","UNK_INJ_PER_COUNT","DRIVER_COUNT_16YR","DRIVER_COUNT_17YR","DRIVER_COUNT_18YR","DRIVER_COUNT_19YR","DRIVER_COUNT_20YR","DRIVER_COUNT_50_64YR","DRIVER_COUNT_65_74YR","DRIVER_COUNT_75PLUS","UNBELTED_OCC_COUNT","UNB_DEATH_COUNT","UNB_MAJ_INJ_COUNT","BELTED_DEATH_COUNT","BELTED_MAJ_INJ_COUNT","MCYCLE_DEATH_COUNT","MCYCLE_MAJ_INJ_COUNT","BICYCLE_DEATH_COUNT","BICYCLE_MAJ_INJ_COUNT","PED_COUNT","PED_DEATH_COUNT","PED_MAJ_INJ_COUNT","MAX_SEVERITY_LEVEL","COMM_VEH_COUNT","DEC_LAT","DEC_LONG","RDWY_SURF_TYPE_CD","COUNTY_YEAR"
"2001240074","06","67","67301","67301","2001","04","6","1252","12","1","1","0","8","1","","","N","00","0","07","3","0","1","2","2","N","N","40 02:11.400","75 06:32.040","9999","","9999","","0","","N","","0 ","","","","","","","","","","1","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","4","0","40.0366","-75.1088","","CRASH_2001_Philadelphia"
"2001207424","06","67","67301","67301","2001","01","1","1348","13","1","1","1","9","1","","","N","00","0","00","3","0","1","1","2","N","N","39 59:25.440","75 07:39.000","9999","","9999","","0","","N","","0 ","","","","","","","","","","2","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","39.9905","-75.1274","","CRASH_2001_Philadelphia"
"2001223869","06","67","67301","67301","2001","03","2","1605","16","1","1","0","8","1","","","N","05","2","00","3","0","1","2","2","N","N","40 03:11.520","75 07:19.560","9999","","9999","","0","","N","","3 ","","","","","","","","","","1","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","4","0","40.0532","-75.1221","","CRASH_2001_Philadelphia"
"2001223899","06","67","67301","67301","2001","03","7","0025","00","3","1","0","4","1","","","N","01","2","00","3","0","1","3","2","N","N","40 05:40.560","75 00:54.000","9999","","9999","","0","","N","","3 ","","","","","","","","","","2","1","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","1","40.0948","-75.0153","","CRASH_2001_Philadelphia"
"2001231105","06","67","67301","67301","2001","03","1","0023","00","3","1","0","9","1","","","N","00","0","00","3","0","1","1","2","N","N","","","9999","","9999","","0","","N","","0 ","","","","","","","","","","2","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","","","","CRASH_2001_Philadelphia"
"2001240169","06","67","67301","67301","2001","04","2","1400","14","1","1","0","1","1","","","N","00","0","00","3","0","1","3","3","N","N","","","9999","","9999","","0","","N","","0 ","","","","","","","","","","3","3","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","","","","CRASH_2001_Philadelphia"
"2001207674","06","67","67301","67301","2001","01","2","0214","02","3","2","0","1","1","","","N","01","2","00","3","0","4","4","2","N","N","40 04:50.160","75 01:42.240","9999","","9999","","0","","N","","3 ","","","","","","","","","","2","2","0","0","0","0","0","0","0","0","3","1","4","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","40.0809","-75.0288","","CRASH_2001_Philadelphia"
"2001215541","06","67","67301","67301","2001","03","6","0200","02","3","1","0","4","1","","","N","01","2","00","3","0","3","4","3","N","N","","","9999","","9999","","0","","N","","3 ","","","","","","","","","","3","2","0","0","0","0","1","0","0","0","1","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","","","","CRASH_2001_Philadelphia"
"2001231167","06","67","67301","67301","2001","03","3","1840","18","3","1","0","5","1","","","N","00","0","00","3","0","2","2","2","N","N","","","9999","","9999","","0","","N","","0 ","","","","","","","","","","2","1","0","0","0","0","1","0","0","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","","","","CRASH_2001_Philadelphia"
"2001231217","06","67","67301","67301","2001","03","3","0903","09","1","1","0","8","1","","","N","01","2","00","3","0","1","2","2","N","N","39 57:42.840","75 14:26.520","9999","","9999","","0","","N","","3 ","","","","","","","","","","1","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","3","0","39.962","-75.2407","","CRASH_2001_Philadelphia"
"2001248787","06","67","67301","67301","2001","05","7","1600","16","1","1","0","5","1","","","N","01","0","00","3","0","2","2","2","N","N","40 02:45.240","75 10:56.280","9999","","9999","","0","","N","","0 ","","","","","","","","","","2","1","1","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","40.0459","-75.1822","","CRASH_2001_Philadelphia"
"2001206186","06","67","67301","67301","2001","01","5","0431","04","3","1","0","1","1","","","N","02","2","00","3","0","2","2","2","N","N","40 05:59.640","75 00:28.800","9999","","9999","","0","","N","","3 ","","","","","","","","","","2","1","0","0","0","0","0","1","0","0","2","0","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","3","0","40.1001","-75.0084","","CRASH_2001_Philadelphia"
"2001210756","06","67","67301","67301","2001","02","7","0810","08","1","1","0","4","1","","","N","01","2","00","3","0","0","2","4","N","N","40 02:40.560","75 03:16.920","9999","","9999","","0","","N","","3 ","","","","","","","","","","4","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40.0446","-75.0547","","CRASH_2001_Philadelphia"
"2001240079","06","67","67301","67301","2001","04","7","0129","01","3","1","0","7","5","","","N","00","0","00","3","0","0","1","1","N","N","","","9999","","9999","","0","","N","","0 ","","","","","","","","","","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","CRASH_2001_Philadelphia"
"2001240264","06","67","67301","67301","2001","04","7","1100","11","1","1","0","1","1","","","N","01","2","00","3","0","1","2","2","N","N","40 05:03.840","74 58:24.960","9999","","9999","","0","","N","","3 ","","","","","","","","","","2","0","0","0","0","0","2","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","40.0845","-74.9738","","CRASH_2001_Philadelphia"
"2001019648","06","67","67301","67301","2001","06","3","2030","20","3","1","0","4","1","","","N","01","2","00","3","0","1","2","2","N","N","","","2040","","2032","","0","","N","","3 ","","","","","","","","","","2","2","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","","","","CRASH_2001_Philadelphia"
"2001207472","06","67","67301","67301","2001","01","2","0855","08","1","1","5","1","1","","","N","00","0","00","3","0","1","3","3","N","N","","","9999","","9999","","0","","N","","0 ","","","","","","","","","","3","1","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","","","","CRASH_2001_Philadelphia"
"2001211370","06","67","67301","67301","2001","02","5","0715","07","1","1","0","7","5","","","N","00","0","00","3","0","1","1","1","N","N","","","9999","","9999","","0","","N","","0 ","","","","","","","","","","1","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","3","0","","","","CRASH_2001_Philadelphia"
"2001213164","06","67","67301","67301","2001","02","7","0300","03","3","2","1","7","5","","","N","00","0","00","3","0","1","1","1","N","N","","","9999","","9999","","0","","N","","0 ","","","","","","","","","","1","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","","","","CRASH_2001_Philadelphia"
"2001215581","06","67","67301","67301","2001","02","7","1625","16","1","1","0","4","1","","","N","05","2","00","3","0","0","4","2","N","N","39 58:45.480","75 07:06.240","9999","","9999","","0","","N","","3 ","","","","","","","","","","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","39.9771","-75.1194","","CRASH_2001_Philadelphia"
"2001215636","06","67","67301","67301","2001","03","6","0240","02","3","1","0","4","1","","","N","01","9","00","3","0","0","2","2","N","N","39 59:30.480","75 06:46.080","9999","","9999","","0","","N","","9 ","","","","","","","","","","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","39.9917","-75.1128","","CRASH_2001_Philadelphia"
"2001207496","06","67","67301","67301","2001","01","4","1535","15","1","1","0","4","1","","","N","01","3","00","3","0","2","2","2","N","N","40 00:50.040","75 04:01.920","9999","","9999","","0","","N","","3 ","","","","","","","","","","2","1","0","0","1","0","0","0","0","0","1","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","40.0139","-75.0671","","CRASH_2001_Philadelphia"
"2001240943","06","67","67301","67301","2001","04","7","0255","02","3","1","0","0","1","","","N","00","0","00","3","0","0","1","6","N","N","","","9999","","9999","","0","","N","","0 ","","","","","","","","","","6","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","CRASH_2001_Philadelphia"
"2001243607","06","67","67301","67301","2001","04","7","1405","14","1","1","0","4","1","","","N","00","0","07","3","0","3","3","2","N","N","","","9999","","9999","","0","","N","","0 ","","","","","","","","","","2","2","0","0","0","0","0","0","0","0","2","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","","","","CRASH_2001_Philadelphia"
"2001213103","06","67","67301","67301","2001","02","1","1855","18","3","1","0","4","1","","","N","01","2","00","3","0","2","4","2","N","N","","","9999","","9999","","0","","N","","3 ","","","","","","","","","","2","1","0","0","0","0","1","0","0","0","1","1","2","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","","","","CRASH_2001_Philadelphia"
"2001216869","06","67","67301","67301","2001","03","1","2105","21","3","1","0","9","1","","","N","00","0","00","3","0","2","2","2","N","N","40 03:55.440","75 03:43.200","9999","","9999","","0","","N","","0 ","","","","","","","","","","2","0","0","0","1","0","0","0","0","0","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","40.0655","-75.062","","CRASH_2001_Philadelphia"
"2001239045","06","67","67301","67301","2001","04","5","1520","15","1","1","0","9","1","","","N","00","0","00","3","0","1","1","2","N","N","","","9999","","9999","","0","","N","","0 ","","","","","","","","","","2","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","","","","CRASH_2001_Philadelphia"
"2001010040","06","67","67301","46104","2001","05","3","0854","08","1","1","0","1","1","","","N","01","2","00","3","0","1","3","2","N","N","40 00:29.896","75 12:41.519","0857","","0854","","0","","N","","3 ","","","","","","","","","","2","1","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","1","40.0086","-75.2108","","CRASH_2001_Philadelphia"
"2001208941","06","67","67301","67301","2001","01","6","2018","20","3","1","0","4","1","","","N","01","2","00","3","0","1","2","4","N","N","40 02:34.800","75 08:37.680","9999","","9999","","0","","N","","3 ","","","","","","","","","","4","1","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","40.0429","-75.1438","","CRASH_2001_Philadelphia"
"2001213104","06","67","67301","67301","2001","02","6","1257","12","1","2","1","5","1","","","N","00","0","00","3","0","1","2","4","N","N","39 57:56.880","75 09:37.800","9999","","9999","","0","","N","","0 ","","","","","","","","","","4","2","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","39.9658","-75.1606","","CRASH_2001_Philadelphia"
"2001215504","06","67","67301","67301","2001","03","6","9999","99","1","2","1","4","1","","","N","01","2","02","3","0","2","2","2","N","N","40 05:58.560","74 59:09.240","9999","","9999","","0","","N","","3 ","","","","","","","","","","2","1","0","0","0","0","0","1","0","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","40.0996","-74.9859","","CRASH_2001_Philadelphia"
"2001217198","06","67","67301","67301","2001","03","6","0930","09","1","1","0","4","1","","","N","01","3","00","3","0","2","13","2","N","N","40 00:37.800","75 09:39.240","9999","","9999","","0","","N","","3 ","","","","","","","","","","2","1","0","1","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","1","40.0105","-75.1608","","CRASH_2001_Philadelphia"
"2001233405","06","67","67301","67301","2001","03","4","1000","10","1","1","0","7","1","","","N","00","0","00","3","0","1","1","1","N","N","39 58:59.520","75 05:55.680","9999","","9999","","0","","N","","0 ","","","","","","","","","","1","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","39.9832","-75.0986","","CRASH_2001_Philadelphia"
"2001239087","06","67","67301","67301","2001","04","1","1925","19","1","1","0","1","1","1","8","Y","02","2","00","3","0","1","3","2","N","N","39 57:12.600","75 08:22.920","9999","99","9999","","0","","N","","3 ","","U","","","U","","","","","2","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","39.9535","-75.1398","","CRASH_2001_Philadelphia"
"2001240279","06","67","67301","67301","2001","04","3","1950","19","1","1","0","8","1","","","N","01","1","00","3","0","1","2","2","N","N","39 55:27.840","75 10:10.920","9999","","9999","","0","","N","","3 ","","","","","","","","","","1","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","4","0","39.9244","-75.1696","","CRASH_2001_Philadelphia"
"2001016726","06","67","67301","67301","2001","06","2","1150","11","1","1","0","4","1","","","N","01","2","00","3","0","1","3","2","N","N","39 57:09.291","75 11:24.387","1215","","1205","","0","","N","","3 ","","","","","","","","","","1","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","4","0","39.9541","-75.1897","","CRASH_2001_Philadelphia"
"2001204663","06","67","67301","67301","2001","01","7","0527","05","3","1","0","8","1","","","N","00","0","00","3","0","1","2","2","N","N","","","9999","","9999","","0","","N","","0 ","","","","","","","","","","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","9","0","","","","CRASH_2001_Philadelphia"
"2001207585","06","67","67301","67301","2001","01","7","1714","17","2","1","0","8","1","","","N","02","3","00","3","0","1","2","2","N","N","39 58:58.080","75 14:30.120","9999","","9999","","0","","N","","3 ","","","","","","","","","","1","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","2","0","39.9828","-75.2417","","CRASH_2001_Philadelphia"
"2001213110","06","67","67301","67301","2001","02","4","1630","16","1","1","0","1","1","","","N","01","2","00","3","0","0","2","2","N","N","40 04:12.720","75 04:13.440","9999","","9999","","0","","N","","3 ","","","","","","","","","","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40.0702","-75.0704","","CRASH_2001_Philadelphia"
"2001231157","06","67","67301","67301","2001","03","2","1952","19","3","1","0","8","1","","","N","01","2","00","3","0","1","2","2","N","N","39 57:46.440","75 12:08.640","9999","","9999","","0","","N","","3 ","","","","","","","","","","1","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","4","0","39.9629","-75.2023","","CRASH_2001_Philadelphia"
"2001233315","06","67","67301","67301","2001","03","6","2300","23","3","1","0","1","1","","","N","01","2","00","3","0","1","3","3","N","N","39 56:29.400","75 14:06.000","9999","","9999","","0","","N","","3 ","","","","","","","","","","3","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","9","0","39.9414","-75.2351","","CRASH_2001_Philadelphia"
"2001207475","06","67","67301","67301","2001","01","7","0151","01","3","2","1","9","1","","","N","00","0","00","3","0","0","1","2","N","N","","","9999","","9999","","0","","N","","0 ","","","","","","","","","","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","CRASH_2001_Philadelphia"
"2001233393","06","67","67301","67301","2001","04","1","1848","18","1","1","1","1","1","","","N","01","2","00","3","0","1","4","2","N","N","40 02:11.493","75 10:49.407","9999","","9999","","0","","N","","3 ","","","","","","","","","","2","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","40.0365","-75.1804","","CRASH_2001_Philadelphia"
"2001019547","06","67","67301","67301","2001","06","7","0952","09","1","2","1","4","1","","","N","02","2","00","3","0","1","2","2","N","N","39 55:50.073","75 10:08.648","1006","","0959","","0","","N","","3 ","","","","","","","","","","1","1","0","0","0","0","0","0","1","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","39.9306","-75.1691","","CRASH_2001_Philadelphia"
"2001204148","06","67","67301","67301","2001","01","5","1249","12","1","1","1","1","1","","","N","01","2","00","3","0","1","2","2","N","N","40 01:57.777","75 10:27.832","9999","","9999","","0","","N","","3 ","","","","","","","","","","2","2","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","3","0","40.0327","-75.1744","","CRASH_2001_Philadelphia"
"2001204561","06","67","67301","67301","2001","01","7","0055","00","3","1","0","1","1","","","N","01","2","00","3","0","2","3","2","N","N","39 58:17.040","75 07:36.120","9999","","9999","","0","","N","","3 ","","","","","","","","","","2","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","39.9714","-75.1272","","CRASH_2001_Philadelphia"
"2001207434","06","67","67301","67301","2001","01","1","0025","00","3","4","3","4","1","","","N","01","2","00","3","0","0","2","2","N","N","39 59:28.320","75 08:06.000","9999","","9999","","0","","N","","3 ","","","","","","","","","","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","39.9912","-75.135","","CRASH_2001_Philadelphia"
"2001214300","06","67","67301","67301","2001","02","5","1736","17","4","4","2","6","1","","","N","02","3","00","3","0","0","3","3","N","N","39 58:49.800","75 11:52.800","9999","","9999","","0","","N","","3 ","","","","","","","","","","3","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","39.9805","-75.1978","","CRASH_2001_Philadelphia"
"2001214320","06","67","67301","67301","2001","02","7","2200","22","3","1","0","1","1","","","N","00","0","00","3","0","2","3","2","N","N","40 01:12.720","75 08:56.040","9999","","9999","","0","","N","","0 ","","","","","","","","","","2","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","40.0201","-75.1488","","CRASH_2001_Philadelphia"
"2001239119","06","67","67301","67301","2001","04","4","0810","08","1","1","0","4","1","","","N","00","0","07","3","0","2","2","2","N","N","40 03:45.360","75 05:00.240","9999","","9999","","0","","N","","0 ","","","","","","","","","","2","1","0","0","0","0","0","1","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","40.0625","-75.0835","","CRASH_2001_Philadelphia"
"2001244641","06","67","67301","67301","2001","05","6","1120","11","1","1","0","4","1","","","N","01","2","00","3","0","3","3","2","N","N","39 59:49.560","75 05:22.560","9999","","9999","","0","","N","","3 ","","","","","","","","","","2","1","0","0","1","0","0","0","0","0","1","2","3","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","39.9974","-75.0895","","CRASH_2001_Philadelphia"
"2001244888","06","67","67301","67301","2001","05","4","1315","13","1","1","0","5","1","","","N","00","0","00","3","0","2","2","2","N","N","","","9999","","9999","","0","","N","","0 ","","","","","","","","","","2","1","0","0","0","0","0","1","0","0","0","0","0","0","2","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","","","","CRASH_2001_Philadelphia"
"2001007429","06","67","67301","67301","2001","05","5","0920","09","1","9","0","7","4","","","N","10","0","01","3","0","1","1","1","N","N","40 01:27.840","75 01:50.880","0921","","0921","1","2","2","N","","0 ","N","","","","","","","","","1","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","4","0","40.0245","-75.0306","","CRASH_2001_Philadelphia"
"2001207331","06","67","67301","67301","2001","01","7","1210","12","1","2","1","4","1","","","N","01","2","00","3","0","1","2","2","N","N","40 06:50.760","74 59:15.000","9999","","9999","","0","","N","","3 ","","","","","","","","","","2","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","40.1141","-74.9875","","CRASH_2001_Philadelphia"
"2001207372","06","67","67301","67301","2001","01","3","0515","05","3","1","9","4","1","","","N","01","2","00","3","0","2","2","2","N","N","40 01:30.360","75 07:31.800","9999","","9999","","0","","N","","3 ","","","","","","","","","","2","1","0","0","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","40.0251","-75.1255","","CRASH_2001_Philadelphia"
"2001239057","06","67","67301","67301","2001","04","1","0200","02","3","1","0","8","1","","","N","00","0","00","3","0","1","2","3","N","N","","","9999","","9999","","0","","N","","0 ","","","","","","","","","","2","2","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","4","0","","","","CRASH_2001_Philadelphia"
"2001240031","06","67","67301","67301","2001","04","2","1045","10","1","2","1","4","1","","","N","01","2","00","3","0","0","2","2","N","N","40 00:36.720","75 07:17.040","9999","","9999","","0","","N","","3 ","","","","","","","","","","2","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40.0101","-75.1214","","CRASH_2001_Philadelphia"
"2001008723","06","67","67301","67301","2001","06","2","1350","13","1","1","0","1","1","","","N","00","0","07","3","0","2","3","2","N","N","40 01:49.413","75 06:13.698","1353","","1353","","0","","N","","0 ","","","","","","","","","","2","2","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","40.0297","-75.1031","","CRASH_2001_Philadelphia"
"2001210699","06","67","67301","67301","2001","02","2","1633","16","1","1","0","7","1","","","N","00","0","00","3","0","3","3","1","N","N","39 59:49.920","75 04:56.280","9999","","9999","","0","","N","","0 ","","","","","","","","","","1","1","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","9","0","39.9971","-75.0822","","CRASH_2001_Philadelphia"
"2001211432","06","67","67301","67301","2001","02","4","1040","10","1","2","1","8","1","","","N","00","0","00","3","0","1","2","2","N","N","","","9999","","9999","","0","","N","","0 ","","","","","","","","","","1","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","4","0","","","","CRASH_2001_Philadelphia"
"2001204505","06","67","67301","67301","2001","01","5","1828","18","3","1","0","1","1","","","N","01","2","00","3","0","2","3","3","N","N","40 04:19.200","75 00:46.440","9999","","9999","","0","","N","","3 ","","","","","","","","","","3","3","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","40.0721","-75.013","","CRASH_2001_Philadelphia"
"2001207646","06","67","67301","67301","2001","01","7","0438","04","3","4","3","4","1","","","N","01","2","00","3","0","3","4","2","N","N","39 57:12.960","75 08:53.520","9999","","9999","","0","","N","","3 ","","","","","","","","","","2","0","0","0","2","0","0","0","0","1","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","39.9536","-75.1482","","CRASH_2001_Philadelphia"
"2001208925","06","67","67301","67301","2001","01","1","2010","20","3","1","0","4","1","","","N","01","2","00","3","0","6","6","2","N","N","39 58:18.480","75 14:41.280","9999","","9999","","0","","N","","3 ","","","","","","","","","","2","2","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","39.9719","-75.2448","","CRASH_2001_Philadelphia"
"2001233297","06","67","67301","67301","2001","03","7","1246","12","1","1","1","4","1","","","N","01","3","00","3","0","1","2","2","N","N","","","9999","","9999","","0","","N","","3 ","","","","","","","","","","2","2","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","","","","CRASH_2001_Philadelphia"
