"CRN","UNIT_NUM","TRL_SEQ_NUM","TRL_VEH_REG_STATE","TRL_VEH_TYPE_CD","TRL_VEH_TAG_NUM","TRL_VEH_TAG_YR","CRASH_YEAR","COUNTY","COUNTY_YEAR","MUNICIPALITY"
"2016033488","1","0","FL","7","9159CL ","2016","2016","67","TRAILVEH_2016_Philadelphia","67301"
"2016033491","2","0","ZZ","7","999999999999","9999","2016","67","TRAILVEH_2016_Philadelphia","67301"
"2016033498","1","0","OK","7","2022JT ","2016","2016","67","TRAILVEH_2016_Philadelphia","67301"
"2016033860","2","0","ZZ","7","999999999999","9999","2016","67","TRAILVEH_2016_Philadelphia","67301"
"2016033889","2","0","","","UHRNZW3 ","","2016","67","TRAILVEH_2016_Philadelphia","67301"
"2016034943","2","0","IL","7","423646ST ","2085","2016","67","TRAILVEH_2016_Philadelphia","67301"
"2016034983","2","0","ZZ","7","999999999999","9999","2016","67","TRAILVEH_2016_Philadelphia","67301"
"2016035697","1","0","PA","7","PT5191W ","2016","2016","67","TRAILVEH_2016_Philadelphia","67301"
"2016036497","1","0","ZZ","7","999999999999","9999","2016","67","TRAILVEH_2016_Philadelphia","67301"
"2016036524","2","0","ME","7","17-41793 ","2016","2016","67","TRAILVEH_2016_Philadelphia","67301"
"2016036529","2","0","PA","8","W57I7 ","","2016","67","TRAILVEH_2016_Philadelphia","67301"
"2016037597","1","0","ZZ","7","999999999999","9999","2016","67","TRAILVEH_2016_Philadelphia","67301"
"2016038282","2","0","NJ","7","TCB33X ","2017","2016","67","TRAILVEH_2016_Philadelphia","67301"
"2016038285","2","0","PA","7","XV28127 ","2016","2016","67","TRAILVEH_2016_Philadelphia","67301"
"2016038448","1","0","FL","6","0752CR ","2016","2016","67","TRAILVEH_2016_Philadelphia","67301"
"2016007851","1","0","ZZ","7","999999999999","9999","2016","67","TRAILVEH_2016_Philadelphia","67301"
"2016007870","2","0","KY","7","54087T ","2014","2016","67","TRAILVEH_2016_Philadelphia","67301"
"2016010352","1","0","IN","7","P426759 ","2016","2016","67","TRAILVEH_2016_Philadelphia","67301"
"2016010618","2","0","TN","7","T828140 ","2010","2016","67","TRAILVEH_2016_Philadelphia","67301"
"2016010618","3","0","QC","7","L9938F ","2016","2016","67","TRAILVEH_2016_Philadelphia","67301"
"2016010957","2","0","IL","6","T194150 ","2016","2016","67","TRAILVEH_2016_Philadelphia","67301"
"2016011630","1","0","NJ","7","TJW59K ","2016","2016","67","TRAILVEH_2016_Philadelphia","67301"
"2016013807","2","0","NJ","8","TP64ZP ","","2016","67","TRAILVEH_2016_Philadelphia","67301"
"2016013930","2","0","","7","","","2016","67","TRAILVEH_2016_Philadelphia","67301"
"2016025981","1","0","ZZ","7","999999999999","9999","2016","67","TRAILVEH_2016_Philadelphia","67301"
"2016027566","2","0","","1","","","2016","67","TRAILVEH_2016_Philadelphia","67301"
"2016027577","1","0","ZZ","7","999999999999","9999","2016","67","TRAILVEH_2016_Philadelphia","67301"
"2016028696","1","0","ME","7","184333B ","1994","2016","67","TRAILVEH_2016_Philadelphia","67301"
"2016028696","2","0","PA","1","HXY5319 ","2005","2016","67","TRAILVEH_2016_Philadelphia","67301"
"2016028799","1","0","IL","7","545863ST ","2016","2016","67","TRAILVEH_2016_Philadelphia","67301"
"2016028825","2","0","ME","7","2618186 ","2016","2016","67","TRAILVEH_2016_Philadelphia","67301"
"2016029028","3","0","NJ","7","TMD67Z ","2016","2016","67","TRAILVEH_2016_Philadelphia","67301"
"2016029774","1","0","NJ","7","TK859Z ","9999","2016","67","TRAILVEH_2016_Philadelphia","67301"
"2016029809","1","0","","2","","","2016","67","TRAILVEH_2016_Philadelphia","67301"
"2016030713","2","0","PA","7","P779U4 ","9999","2016","67","TRAILVEH_2016_Philadelphia","67301"
"2016030719","1","0","","2","","","2016","67","TRAILVEH_2016_Philadelphia","67301"
"2016030719","2","0","","2","","","2016","67","TRAILVEH_2016_Philadelphia","67301"
"2016030826","1","0","ZZ","7","999999999999","9999","2016","67","TRAILVEH_2016_Philadelphia","67301"
"2016031068","1","0","PA","1","XHVB95 ","1992","2016","67","TRAILVEH_2016_Philadelphia","67301"
"2016031441","3","0","OK","7","2179JW ","2018","2016","67","TRAILVEH_2016_Philadelphia","67301"
"2016031442","1","0","OR","7","HU12891 ","2016","2016","67","TRAILVEH_2016_Philadelphia","67301"
"2016095470","1","0","ME","7","278164A ","2016","2016","67","TRAILVEH_2016_Philadelphia","67301"
"2016095543","2","0","OK","7","8492FZ ","2040","2016","67","TRAILVEH_2016_Philadelphia","67301"
"2016096620","2","0","PA","7","PTJIDV ","9999","2016","67","TRAILVEH_2016_Philadelphia","67301"
"2016096624","1","0","PA","7","999999999999","9999","2016","67","TRAILVEH_2016_Philadelphia","67301"
"2016096625","1","0","","1","","","2016","67","TRAILVEH_2016_Philadelphia","67301"
"2016108219","1","0","ZF","7","99999 ","2017","2016","67","TRAILVEH_2016_Philadelphia","67301"
"2016068983","1","0","PA","7","PT0894W ","2012","2016","67","TRAILVEH_2016_Philadelphia","67301"
