"ACCESS_CTRL","ADJ_RDWY_SEQ","COUNTY","CRASH_YEAR","CRN","LANE_COUNT","OFFSET","RDWY_ORIENT","RDWY_SEQ_NUM","ROAD_OWNER","ROUTE","SEGMENT","SPEED_LIMIT","STREET_NAME","COUNTY_YEAR","MUNICIPALITY"
"","4","67","2016","2016117654","02","","E","4","4","","","25","ROXBOROUGH AV","ROADWAY_2016_Philadelphia","67301"
"3","3","67","2016","2016117654","2 ","1225","S","3","2","3009","0120","35","RIDGE AV","ROADWAY_2016_Philadelphia","67301"
"3","5","67","2016","2016117713","2 ","0","N","5","2","3003","0010","40","TWENTYSIXTH ST","ROADWAY_2016_Philadelphia","67301"
"","7","67","2016","2016117713","02","","N","7","4","","","25","26TH ST","ROADWAY_2016_Philadelphia","67301"
"3","6","67","2016","2016117713","2 ","0","S","6","2","3003","0011","40","TWENTYSIXTH ST","ROADWAY_2016_Philadelphia","67301"
"3","4","67","2016","2016117713","2 ","0","W","4","2","0291","0101","35","PENROSE AV","ROADWAY_2016_Philadelphia","67301"
"3","3","67","2016","2016117713","3 ","0","E","3","2","0291","0100","35","PENROSE AV","ROADWAY_2016_Philadelphia","67301"
"1","3","67","2016","2016128887","3 ","1493","S","3","1","0095","0295","55","DELAWARE EX","ROADWAY_2016_Philadelphia","67301"
"3","4","67","2016","2016092106","02","2078","N","4","2","1003","0050","35","WHITAKER AV","ROADWAY_2016_Philadelphia","67301"
"3","3","67","2016","2016092106","3 ","1461","N","3","2","0001","0200","40","ROOSEVELT BL","ROADWAY_2016_Philadelphia","67301"
"","3","67","2016","2016092122","02","","S","3","4","","","25","OGONTZ AV","ROADWAY_2016_Philadelphia","67301"
"","3","67","2016","2016092149","02","","E","4","4","","","25","LANSDOWNE AV","ROADWAY_2016_Philadelphia","67301"
"","4","67","2016","2016092149","02","","S","3","4","","","25","75TH ST","ROADWAY_2016_Philadelphia","67301"
"","3","67","2016","2016092179","02","","S","3","4","","","","S 12TH ST","ROADWAY_2016_Philadelphia","67301"
"","3","67","2016","2016092189","01","","W","3","4","","","25","W STILES ST","ROADWAY_2016_Philadelphia","67301"
"","3","67","2016","2016089902","02","","S","4","4","","","25","UNKNOWN RD","ROADWAY_2016_Philadelphia","67301"
"","4","67","2016","2016089902","02","","W","3","4","","","25","EDISON AV","ROADWAY_2016_Philadelphia","67301"
"","3","67","2016","2016089942","02","","N","4","4","","","25","66TH ST","ROADWAY_2016_Philadelphia","67301"
"","4","67","2016","2016089942","02","","W","3","4","","","25","WOODCREST AV","ROADWAY_2016_Philadelphia","67301"
"","4","67","2016","2016089953","01","","N","4","4","","","25","WATER ST","ROADWAY_2016_Philadelphia","67301"
"1","3","67","2016","2016089953","01","364","W","3","2","8007","0020","","RAMP RD","ROADWAY_2016_Philadelphia","67301"
"3","4","67","2016","2016120026","2 ","1222","S","4","2","4001","0071","35","HENRY AV","ROADWAY_2016_Philadelphia","67301"
"","5","67","2016","2016120026","02","","W","5","4","","","20","ROXBOROUGH AV","ROADWAY_2016_Philadelphia","67301"
"3","3","67","2016","2016120026","2 ","1226","N","3","2","4001","0070","35","HENRY AV","ROADWAY_2016_Philadelphia","67301"
"1","3","67","2016","2016128121","4 ","2201","S","3","1","0095","0285","55","DELAWARE EX","ROADWAY_2016_Philadelphia","67301"
"","3","67","2016","2016117539","01","","N","3","4","","","15","16TH ST","ROADWAY_2016_Philadelphia","67301"
"","4","67","2016","2016117715","02","","S","4","4","","","25","2ND ST","ROADWAY_2016_Philadelphia","67301"
"","3","67","2016","2016117715","02","","W","3","4","","","25","BERKS ST","ROADWAY_2016_Philadelphia","67301"
"1","5","67","2016","2016117727","02","890","E","4","2","8061","0760","25","RAMP FROM BEN FRANKLIN RD","ROADWAY_2016_Philadelphia","67301"
"1","4","67","2016","2016117727","02","0","N","5","2","8061","0750","25","RAMP RD","ROADWAY_2016_Philadelphia","67301"
"3","3","67","2016","2016117727","2 ","1244","W","3","2","2676","0015","25","VINE ST","ROADWAY_2016_Philadelphia","67301"
"","6","67","2016","2016117727","02","","W","6","4","","","25","SEVENTH ST","ROADWAY_2016_Philadelphia","67301"
"3","3","67","2016","2016117777","2 ","1748","N","3","2","1005","0070","35","CASTOR AV","ROADWAY_2016_Philadelphia","67301"
"3","3","67","2016","2016123772","3 ","90","S","3","2","6001","0341","45","ROOSEVELT BL","ROADWAY_2016_Philadelphia","67301"
"3","3","67","2016","2016092098","2 ","1381","W","3","2","0013","0020","25","BALTIMORE AV","ROADWAY_2016_Philadelphia","67301"
"","5","67","2016","2016092148","02","","E","5","4","","","25","PRESIDENTIAL BL","ROADWAY_2016_Philadelphia","67301"
"3","4","67","2016","2016092148","02","0","S","4","2","0001","0081","35","CITY AV","ROADWAY_2016_Philadelphia","67301"
"3","3","67","2016","2016092148","02","0","N","3","2","0001","0080","35","CITY AV","ROADWAY_2016_Philadelphia","67301"
"1","3","67","2016","2016092182","01","280","N","3","2","8004","0010","","RAMP B RD","ROADWAY_2016_Philadelphia","67301"
"3","3","67","2016","2016094321","02","479","W","3","2","0003","0081","35","WALNUT ST","ROADWAY_2016_Philadelphia","67301"
"","3","67","2016","2016089941","02","","E","3","4","","","25","LOCUST ST","ROADWAY_2016_Philadelphia","67301"
"","4","67","2016","2016089950","02","","N","4","4","","","25","BRIAR RD","ROADWAY_2016_Philadelphia","67301"
"3","3","67","2016","2016089950","02","794","W","3","2","4019","0060","25","WASHINGTON LN","ROADWAY_2016_Philadelphia","67301"
"","4","67","2016","2017021849","02","","S","4","4","","","25","30TH ST","ROADWAY_2016_Philadelphia","67301"
"3","3","67","2016","2017021849","3 ","1696","E","3","2","0003","0090","35","CHESTNUT ST","ROADWAY_2016_Philadelphia","67301"
"","3","67","2016","2016117758","02","","W","4","4","","","25","GLENWOOD AV","ROADWAY_2016_Philadelphia","67301"
"","4","67","2016","2016117758","02","","S","3","4","","","25","22ND ST","ROADWAY_2016_Philadelphia","67301"
"1","3","67","2016","2016128698","3 ","981","W","3","1","0676","0005","55","VINE STREET EX","ROADWAY_2016_Philadelphia","67301"
"","4","67","2016","2016092068","02","","N","4","4","","","25","20TH ST","ROADWAY_2016_Philadelphia","67301"
"3","3","67","2016","2016092068","2 ","0","E","3","2","3010","0110","25","MARKET ST","ROADWAY_2016_Philadelphia","67301"
"","3","67","2016","2016092072","02","","N","3","4","","","25","HEGERMAN ST","ROADWAY_2016_Philadelphia","67301"
"","4","67","2016","2016089900","02","","W","4","4","","","25","WHITAKER AV","ROADWAY_2016_Philadelphia","67301"
"3","3","67","2016","2016089900","3 ","1731","S","3","2","0001","0201","40","ROOSEVELT BL","ROADWAY_2016_Philadelphia","67301"
"3","3","67","2016","2016089923","2 ","1019","N","3","2","1005","0140","30","CASTOR AV","ROADWAY_2016_Philadelphia","67301"
