"AXLE_CNT","CARGO_BD_TYPE","UNIT_NUM","CARRIER_ADDR_1","CARRIER_ADDR_2","CARRIER_ADDR_CITY","CARRIER_ADDR_STATE","CARRIER_ADDR_ZIP","CARRIER_NM","CARRIER_TEL","CRASH_YEAR","CRN","GVWR","HAZMAT_CD1","HAZMAT_CD2","HAZMAT_CD3","HAZMAT_CD4","HAZMAT_IND","HAZMAT_REL_IND1","HAZMAT_REL_IND2","HAZMAT_REL_IND3","HAZMAT_REL_IND4","ICC_NUM","OSIZE_LOAD_IND","PUC_NUM","USDOT_NUM","VEH_CONFIG_CD","COUNTY_YEAR","COUNTY","MUNICIPALITY"
"99","9","2","428 STONY HILL RD","","YARDLEY","PA","19067","PLATINUM PAVING AND SEALING","9999999999","2016","2016080141","026000","","","","","N","","","","","","N","","","05","COMMVEH_2016_Philadelphia","67","67301"
"99","9","1","1234 MARKET","","PHILA","PA","19107","SEPTA","9999999999","2016","2016080200","999999","","","","","N","","","","","","N","","","05","COMMVEH_2016_Philadelphia","67","67301"
"99","9","2","100 S BROAD ST3RD FLOO","","PHILA","PA","19110","CITY OF PHILA","9999999999","2016","2016080237","037000","","","","","N","","","","","","N","","","05","COMMVEH_2016_Philadelphia","67","67301"
"99","8","2","1234 MARKET","","PHILA","PA","19107","SEPTA","9999999999","2016","2016080431","999999","","","","","N","","","","","","N","","","11","COMMVEH_2016_Philadelphia","67","67301"
"99","1","2","UNKNOWN","","UNKNOWN","NE","99999","HIRSCHBACH","9999999999","2016","2016080442","999999","","","","","N","","","","","","N","","","08","COMMVEH_2016_Philadelphia","67","67301"
"99","9","2","701 MARKET ST STE 5400","","PHILA","PA","19106","PHILA PARKING AUTHORITY","9999999999","2016","2016080447","018750","","","","","N","","","","","","N","","","05","COMMVEH_2016_Philadelphia","67","67301"
"99","1","4","555 GUNDERSON","","UNKNOWN","IL","99999","MEGATURCK LOGISTICS","9999999999","2016","2016080494","999999","","","","","N","","","","","","N","","","08","COMMVEH_2016_Philadelphia","67","67301"
"99","1","2","100 S BROAD ST3RD FL","","PHILA","PA","19102","CITY OF PHILA","9999999999","2016","2016080512","017500","","","","","N","","","","","","N","","","05","COMMVEH_2016_Philadelphia","67","67301"
"99","8","2","1234 MARKET STREET","","PHILA","PA","19107","SEPTA","9999999999","2016","2016080524","999999","","","","","N","","","","","","N","","","10","COMMVEH_2016_Philadelphia","67","67301"
"99","8","2","1234 MARKET","","PHILA","PA","19107","SEPTA","9999999999","2016","2016080540","999999","","","","","N","","","","","","N","","","11","COMMVEH_2016_Philadelphia","67","67301"
"99","8","2","1234 MARKET","","PHILA","PA","19107","SEPTA","9999999999","2016","2016080541","999999","","","","","N","","","","","","N","","","11","COMMVEH_2016_Philadelphia","67","67301"
"99","1","1","OYSTER BAY","","HICKSVILLE","NY","11801","GABRIELLI LEASING","9999999999","2016","2016080589","999999","","","","","N","","","","","","N","","","05","COMMVEH_2016_Philadelphia","67","67301"
"99","8","1","1234 MARKET","","PHILA","PA","19107","SEPTA","9999999999","2016","2016080794","999999","","","","","N","","","","","","N","","","11","COMMVEH_2016_Philadelphia","67","67301"
"99","1","1","1105 GREENWICH ST","","PHILA","PA","19147","STELLAR MOVERS LLC","9999999999","2016","2016080803","025950","","","","","N","","","","","","N","","","05","COMMVEH_2016_Philadelphia","67","67301"
"99","8","2","1234 MARKET","","PHILA","PA","19107","SEPTA","9999999999","2016","2016080813","999999","","","","","N","","","","","","N","","","11","COMMVEH_2016_Philadelphia","67","67301"
"99","9","1","9301 KREWSTOWN","","PHILA","PA","19115","GENERAL ASPHALT PAVING CO OF","9999999999","2016","2016080839","025950","","","","","N","","","","","","N","","","05","COMMVEH_2016_Philadelphia","67","67301"
"99","8","2","6930 NORWITCH DR","","PHILA","PA","19153","ALL CITY TRANSPORTATION INC","9999999999","2016","2016080897","999999","","","","","N","","","","","","N","","","10","COMMVEH_2016_Philadelphia","67","67301"
"99","1","2","4919 N 5TH","","PHILA","PA","19120","OTERIS ITALIAN BAKERY INC","9999999999","2016","2016080954","015000","","","","","N","","","","","","N","","","05","COMMVEH_2016_Philadelphia","67","67301"
"99","8","1","1234 MARKET","","PHILA","PA","19107","SEPTA","9999999999","2016","2016080956","999999","","","","","N","","","","","","N","","","11","COMMVEH_2016_Philadelphia","67","67301"
"99","8","2","1234 MARKET","","PHILA","PA","19107","SEPTA","9999999999","2016","2016080962","999999","","","","","N","","","","","","N","","","11","COMMVEH_2016_Philadelphia","67","67301"
"99","8","1","1234 MARKET","","PHILA","PA","19107","SEPTA","9999999999","2016","2016081405","999999","","","","","N","","","","","","N","","","11","COMMVEH_2016_Philadelphia","67","67301"
"99","8","1","UNKNOWN","","UNKNOWN","NJ","99999","UNKNOWN","9999999999","2016","2016081434","999999","","","","","N","","","","","","N","","","11","COMMVEH_2016_Philadelphia","67","67301"
"99","8","2","1234 MARKET","","PHILA","PA","19107","SEPTA","9999999999","2016","2016081440","999999","","","","","N","","","","","","N","","","11","COMMVEH_2016_Philadelphia","67","67301"
