"CRN","UNIT_NUM","MC_BAG_IND","MC_DVR_BOOTS_IND","MC_DVR_EDC_IND","MC_DVR_EYEPRT_IND","MC_DVR_HLMT_TYPE","MC_DVR_HLMTDOT_IND","MC_DVR_HLMTON_IND","MC_DVR_LNGPNTS_IND","MC_DVR_LNGSLV_IND","MC_ENGINE_SIZE","MC_PAS_BOOTS_IND","MC_PAS_EYEPRT_IND","MC_PAS_HLMT_TYPE","MC_PAS_HLMTDOT_IND","MC_PAS_HLMTON_IND","MC_PAS_LNGPNTS_IND","MC_PAS_LNGSLV_IND","MC_PASSNGR_IND","MC_TRAIL_IND","PC_HDLGHT_IND","PC_HLMT_IND","PC_PASSNGR_IND","PC_REAR_RFLTR_IND","CRASH_YEAR","COUNTY","COUNTY_YEAR","MUNICIPALITY"
"2016073661","1","N","Y","Y","Y","1","Y","Y","Y","Y","00750","","","","","","","","N","N","","","","","2016","67","CYCLE_2016_Philadelphia","67301"
"2016076535","1","N","Y","U","Y","1","Y","Y","Y","Y","00750","","","","","","","","N","N","","","","","2016","67","CYCLE_2016_Philadelphia","67301"
"2016033780","1","","","","","","","","","","","","","","","","","","","","U","N","N","U","2016","67","CYCLE_2016_Philadelphia","67301"
"2016033785","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2016","67","CYCLE_2016_Philadelphia","67301"
"2016033795","2","N","U","N","U","9","U","U","U","U","99999","","","","","","","","N","N","","","","","2016","67","CYCLE_2016_Philadelphia","67301"
"2016033798","2","N","Y","U","N","9","U","U","Y","Y","99999","","","","","","","","N","N","","","","","2016","67","CYCLE_2016_Philadelphia","67301"
"2016033807","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2016","67","CYCLE_2016_Philadelphia","67301"
"2016033837","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2016","67","CYCLE_2016_Philadelphia","67301"
"2016033839","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2016","67","CYCLE_2016_Philadelphia","67301"
"2016033845","2","","","","","","","","","","","","","","","","","","","","N","U","N","N","2016","67","CYCLE_2016_Philadelphia","67301"
"2016033892","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2016","67","CYCLE_2016_Philadelphia","67301"
"2016033908","1","","","","","","","","","","","","","","","","","","","","U","U","N","U","2016","67","CYCLE_2016_Philadelphia","67301"
"2016033923","2","U","U","U","N","0","N","N","U","U","99999","","","","","","","","N","N","","","","","2016","67","CYCLE_2016_Philadelphia","67301"
"2016033928","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2016","67","CYCLE_2016_Philadelphia","67301"
"2016033930","1","","","","","","","","","","","","","","","","","","","","U","Y","N","U","2016","67","CYCLE_2016_Philadelphia","67301"
"2016033961","2","N","Y","Y","Y","1","Y","Y","Y","Y","00955","","","","","","","","N","N","","","","","2016","67","CYCLE_2016_Philadelphia","67301"
"2016035359","1","","","","","","","","","","","","","","","","","","","","U","N","N","U","2016","67","CYCLE_2016_Philadelphia","67301"
"2016035364","2","","","","","","","","","","","","","","","","","","","","U","Y","N","U","2016","67","CYCLE_2016_Philadelphia","67301"
"2016036377","1","N","N","U","N","0","N","N","Y","Y","99999","","","","","","","","N","N","","","","","2016","67","CYCLE_2016_Philadelphia","67301"
"2016036378","1","N","N","U","N","0","N","N","Y","N","99999","","","","","","","","N","N","","","","","2016","67","CYCLE_2016_Philadelphia","67301"
"2016036383","1","U","U","Y","N","9","U","U","U","U","99999","","","","","","","","N","N","","","","","2016","67","CYCLE_2016_Philadelphia","67301"
"2016036386","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2016","67","CYCLE_2016_Philadelphia","67301"
"2016036408","1","U","U","U","N","9","U","U","U","U","99999","","","","","","","","N","N","","","","","2016","67","CYCLE_2016_Philadelphia","67301"
"2016036436","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2016","67","CYCLE_2016_Philadelphia","67301"
"2016036437","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2016","67","CYCLE_2016_Philadelphia","67301"
"2016036447","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2016","67","CYCLE_2016_Philadelphia","67301"
"2016036457","1","U","U","U","N","9","U","U","U","U","99999","","","","","","","","N","N","","","","","2016","67","CYCLE_2016_Philadelphia","67301"
"2016036476","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2016","67","CYCLE_2016_Philadelphia","67301"
"2016036505","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2016","67","CYCLE_2016_Philadelphia","67301"
"2016036508","1","U","U","N","N","0","N","N","U","U","99999","","","","","","","","N","N","","","","","2016","67","CYCLE_2016_Philadelphia","67301"
"2016036529","2","U","U","U","U","9","U","U","U","U","99999","","","","","","","","N","N","","","","","2016","67","CYCLE_2016_Philadelphia","67301"
"2016037777","1","N","U","U","U","0","N","N","U","U","99999","","","","","","","","N","N","","","","","2016","67","CYCLE_2016_Philadelphia","67301"
"2016037779","2","","","","","","","","","","","","","","","","","","","","N","N","N","N","2016","67","CYCLE_2016_Philadelphia","67301"
"2016038176","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2016","67","CYCLE_2016_Philadelphia","67301"
"2016038198","1","U","U","Y","U","9","U","U","U","U","99999","","","","","","","","N","N","","","","","2016","67","CYCLE_2016_Philadelphia","67301"
"2016038940","1","","","","","","","","","","","","","","","","","","","","N","Y","N","N","2016","67","CYCLE_2016_Philadelphia","67301"
"2016080080","1","N","U","N","N","0","N","N","U","U","99999","","","","","","","","N","N","","","","","2016","67","CYCLE_2016_Philadelphia","67301"
"2016080088","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2016","67","CYCLE_2016_Philadelphia","67301"
"2016080096","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2016","67","CYCLE_2016_Philadelphia","67301"
"2016080104","1","","","","","","","","","","","","","","","","","","","","U","N","N","U","2016","67","CYCLE_2016_Philadelphia","67301"
"2016080120","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2016","67","CYCLE_2016_Philadelphia","67301"
"2016080149","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2016","67","CYCLE_2016_Philadelphia","67301"
"2016080168","1","N","U","N","N","0","N","N","U","U","99999","","","","","","","","N","N","","","","","2016","67","CYCLE_2016_Philadelphia","67301"
"2016080232","2","U","N","Y","Y","0","N","N","Y","N","00088","","","","","","","","N","N","","","","","2016","67","CYCLE_2016_Philadelphia","67301"
"2016080424","1","U","U","U","Y","9","U","U","U","U","99999","","","","","","","","N","N","","","","","2016","67","CYCLE_2016_Philadelphia","67301"
"2016080425","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2016","67","CYCLE_2016_Philadelphia","67301"
"2016080436","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2016","67","CYCLE_2016_Philadelphia","67301"
"2016080444","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2016","67","CYCLE_2016_Philadelphia","67301"
"2016080445","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2016","67","CYCLE_2016_Philadelphia","67301"
"2016080447","1","U","U","U","U","9","U","U","U","U","99999","","","","","","","","N","N","","","","","2016","67","CYCLE_2016_Philadelphia","67301"
"2016080451","1","U","U","U","N","0","N","N","U","U","99999","","","","","","","","N","N","","","","","2016","67","CYCLE_2016_Philadelphia","67301"
"2016080453","3","","","","","","","","","","","","","","","","","","","","U","Y","N","U","2016","67","CYCLE_2016_Philadelphia","67301"
"2016080463","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2016","67","CYCLE_2016_Philadelphia","67301"
"2016080465","3","U","U","U","N","9","U","U","U","U","99999","","","","","","","","N","N","","","","","2016","67","CYCLE_2016_Philadelphia","67301"
"2016080476","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2016","67","CYCLE_2016_Philadelphia","67301"
"2016080477","2","U","U","U","N","9","U","U","U","U","99999","","","","","","","","N","N","","","","","2016","67","CYCLE_2016_Philadelphia","67301"
"2016080488","1","U","U","U","Y","9","U","U","U","U","99999","","","","","","","","N","N","","","","","2016","67","CYCLE_2016_Philadelphia","67301"
"2016080499","2","","","","","","","","","","","","","","","","","","","","N","N","N","U","2016","67","CYCLE_2016_Philadelphia","67301"
"2016080500","2","","","","","","","","","","","","","","","","","","","","N","N","N","U","2016","67","CYCLE_2016_Philadelphia","67301"
"2016080501","2","N","U","N","N","0","N","N","U","U","99999","","","","","","","","N","N","","","","","2016","67","CYCLE_2016_Philadelphia","67301"
"2016080503","1","","","","","","","","","","","","","","","","","","","","U","N","N","U","2016","67","CYCLE_2016_Philadelphia","67301"
"2016080517","2","U","U","Y","U","9","U","U","U","U","99999","U","U","9","U","U","U","U","Y","N","","","","","2016","67","CYCLE_2016_Philadelphia","67301"
"2016080519","1","U","U","U","N","9","U","U","U","U","99999","","","","","","","","N","N","","","","","2016","67","CYCLE_2016_Philadelphia","67301"
"2016080527","1","U","U","Y","N","9","U","U","U","U","99999","","","","","","","","N","N","","","","","2016","67","CYCLE_2016_Philadelphia","67301"
"2016080535","1","U","U","U","N","0","N","N","U","U","99999","U","N","0","N","N","U","U","Y","N","","","","","2016","67","CYCLE_2016_Philadelphia","67301"
"2016080538","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2016","67","CYCLE_2016_Philadelphia","67301"
"2016080539","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2016","67","CYCLE_2016_Philadelphia","67301"
"2016080556","2","","","","","","","","","","","","","","","","","","","","N","N","N","Y","2016","67","CYCLE_2016_Philadelphia","67301"
"2016080576","1","U","U","Y","Y","0","N","N","U","U","99999","U","Y","0","N","N","U","U","Y","N","","","","","2016","67","CYCLE_2016_Philadelphia","67301"
"2016080584","1","U","U","U","U","9","U","U","U","U","99999","","","","","","","","N","N","","","","","2016","67","CYCLE_2016_Philadelphia","67301"
"2016080796","1","","","","","","","","","","","","","","","","","","","","U","N","N","U","2016","67","CYCLE_2016_Philadelphia","67301"
"2016080804","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2016","67","CYCLE_2016_Philadelphia","67301"
"2016080806","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2016","67","CYCLE_2016_Philadelphia","67301"
"2016080820","2","U","U","Y","N","9","U","U","U","U","99999","","","","","","","","N","N","","","","","2016","67","CYCLE_2016_Philadelphia","67301"
"2016080826","1","U","U","U","N","0","N","N","U","U","99999","","","","","","","","N","N","","","","","2016","67","CYCLE_2016_Philadelphia","67301"
"2016080831","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2016","67","CYCLE_2016_Philadelphia","67301"
"2016080848","2","U","U","Y","Y","9","U","U","U","U","99999","","","","","","","","N","N","","","","","2016","67","CYCLE_2016_Philadelphia","67301"
"2016080853","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2016","67","CYCLE_2016_Philadelphia","67301"
"2016080885","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2016","67","CYCLE_2016_Philadelphia","67301"
"2016080887","2","U","U","U","N","0","N","N","U","U","99999","","","","","","","","N","N","","","","","2016","67","CYCLE_2016_Philadelphia","67301"
"2016080911","2","U","U","U","N","9","U","U","U","U","99999","","","","","","","","N","N","","","","","2016","67","CYCLE_2016_Philadelphia","67301"
"2016080917","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2016","67","CYCLE_2016_Philadelphia","67301"
"2016080945","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2016","67","CYCLE_2016_Philadelphia","67301"
"2016080950","1","","","","","","","","","","","","","","","","","","","","U","U","N","U","2016","67","CYCLE_2016_Philadelphia","67301"
"2016081407","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2016","67","CYCLE_2016_Philadelphia","67301"
"2016081410","2","","","","","","","","","","","","","","","","","","","","U","Y","N","U","2016","67","CYCLE_2016_Philadelphia","67301"
"2016081420","2","","","","","","","","","","","","","","","","","","","","N","N","N","U","2016","67","CYCLE_2016_Philadelphia","67301"
"2016081425","1","","","","","","","","","","","","","","","","","","","","U","N","N","U","2016","67","CYCLE_2016_Philadelphia","67301"
"2016081429","1","","","","","","","","","","","","","","","","","","","","U","U","N","U","2016","67","CYCLE_2016_Philadelphia","67301"
"2016081442","2","","","","","","","","","","","","","","","","","","","","N","N","N","Y","2016","67","CYCLE_2016_Philadelphia","67301"
"2016083341","2","","","","","","","","","","","","","","","","","","","","U","Y","N","U","2016","67","CYCLE_2016_Philadelphia","67301"
"2016084086","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2016","67","CYCLE_2016_Philadelphia","67301"
"2016084561","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2016","67","CYCLE_2016_Philadelphia","67301"
"2016084566","1","U","U","U","N","0","N","N","U","U","99999","","","","","","","","N","N","","","","","2016","67","CYCLE_2016_Philadelphia","67301"
"2016084583","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2016","67","CYCLE_2016_Philadelphia","67301"
"2016084591","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2016","67","CYCLE_2016_Philadelphia","67301"
"2016084610","1","N","U","N","N","0","N","N","U","U","99999","","","","","","","","N","N","","","","","2016","67","CYCLE_2016_Philadelphia","67301"
