"ACCESS_CTRL","ADJ_RDWY_SEQ","COUNTY","CRASH_YEAR","CRN","LANE_COUNT","OFFSET","RDWY_ORIENT","RDWY_SEQ_NUM","ROAD_OWNER","ROUTE","SEGMENT","SPEED_LIMIT","STREET_NAME","COUNTY_YEAR","MUNICIPALITY"
"","3","67","2012","2012032505","02","","E","4","4","","","25","CEDAR AV","ROADWAY_2012_Philadelphia","67301"
"","4","67","2012","2012032505","02","","N","3","4","","","25","FIFTYSIXTH ST","ROADWAY_2012_Philadelphia","67301"
"","4","67","2012","2012032575","02","","E","4","4","","","","ASHBURNER ST","ROADWAY_2012_Philadelphia","67301"
"3","3","67","2012","2012032575","02","2642","N","3","2","0013","0260","30","FRANKFORD AV","ROADWAY_2012_Philadelphia","67301"
"3","4","67","2012","2012032580","02","0","S","4","2","0001","0031","35","CITY AV","ROADWAY_2012_Philadelphia","67301"
"3","5","67","2012","2012032580","02","0","B","5","2","0030","0010","30","LANCASTER AV","ROADWAY_2012_Philadelphia","67301"
"3","3","67","2012","2012032580","02","0","N","3","2","0001","0030","35","CITY AV","ROADWAY_2012_Philadelphia","67301"
"","5","67","2012","2012032585","01","","E","5","4","","","25","DITMAN ST","ROADWAY_2012_Philadelphia","67301"
"3","4","67","2012","2012032585","02","60","S","4","2","2009","0101","30","HARBISON AV","ROADWAY_2012_Philadelphia","67301"
"3","3","67","2012","2012032585","02","59","N","3","2","2009","0100","30","HARBISON AV","ROADWAY_2012_Philadelphia","67301"
"3","3","67","2012","2012032598","02","1299","S","3","2","1004","0120","35","TORRESDALE AV","ROADWAY_2012_Philadelphia","67301"
"","4","67","2012","2012032647","02","","E","5","4","","","25","SEVENTYSECOND AV","ROADWAY_2012_Philadelphia","67301"
"","5","67","2012","2012032647","03","","N","4","4","","","25","OGONTZ AV","ROADWAY_2012_Philadelphia","67301"
"","3","67","2012","2012032647","02","","E","3","4","","","25","WALNUT LN","ROADWAY_2012_Philadelphia","67301"
"","3","67","2012","2012032675","04","","N","4","4","","","35","TWENTYFIFTH ST","ROADWAY_2012_Philadelphia","67301"
"","4","67","2012","2012032675","01","","W","3","4","","","35","RITNER ST","ROADWAY_2012_Philadelphia","67301"
"","5","67","2012","2012032698","02","","E","5","4","","","25","CHELTENHAM AV","ROADWAY_2012_Philadelphia","67301"
"3","4","67","2012","2012032698","02","1482","S","4","2","1009","0061","25","BUSTLETON AV","ROADWAY_2012_Philadelphia","67301"
"3","3","67","2012","2012032698","02","1452","N","3","2","1009","0060","25","BUSTLETON AV","ROADWAY_2012_Philadelphia","67301"
"","4","67","2012","2012032729","02","","N","4","4","","","25","GERMANTOWN AV","ROADWAY_2012_Philadelphia","67301"
"3","3","67","2012","2012032729","02","3280","E","3","2","2016","0040","30","ALLEGHENY AV","ROADWAY_2012_Philadelphia","67301"
"1","4","67","2012","2012056528","01","0","N","4","2","8008","0500","","RAMP RD","ROADWAY_2012_Philadelphia","67301"
"1","3","67","2012","2012056528","02","1003","W","3","2","0076","3431","","SCHUYLKILL EX","ROADWAY_2012_Philadelphia","67301"
"3","3","67","2012","2012056550","03","2453","E","3","2","0003","0070","35","CHESTNUT ST","ROADWAY_2012_Philadelphia","67301"
"","3","67","2012","2012056641","01","","N","3","4","","","25","TWENTYFIFTH ST","ROADWAY_2012_Philadelphia","67301"
"3","3","67","2012","2012056650","02","1040","W","3","2","2016","0020","30","ALLEGHENY AV","ROADWAY_2012_Philadelphia","67301"
"3","3","67","2012","2012056652","02","1587","E","3","2","1002","0010","35","CHELTENHAM AV","ROADWAY_2012_Philadelphia","67301"
"","5","67","2012","2012056663","02","","N","5","4","","","","JACKSON ST","ROADWAY_2012_Philadelphia","67301"
"3","4","67","2012","2012056663","02","1128","W","4","2","0073","0071","30","COTTMAN AV","ROADWAY_2012_Philadelphia","67301"
"3","3","67","2012","2012056663","02","1128","E","3","2","0073","0070","30","COTTMAN AV","ROADWAY_2012_Philadelphia","67301"
"","3","67","2012","2012056681","01","","S","4","4","","","","NINETEENTH ST","ROADWAY_2012_Philadelphia","67301"
"","4","67","2012","2012056681","01","","E","3","4","","","","WOLF ST","ROADWAY_2012_Philadelphia","67301"
"","3","67","2012","2012056721","02","","E","3","4","","","25","MORRELL AV","ROADWAY_2012_Philadelphia","67301"
"1","3","67","2012","2012056747","02","1864","S","3","2","0001","0141","50","ROOSEVELT BOULEVARD EX","ROADWAY_2012_Philadelphia","67301"
"3","3","67","2012","2012056748","03","2263","N","3","2","0001","0370","45","ROOSEVELT BL","ROADWAY_2012_Philadelphia","67301"
"","3","67","2012","2012057505","02","","S","3","4","","","30","BELFIELD AV","ROADWAY_2012_Philadelphia","67301"
"3","3","67","2012","2012057514","02","1526","W","4","2","1002","0080","35","ADAMS AV","ROADWAY_2012_Philadelphia","67301"
"3","4","67","2012","2012057514","03","1654","S","3","2","6001","0201","40","ROOSEVELT BL","ROADWAY_2012_Philadelphia","67301"
"","3","67","2012","2012032539","02","","W","3","4","","","","LINDBERGH BL","ROADWAY_2012_Philadelphia","67301"
"3","4","67","2012","2012032594","02","2160","S","5","2","1009","0071","25","BUSTLETON AV","ROADWAY_2012_Philadelphia","67301"
"3","3","67","2012","2012032594","02","2160","N","4","2","1009","0070","25","BUSTLETON AV","ROADWAY_2012_Philadelphia","67301"
"3","5","67","2012","2012032594","03","1228","S","3","2","6001","0241","40","ROOSEVELT BL","ROADWAY_2012_Philadelphia","67301"
"3","3","67","2012","2012032595","03","1631","N","3","2","0001","0170","35","ROOSEVELT BL","ROADWAY_2012_Philadelphia","67301"
"","5","67","2012","2012032649","02","","E","5","4","","","25","HOLYOKE RD","ROADWAY_2012_Philadelphia","67301"
"3","4","67","2012","2012032649","02","0","S","4","2","1013","0051","30","ACADEMY RD","ROADWAY_2012_Philadelphia","67301"
