"CRN","UNIT_NUM","PERSON_NUM","PERSON_TYPE","INJ_SEVERITY","RESTRAINT_HELMET","AIRBAG_PADS","SEAT_POSITION","EJECTION_IND","AGE","SEX","EJECT_PATH_CD","EXTRIC_IND","TRANSPORTED","DVR_LIC_STATE","DVR_PED_CONDITION","PED_LOCATION","PED_SIGNAL","CLOTHING_TYPE","CRASH_YEAR","COUNTY","COUNTY_YEAR","MUNICIPALITY"
"2014064834","2","2","1","4","03","01","01","1","72","M","0","1","Y","PA","0","","","","2014","67","PERSON_2014_Philadelphia","67301"
"2014064834","1","1","1","0","03","00","01","1","23","M","0","1","N","PA","0","","","","2014","67","PERSON_2014_Philadelphia","67301"
"2014064838","1","1","1","0","03","00","01","1","48","M","0","1","N","PA","0","","","","2014","67","PERSON_2014_Philadelphia","67301"
"2014064838","2","2","1","4","03","00","01","1","39","F","0","1","N","PA","0","","","","2014","67","PERSON_2014_Philadelphia","67301"
"2014065500","1","2","2","0","99","10","99","0","24","M","0","0","N","PA","0","","","","2014","67","PERSON_2014_Philadelphia","67301"
"2014065500","1","1","1","0","99","10","99","0","38","M","0","0","N","PA","0","","","","2014","67","PERSON_2014_Philadelphia","67301"
"2014065549","2","1","7","3","00","00","00","0","5","M","0","0","Y","","0","05","3","2","2014","67","PERSON_2014_Philadelphia","67301"
"2014065549","1","1","1","0","99","99","01","0","33","M","0","0","N","PA","0","","","","2014","67","PERSON_2014_Philadelphia","67301"
"2014065594","1","3","2","0","04","99","04","1","1","U","0","1","","GA","0","","","","2014","67","PERSON_2014_Philadelphia","67301"
"2014065594","1","2","2","0","03","00","03","0","23","F","0","0","N","GA","0","","","","2014","67","PERSON_2014_Philadelphia","67301"
"2014065594","1","1","1","0","03","00","01","0","27","M","0","0","N","GA","0","","","","2014","67","PERSON_2014_Philadelphia","67301"
"2014065594","2","4","2","4","03","04","07","0","14","F","0","0","Y","PA","0","","","","2014","67","PERSON_2014_Philadelphia","67301"
"2014065594","2","3","2","4","04","04","06","0","1","M","0","0","Y","PA","0","","","","2014","67","PERSON_2014_Philadelphia","67301"
"2014065594","2","2","2","4","04","04","04","0","4","M","0","0","Y","PA","0","","","","2014","67","PERSON_2014_Philadelphia","67301"
"2014065594","2","1","1","0","03","04","01","0","33","F","0","0","N","PA","0","","","","2014","67","PERSON_2014_Philadelphia","67301"
"2014100450","2","1","1","0","01","12","01","0","51","M","0","0","N","PA","0","","","","2014","67","PERSON_2014_Philadelphia","67301"
"2014100450","1","1","1","0","01","00","01","0","51","M","0","0","N","PA","0","","","","2014","67","PERSON_2014_Philadelphia","67301"
"2014064840","2","2","1","0","03","12","01","1","66","F","0","1","N","PA","0","","","","2014","67","PERSON_2014_Philadelphia","67301"
"2014064840","1","1","1","0","03","12","01","1","30","F","0","1","N","PA","0","","","","2014","67","PERSON_2014_Philadelphia","67301"
"2014064936","1","2","2","0","03","10","03","1","18","M","0","1","N","PA","0","","","","2014","67","PERSON_2014_Philadelphia","67301"
"2014064936","1","1","1","0","03","10","01","1","20","M","0","1","N","PA","0","","","","2014","67","PERSON_2014_Philadelphia","67301"
"2014064936","2","4","2","0","03","10","03","1","25","F","0","1","N","PA","0","","","","2014","67","PERSON_2014_Philadelphia","67301"
"2014064936","2","3","1","4","03","10","01","1","24","M","0","1","N","PA","0","","","","2014","67","PERSON_2014_Philadelphia","67301"
"2014065166","2","3","2","0","03","10","03","1","51","F","0","1","N","PA","0","","","","2014","67","PERSON_2014_Philadelphia","67301"
"2014065166","2","2","1","8","03","10","01","1","56","M","0","1","N","PA","0","","","","2014","67","PERSON_2014_Philadelphia","67301"
"2014065166","1","1","1","0","03","10","01","1","23","M","0","1","N","PA","0","","","","2014","67","PERSON_2014_Philadelphia","67301"
"2014065506","1","99","1","0","01","00","01","0","24","M","0","0","N","PA","0","","","","2014","67","PERSON_2014_Philadelphia","67301"
"2014065506","2","1","7","8","00","00","00","0","7","F","0","0","Y","","0","05","3","9","2014","67","PERSON_2014_Philadelphia","67301"
"2014065592","1","1","1","4","99","99","01","0","18","M","0","0","Y","PA","0","","","","2014","67","PERSON_2014_Philadelphia","67301"
"2014065592","2","1","1","0","99","99","01","1","23","M","0","1","","NC","0","","","","2014","67","PERSON_2014_Philadelphia","67301"
"2014091292","1","1","1","0","99","00","01","1","18","F","0","1","","PA","0","","","","2014","67","PERSON_2014_Philadelphia","67301"
"2014091292","2","2","1","4","00","00","01","0","27","M","0","0","Y","","0","","","","2014","67","PERSON_2014_Philadelphia","67301"
