"CRN","UNIT_NUM","MC_BAG_IND","MC_DVR_BOOTS_IND","MC_DVR_EDC_IND","MC_DVR_EYEPRT_IND","MC_DVR_HLMT_TYPE","MC_DVR_HLMTDOT_IND","MC_DVR_HLMTON_IND","MC_DVR_LNGPNTS_IND","MC_DVR_LNGSLV_IND","MC_ENGINE_SIZE","MC_PAS_BOOTS_IND","MC_PAS_EYEPRT_IND","MC_PAS_HLMT_TYPE","MC_PAS_HLMTDOT_IND","MC_PAS_HLMTON_IND","MC_PAS_LNGPNTS_IND","MC_PAS_LNGSLV_IND","MC_PASSNGR_IND","MC_TRAIL_IND","PC_HDLGHT_IND","PC_HLMT_IND","PC_PASSNGR_IND","PC_REAR_RFLTR_IND","CRASH_YEAR","COUNTY","COUNTY_YEAR","MUNICIPALITY"
"2014063475","1","N","N","Y","Y","1","Y","Y","Y","Y","01000","","","","","","","","N","N","","","","","2014","67","CYCLE_2014_Philadelphia","67301"
"2014063746","1","N","Y","Y","Y","1","Y","Y","Y","Y","01300","","","","","","","","N","N","","","","","2014","67","CYCLE_2014_Philadelphia","67301"
"2014063875","1","N","Y","Y","Y","1","U","Y","Y","N","00600","","","","","","","","N","N","","","","","2014","67","CYCLE_2014_Philadelphia","67301"
"2014087788","1","","","","","","","","","","","","","","","","","","","","U","N","N","U","2014","67","CYCLE_2014_Philadelphia","67301"
"2014087836","2","","","","","","","","","","","","","","","","","","","","N","N","N","N","2014","67","CYCLE_2014_Philadelphia","67301"
"2014087837","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2014","67","CYCLE_2014_Philadelphia","67301"
"2014087860","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2014","67","CYCLE_2014_Philadelphia","67301"
"2014087862","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2014","67","CYCLE_2014_Philadelphia","67301"
"2014087871","1","","","","","","","","","","","","","","","","","","","","U","U","N","U","2014","67","CYCLE_2014_Philadelphia","67301"
"2014087882","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2014","67","CYCLE_2014_Philadelphia","67301"
"2014087887","1","U","U","U","N","0","N","N","U","U","99999","","","","","","","","N","N","","","","","2014","67","CYCLE_2014_Philadelphia","67301"
"2014087895","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2014","67","CYCLE_2014_Philadelphia","67301"
"2014087915","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2014","67","CYCLE_2014_Philadelphia","67301"
"2014087929","1","","","","","","","","","","","","","","","","","","","","U","N","N","U","2014","67","CYCLE_2014_Philadelphia","67301"
"2014087937","2","U","U","U","U","9","U","U","U","U","99999","U","N","9","U","U","U","U","Y","N","","","","","2014","67","CYCLE_2014_Philadelphia","67301"
"2014087940","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2014","67","CYCLE_2014_Philadelphia","67301"
"2014087945","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2014","67","CYCLE_2014_Philadelphia","67301"
"2014087949","1","","","","","","","","","","","","","","","","","","","","U","N","N","U","2014","67","CYCLE_2014_Philadelphia","67301"
"2014087955","1","","","","","","","","","","","","","","","","","","","","U","N","N","U","2014","67","CYCLE_2014_Philadelphia","67301"
"2014087970","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2014","67","CYCLE_2014_Philadelphia","67301"
