"ACCESS_CTRL","ADJ_RDWY_SEQ","COUNTY","CRASH_YEAR","CRN","LANE_COUNT","OFFSET","RDWY_ORIENT","RDWY_SEQ_NUM","ROAD_OWNER","ROUTE","SEGMENT","SPEED_LIMIT","STREET_NAME","COUNTY_YEAR","MUNICIPALITY"
"3","4","67","2014","2014074278","2 ","549","S","4","2","0611","0071","30","BROAD ST","ROADWAY_2014_Philadelphia","67301"
"","5","67","2014","2014074278","02","","W","5","4","","","25","DIAMOND ST","ROADWAY_2014_Philadelphia","67301"
"3","3","67","2014","2014074278","2 ","551","N","3","2","0611","0070","30","BROAD ST","ROADWAY_2014_Philadelphia","67301"
"","4","67","2014","2014074485","02","","N","4","4","","","25","CRITTENDEN ST","ROADWAY_2014_Philadelphia","67301"
"3","3","67","2014","2014074485","02","0","W","3","2","4017","0060","25","UPSAL ST","ROADWAY_2014_Philadelphia","67301"
"","3","67","2014","2014074496","02","","S","4","7","","","","ARAMINGO CROSSINGS LT","ROADWAY_2014_Philadelphia","67301"
"","4","67","2014","2014074496","02","","E","3","7","","","","ARAMINGO CROSSINGS LT","ROADWAY_2014_Philadelphia","67301"
"3","3","67","2014","2014074510","03","1272","S","3","2","6001","0231","40","ROOSEVELT BL","ROADWAY_2014_Philadelphia","67301"
"","4","67","2014","2014074510","02","","E","4","4","","","25","COMLY ST","ROADWAY_2014_Philadelphia","67301"
"3","3","67","2014","2014076000","02","1752","S","3","2","0611","0111","30","BROAD ST","ROADWAY_2014_Philadelphia","67301"
"3","3","67","2014","2014076246","02","584","N","3","2","0611","0100","30","BROAD ST","ROADWAY_2014_Philadelphia","67301"
"3","4","67","2014","2014076246","02","584","S","4","2","0611","0101","30","BROAD ST","ROADWAY_2014_Philadelphia","67301"
"","5","67","2014","2014076246","01","","W","5","4","","","25","WESTMORELAND ST","ROADWAY_2014_Philadelphia","67301"
"","6","67","2014","2014076246","02","","W","6","4","","","","RISING SUN AV","ROADWAY_2014_Philadelphia","67301"
"1","3","67","2014","2014074188","4 ","2309","N","3","1","0095","0294","55","DELAWARE EX","ROADWAY_2014_Philadelphia","67301"
"","3","67","2014","2014074472","01","","S","3","4","","","25","RUBY ST","ROADWAY_2014_Philadelphia","67301"
"3","3","67","2014","2014074484","02","1188","N","3","2","3004","0010","25","SIXTYFIFTH ST","ROADWAY_2014_Philadelphia","67301"
"1","3","67","2014","2014074499","03","3544","N","3","2","0001","0100","50","ROOSEVELT BOULEVARD EX","ROADWAY_2014_Philadelphia","67301"
"3","3","67","2014","2014074517","02","1479","W","3","2","0013","0020","25","BALTIMORE AV","ROADWAY_2014_Philadelphia","67301"
"","4","67","2014","2014074517","02","","N","4","4","","","25","55TH ST","ROADWAY_2014_Philadelphia","67301"
"","3","67","2014","2014075212","01","","S","3","4","","","25","S 17TH ST","ROADWAY_2014_Philadelphia","67301"
"3","3","67","2014","2014075987","01","520","N","3","2","2009","0040","30","ARAMINGO AV","ROADWAY_2014_Philadelphia","67301"
"3","3","67","2014","2014075991","02","995","N","3","2","3017","0020","25","FIFTYSECOND ST","ROADWAY_2014_Philadelphia","67301"
"","4","67","2014","2014075991","02","","W","4","4","","","25","CEDAR AV","ROADWAY_2014_Philadelphia","67301"
"3","5","67","2014","2014076012","02","3388","S","5","2","2009","0121","30","HARBISON AV","ROADWAY_2014_Philadelphia","67301"
"3","3","67","2014","2014076012","03","0","S","3","2","0001","0251","40","ROOSEVELT BL","ROADWAY_2014_Philadelphia","67301"
"3","4","67","2014","2014076012","02","3388","N","4","2","2009","0120","30","HARBISON AV","ROADWAY_2014_Philadelphia","67301"
"3","3","67","2014","2014076019","03","1192","S","3","2","6001","0251","40","ROOSEVELT BL","ROADWAY_2014_Philadelphia","67301"
"1","3","67","2014","2014072762","3 ","1755","E","3","1","0076","3420","50","SCHUYLKILL EX","ROADWAY_2014_Philadelphia","67301"
"1","4","67","2014","2014072764","3 ","0","E","4","1","0676","0002","55","VINE STREET EX","ROADWAY_2014_Philadelphia","67301"
"1","3","67","2014","2014072764","2 ","1096","E","3","1","0076","3440","50","SCHUYLKILL EX","ROADWAY_2014_Philadelphia","67301"
"1","3","67","2014","2014074193","4 ","379","N","3","1","0095","0144","55","DELAWARE EX","ROADWAY_2014_Philadelphia","67301"
"3","3","67","2014","2014074488","2 ","1476","S","3","2","1005","0070","35","CASTOR AV","ROADWAY_2014_Philadelphia","67301"
"3","4","67","2014","2014074497","02","835","S","4","2","1005","0151","30","CASTOR AV","ROADWAY_2014_Philadelphia","67301"
"","5","67","2014","2014074497","02","","E","5","4","","","25","BLEIGH AV","ROADWAY_2014_Philadelphia","67301"
"3","3","67","2014","2014074497","02","836","N","3","2","1005","0150","30","CASTOR AV","ROADWAY_2014_Philadelphia","67301"
"","5","67","2014","2014074880","01","","N","4","4","","","25","CHURCH LN","ROADWAY_2014_Philadelphia","67301"
"3","3","67","2014","2014074880","02","0","E","3","2","3015","0020","25","COBBS CREEK PY","ROADWAY_2014_Philadelphia","67301"
"","4","67","2014","2014074880","01","","N","5","4","","","25","SEVENTIETH ST","ROADWAY_2014_Philadelphia","67301"
"1","3","67","2014","2014075303","3 ","2317","E","3","1","0076","3434","50","SCHUYLKILL EX","ROADWAY_2014_Philadelphia","67301"
"","4","67","2014","2014076006","02","","W","5","4","","","25","SEDGLEY AV","ROADWAY_2014_Philadelphia","67301"
"","5","67","2014","2014076006","02","","W","4","4","","","25","M ST","ROADWAY_2014_Philadelphia","67301"
"","3","67","2014","2014076006","02","","N","3","4","","","25","KENSINGTON AV","ROADWAY_2014_Philadelphia","67301"
"3","4","67","2014","2014073337","2 ","1905","N","4","2","4002","0030","40","STENTON AV","ROADWAY_2014_Philadelphia","46108"
"","6","67","2014","2014073337","02","","E","6","4","","","25","WILLOW GROVE AV","ROADWAY_2014_Philadelphia","46108"
"3","5","67","2014","2014073337","2 ","1903","S","5","2","4002","0031","40","STENTON AV","ROADWAY_2014_Philadelphia","46108"
"","3","67","2014","2014074471","02","","W","3","4","","","25","WHITBY AV","ROADWAY_2014_Philadelphia","67301"
"3","4","67","2014","2014074481","02","1103","S","4","2","1009","0091","25","BUSTLETON AV","ROADWAY_2014_Philadelphia","67301"
"3","3","67","2014","2014074481","02","1101","N","3","2","1009","0090","25","BUSTLETON AV","ROADWAY_2014_Philadelphia","67301"
"","5","67","2014","2014074481","02","","E","5","4","","","25","TYSON AV","ROADWAY_2014_Philadelphia","67301"
"","3","67","2014","2014074525","01","","N","3","4","","","25","EMERALD ST","ROADWAY_2014_Philadelphia","67301"
"","4","67","2014","2014074531","02","","N","4","4","","","25","DORCAS ST","ROADWAY_2014_Philadelphia","67301"
"3","3","67","2014","2014074531","02","1375","E","3","2","1014","0030","35","RHAWN ST","ROADWAY_2014_Philadelphia","67301"
"1","3","67","2014","2014074720","3 ","1161","N","3","1","0095","0130","55","DELAWARE EX","ROADWAY_2014_Philadelphia","67301"
"1","3","67","2014","2014075026","4 ","742","E","3","1","0076","3404","50","SCHUYLKILL EX","ROADWAY_2014_Philadelphia","67301"
"","3","67","2014","2014075972","02","","W","3","4","","","25","HUNTING PARK AV","ROADWAY_2014_Philadelphia","67301"
"1","3","67","2014","2014076404","3 ","1704","E","3","1","0076","3394","50","SCHUYLKILL EX","ROADWAY_2014_Philadelphia","67301"
"1","3","67","2014","2014072757","01","349","N","3","2","8035","0750","55","RAMP RD","ROADWAY_2014_Philadelphia","67301"
"1","3","67","2014","2014073887","03","1454","S","3","1","0095","0231","55","DELAWARE EX","ROADWAY_2014_Philadelphia","67301"
"1","3","67","2014","2014074392","4 ","53","E","3","2","8061","0760","","RAMP RD","ROADWAY_2014_Philadelphia","67301"
"3","3","67","2014","2014074511","3 ","2815","N","3","2","6001","0310","45","ROOSEVELT BL","ROADWAY_2014_Philadelphia","67301"
"","3","67","2014","2014074529","02","","W","4","4","","","25","BENNER ST","ROADWAY_2014_Philadelphia","67301"
"","4","67","2014","2014074529","01","","S","3","4","","","25","COTTAGE ST","ROADWAY_2014_Philadelphia","67301"
"1","3","67","2014","2014075023","5 ","875","S","3","1","0095","0255","55","DELAWARE EX","ROADWAY_2014_Philadelphia","67301"
"3","3","67","2014","2014075970","02","1139","N","3","2","0232","0032","25","OXFORD AV","ROADWAY_2014_Philadelphia","67301"
"","4","67","2014","2014075980","02","","W","4","4","","","25","GREENWOOD ST","ROADWAY_2014_Philadelphia","67301"
"1","3","67","2014","2014076770","3 ","2618","S","3","1","0095","0211","55","DELAWARE EX","ROADWAY_2014_Philadelphia","67301"
"","5","67","2014","2014074501","02","","S","5","4","","","25","TABOR RD","ROADWAY_2014_Philadelphia","67301"
"","6","67","2014","2014074501","02","","S","6","4","","","25","TABOR AV","ROADWAY_2014_Philadelphia","67301"
"3","4","67","2014","2014074501","02","0","W","4","2","1002","0081","35","ADAMS AV","ROADWAY_2014_Philadelphia","67301"
"3","3","67","2014","2014074501","02","0","E","3","2","1002","0080","35","ADAMS AV","ROADWAY_2014_Philadelphia","67301"
"","4","67","2014","2014074513","02","","N","4","4","","","25","22ND ST","ROADWAY_2014_Philadelphia","67301"
"3","3","67","2014","2014074513","02","898","W","3","2","2016","0030","30","ALLEGHENY AV","ROADWAY_2014_Philadelphia","67301"
