"COUNTY","CRASH_YEAR","CRN","LANE_COUNT","OFFSET","RDWY_ORIENT","RDWY_SEQ_NUM","ROAD_OWNER","ROUTE","SEGMENT","SPEED_LIMIT","STREET_NAME","COUNTY_YEAR","MUNICIPALITY"
"67","2018","2018016836","3 ","2826","W","3","1","0676","0003","55","VINE STREET EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018016840","3 ","2170","S","3","1","0095","0321","55","DELAWARE EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018016841","4 ","8","N","3","1","0095","0224","55","DELAWARE EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018016846","2 ","2009","N","3","2","3003","0020","40","TWENTYSIXTH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018016859","4 ","283","S","3","1","0095","0311","55","DELAWARE EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018016861","3 ","123","W","3","1","0076","3465","50","SCHUYLKILL EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018016868","3 ","530","E","3","1","0076","3460","50","SCHUYLKILL EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018016992","2 ","275","S","3","2","0001","0051","35","CITY AV","ROADWAY_2018_Philadelphia","46104"
"67","2018","2018017333","02","","N","3","3","","","35","ISLAND AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018017333","02","","E","4","3","","","25","SUFFOLK ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018018208","03","","W","3","4","","","45","WALT WHITMAN BR","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018018208","01","","W","4","4","","","25","WALT WHITMAN RAMP RD","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018018238","2 ","2706","S","3","2","1009","0111","25","BUSTLETON AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018018256","3 ","3323","N","3","1","0095","0170","55","DELAWARE EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018018262","4 ","2586","S","3","1","0095","0225","55","DELAWARE EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018018278","3 ","1317","S","3","1","0095","0131","55","DELAWARE EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018018301","3 ","2316","N","3","1","0095","0124","55","DELAWARE EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018018321","3 ","976","W","3","1","0076","3425","50","SCHUYLKILL EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018018366","2 ","220","N","3","2","1001","0010","35","RISING SUN AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018018366","3 ","984","S","4","2","0001","0181","40","ROOSEVELT BL","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018018372","01","","E","4","7","","","25","BETSY ROSS RAMP RD","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018018372","03","","E","3","7","","","25","BETSY ROSS BR","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018018464","2 ","1875","W","5","2","3010","0055","30","MARKET ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018018464","02","0","S","3","2","3005","0061","25","THIRTYFOURTH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018018464","02","","S","6","4","","","25","34TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018018464","4 ","1873","E","4","2","3010","0054","30","MARKET ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018018496","01","","E","4","4","","","25","WALT WHITMAN RAMP RD","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018018496","03","","E","3","4","","","45","WALT WHITMAN BR","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018018551","1 ","854","W","3","2","8009","0020","20","RAMP RD","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018018573","3 ","498","S","3","1","0095","0315","55","DELAWARE EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018018600","1 ","933","E","4","2","8008","0020","20","RAMP B RD","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018018600","3 ","1615","E","3","1","0076","3424","50","SCHUYLKILL EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018018609","4 ","2709","S","3","1","0095","0135","55","DELAWARE EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018018624","3 ","0","E","4","1","0676","0002","55","VINE STREET EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018018624","2 ","970","E","3","1","0076","3440","50","SCHUYLKILL EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018018638","01","","E","3","4","","","20","CUMBERLAND ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018018638","01","","N","4","4","","","20","CEDAR ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018018644","4 ","538","N","3","1","0095","0144","55","DELAWARE EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018018779","3 ","2151","S","3","1","0095","0165","55","DELAWARE EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018018781","4 ","2567","S","3","1","0095","0281","55","DELAWARE EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018018784","3 ","2350","E","3","1","0076","3394","50","SCHUYLKILL EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018018793","3 ","3508","N","3","1","0095","0170","55","DELAWARE EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018018808","4 ","2051","S","3","1","0095","0301","55","DELAWARE EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018018853","02","","S","4","4","","","25","34TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018018853","01","1645","E","3","2","3014","0014","25","SPRING GARDEN ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018018981","02","","S","6","4","","","25","34TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018018981","2 ","0","S","3","2","3005","0061","25","THIRTYFOURTH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018018981","2 ","1875","S","5","2","3010","0055","30","MARKET ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018018981","4 ","1873","N","4","2","3010","0054","30","MARKET ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018019531","2 ","0","E","3","2","3010","0080","30","MARKET ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018019531","2 ","0","W","4","2","3010","0081","30","MARKET ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018019531","2 ","0","N","5","2","3028","0010","25","JOHN F KENNEDY BL","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018019531","2 ","0","S","6","2","3028","0011","25","JOHN F KENNEDY BL","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018019812","3 ","1034","E","3","1","0676","0002","55","VINE STREET EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018019814","1 ","0","S","4","2","8003","0520","20","RAMP RD","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018019814","3 ","1226","S","3","1","0095","0185","55","DELAWARE EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018019833","2 ","1492","E","3","1","0676","0010","55","VINE STREET EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018019841","4 ","791","S","3","1","0095","0301","55","DELAWARE EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018019842","3 ","204","E","3","1","0076","3460","50","SCHUYLKILL EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018019843","2 ","3984","W","3","1","0076","3445","50","SCHUYLKILL EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018019844","3 ","398","W","3","1","0076","3435","50","SCHUYLKILL EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018019856","3 ","2475","W","3","1","0076","3465","50","SCHUYLKILL EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018019901","02","","W","3","4","","","25","WAGNER ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018019901","02","","N","4","4","","","25","OLD YORK RD","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018020023","2 ","2530","S","3","2","0532","0031","35","BUSTLETON AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018020037","3 ","2043","W","3","1","0676","0003","55","VINE STREET EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018020041","3 ","1541","S","3","1","0095","0321","55","DELAWARE EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018020066","02","604","W","3","2","8001","0500","20","RAMP D RD","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018020080","4 ","1475","N","3","1","0095","0300","55","DELAWARE EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018020081","4 ","494","S","3","1","0095","0311","55","DELAWARE EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018020112","1 ","277","W","3","2","8004","0250","20","RAMP A RD","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018020323","3 ","509","S","4","2","6001","0211","40","ROOSEVELT BL","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018020323","3 ","512","S","3","2","0001","0211","40","ROOSEVELT BL","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018020323","02","","W","5","4","","","30","SUMMERDALE AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018020365","3 ","0","S","4","2","0611","0071","30","BROAD ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018020365","3 ","0","N","3","2","0611","0070","30","BROAD ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018020365","01","","W","5","4","","","25","NORRIS ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018020384","2 ","1185","N","3","2","1001","0140","35","VERREE RD","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018020548","4 ","1257","N","3","1","0095","0220","55","DELAWARE EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018020563","3 ","1492","E","3","1","0076","3394","50","SCHUYLKILL EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018020652","03","","W","3","4","","","45","BEN FRANKLIN BR","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018020682","01","","N","3","4","","","25","MARTIN LUTHER KING JR DR","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018020782","99","","U","4","4","","","","CHURCH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018020782","2 ","2472","N","3","2","1004","0090","30","TORRESDALE AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018020805","4 ","2248","W","3","1","0076","3411","50","SCHUYLKILL EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018020806","3 ","1393","S","3","1","0095","0215","55","DELAWARE EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018020837","3 ","2333","E","3","1","0076","3420","50","SCHUYLKILL EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018020840","4 ","529","W","3","1","0076","3395","50","SCHUYLKILL EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018020867","3 ","1911","S","3","1","0095","0171","55","DELAWARE EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018020869","3 ","1469","E","3","1","0076","3470","50","SCHUYLKILL EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018020870","2 ","1297","E","3","1","0076","3444","50","SCHUYLKILL EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018020876","3 ","2023","E","3","1","0076","3394","50","SCHUYLKILL EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018020878","3 ","736","S","3","1","0095","0221","55","DELAWARE EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018020885","4 ","2246","N","3","1","0095","0250","55","DELAWARE EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018020898","4 ","2413","E","3","1","0076","3400","50","SCHUYLKILL EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018021020","3 ","188","S","3","1","0095","0315","55","DELAWARE EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018021110","1 ","3924","N","3","2","8017","0010","20","RAMP A RD","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018021792","3 ","0","N","3","2","0611","0070","30","BROAD ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018021792","01","","W","5","4","","","25","NORRIS ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018021792","3 ","0","S","4","2","0611","0071","30","BROAD ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018021852","3 ","593","S","3","1","0095","0315","55","DELAWARE EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018021896","4 ","603","S","3","1","0095","0285","55","DELAWARE EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018021898","2 ","1171","N","5","2","3003","0030","40","TWENTYSIXTH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018021898","3 ","1231","E","3","1","0076","3470","50","SCHUYLKILL EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018021898","02","","W","8","4","","","65","I-76 DR","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018021898","2 ","1114","S","6","2","3003","0031","40","TWENTYSIXTH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018021898","3 ","1709","W","4","1","0076","3471","50","SCHUYLKILL EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018021898","2 ","550","W","7","2","8020","0250","20","RAMP B RD","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018021901","3 ","2623","N","3","1","0095","0124","55","DELAWARE EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018021986","01","","E","4","4","","","25","PAGE ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018021986","01","","N","3","4","","","25","16TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018021992","03","","W","3","4","","","45","BEN FRANKLIN BR","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018022034","2 ","3476","E","3","1","0676","0014","55","VINE STREET EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018022117","3 ","1505","W","3","1","0676","0005","55","VINE STREET EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018022163","02","","E","3","3","3000","","25","CHESTNUT ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018022163","02","","S","4","3","0100","","25","30TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018022183","01","","E","4","4","","","25","ORTHODOX ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018022183","02","","S","3","4","2007","","25","FRANKFORD AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018022199","02","","E","4","4","","","25","JEFFERSON ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018022199","02","","S","3","4","","","25","10TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018022277","2 ","964","N","3","2","0532","0040","35","BUSTLETON AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018022303","4 ","1936","N","3","1","0095","0190","55","DELAWARE EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018022348","3 ","1097","S","3","1","0095","0161","55","DELAWARE EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018022354","3 ","2065","E","3","1","0676","0004","55","VINE STREET EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018022362","3 ","2101","S","3","1","0095","0325","55","DELAWARE EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018022369","4 ","2089","S","3","1","0095","0145","55","DELAWARE EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018022370","3 ","1408","S","3","1","0095","0315","55","DELAWARE EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018022383","3 ","3062","S","3","1","0095","0165","55","DELAWARE EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018022383","2 ","0","N","4","2","8001","0500","20","RAMP D RD","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018022393","3 ","1458","N","3","1","0095","0124","55","DELAWARE EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018022413","02","3700","W","3","1","0076","3445","50","SCHUYLKILL EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018022413","1 ","545","W","4","2","8016","0250","20","RAMP RD","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018022490","3 ","2572","W","3","1","0076","3425","50","SCHUYLKILL EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018022491","1 ","475","N","4","2","8012","0520","","RAMP D RD","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018022491","3 ","865","E","3","1","0676","0002","55","VINE STREET EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018022492","2 ","493","S","3","2","8019","0260","20","RAMP D RD","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018022501","4 ","2492","N","3","1","0095","0224","55","DELAWARE EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018022503","4 ","876","N","3","1","0095","0194","55","DELAWARE EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018022506","4 ","2338","S","3","1","0095","0225","55","DELAWARE EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018022512","2 ","547","W","3","1","0676","0011","55","VINE STREET EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018022514","1 ","426","E","3","2","8012","0250","20","RAMP A RD","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018022515","2 ","763","W","3","1","0676","0011","55","VINE STREET EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018022517","2 ","1774","N","3","2","9403","0010","55","I-95 COLLECTOR RD","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018022518","02","1414","N","3","2","9403","0020","55","I-95 COLLECTOR RD","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018022518","02","0","N","4","2","8049","0750","20","RAMP TO PA 291 EB/WB RD","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018022527","3 ","1226","S","3","1","0095","0185","55","DELAWARE EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018022527","1 ","0","S","4","2","8003","0520","20","RAMP RD","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018022528","1 ","2890","S","4","2","8009","0250","20","RAMP RD","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018022528","3 ","1507","S","3","1","0095","0211","55","DELAWARE EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018022556","4 ","452","N","3","1","0095","0260","55","DELAWARE EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018022561","4 ","758","N","3","1","0095","0194","55","DELAWARE EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018022562","3 ","2540","W","3","1","0676","0005","55","VINE STREET EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018022569","4 ","606","N","3","1","0095","0144","55","DELAWARE EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018022582","4 ","119","S","3","1","0095","0251","55","DELAWARE EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018022784","3 ","846","S","3","1","0095","0125","55","DELAWARE EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018023063","02","","S","6","4","","","25","34TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018023063","2 ","0","S","3","2","3005","0061","25","THIRTYFOURTH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018023063","2 ","1875","W","5","2","3010","0055","30","MARKET ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018023063","4 ","1873","E","4","2","3010","0054","30","MARKET ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018023131","3 ","177","N","3","1","0095","0324","55","DELAWARE EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018023138","5 ","1169","S","3","1","0095","0255","55","DELAWARE EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018023183","3 ","2399","E","3","1","0076","3434","50","SCHUYLKILL EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018023184","4 ","2554","N","3","1","0095","0190","55","DELAWARE EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018023193","3 ","441","N","3","1","0095","0184","55","DELAWARE EX","ROADWAY_2018_Philadelphia","67301"
