"ACCESS_CTRL","ADJ_RDWY_SEQ","COUNTY","CRASH_YEAR","CRN","LANE_COUNT","OFFSET","RDWY_ORIENT","RDWY_SEQ_NUM","ROAD_OWNER","ROUTE","SEGMENT","SPEED_LIMIT","STREET_NAME","COUNTY_YEAR","MUNICIPALITY"
"3","3","67","2002","2003008296","02","2236","E","3","2","2008","0020","40","GIRARD AV","ROADWAY_2002_Philadelphia","67301"
"","4","67","2002","2003008296","02","","S","4","4","","","25","FIFTEENTH ST","ROADWAY_2002_Philadelphia","67301"
"","7","67","2002","2003009924","03","","N","7","4","","","25","SIXTEENTH ST","ROADWAY_2002_Philadelphia","67301"
"3","6","67","2002","2003009924","02","1745","N","5","2","3027","0010","25","SIXTEENTH ST","ROADWAY_2002_Philadelphia","67301"
"3","3","67","2002","2003009924","02","1208","E","3","2","2676","0004","25","VINE ST","ROADWAY_2002_Philadelphia","67301"
"3","5","67","2002","2003009924","02","1578","N","6","2","3027","0010","25","SIXTEENTH ST","ROADWAY_2002_Philadelphia","67301"
"3","4","67","2002","2003009924","02","1796","W","4","2","2676","0005","25","VINE ST","ROADWAY_2002_Philadelphia","67301"
"","3","67","2002","2003009983","02","","E","4","4","","","","MOYAMESING AV","ROADWAY_2002_Philadelphia","67301"
"","4","67","2002","2003009983","01","","S","3","4","","","25","FIFTEENTH ST","ROADWAY_2002_Philadelphia","67301"
"3","3","67","2002","2003010226","02","1311","N","3","2","4002","0050","40","STENTON AV","ROADWAY_2002_Philadelphia","67301"
"","4","67","2002","2003010226","02","","E","4","4","","","25","SEDGWICK ST","ROADWAY_2002_Philadelphia","67301"
"3","3","67","2002","2003010251","02","2830","W","3","2","3018","0050","45","HAVERFORD AV","ROADWAY_2002_Philadelphia","67301"
"","4","67","2002","2003010251","02","","N","4","4","","","25","FIFTYFOURTH ST","ROADWAY_2002_Philadelphia","67301"
"","4","67","2002","2003010557","99","0","U","4","2","0291","","","OREGON AV","ROADWAY_2002_Philadelphia","67301"
"","3","67","2002","2003010557","04","","U","3","1","0095","","55","ROUTE 95 HW","ROADWAY_2002_Philadelphia","67301"
"","4","67","2002","2003010571","02","","N","5","4","","","25","WINDRIM AV","ROADWAY_2002_Philadelphia","67301"
"3","3","67","2002","2003010571","02","0","W","3","2","4005","0030","25","GERMANTOWN AV","ROADWAY_2002_Philadelphia","67301"
"","5","67","2002","2003010571","02","","U","4","4","","","25","WINGOHOCKING ST","ROADWAY_2002_Philadelphia","67301"
"3","3","67","2002","2003010628","01","2184","N","3","2","0013","0240","35","FRANKFORD AV","ROADWAY_2002_Philadelphia","67301"
"","4","67","2002","2003010628","02","","U","4","4","","","25","BLEIGH AV","ROADWAY_2002_Philadelphia","67301"
"3","3","67","2002","2003010724","02","2203","E","3","2","3018","0010","25","HAVERFORD AV","ROADWAY_2002_Philadelphia","67301"
"","3","67","2002","2003010737","02","","E","4","4","","","25","WILDEY ST","ROADWAY_2002_Philadelphia","67301"
"","4","67","2002","2003010737","02","","N","3","4","","","25","FRONT ST","ROADWAY_2002_Philadelphia","67301"
"","3","67","2002","2003010783","02","","N","3","4","","","35","BELFIELD AV","ROADWAY_2002_Philadelphia","67301"
"","3","67","2002","2003010809","02","","S","4","4","","","","FIFTH ST","ROADWAY_2002_Philadelphia","67301"
"","4","67","2002","2003010809","02","","W","3","4","","","","HUNTING PARK AV","ROADWAY_2002_Philadelphia","67301"
"3","3","67","2002","2003010834","02","562","N","3","2","1005","0130","25","CASTOR AV","ROADWAY_2002_Philadelphia","67301"
"3","5","67","2002","2003010834","02","0","N","5","2","1008","0040","25","LEVICK ST","ROADWAY_2002_Philadelphia","67301"
"3","6","67","2002","2003010834","02","0","S","6","2","1008","0041","25","LEVICK ST","ROADWAY_2002_Philadelphia","67301"
"3","4","67","2002","2003010834","02","565","S","4","2","1005","0131","25","CASTOR AV","ROADWAY_2002_Philadelphia","67301"
"","4","67","2002","2003010850","01","","N","3","4","","","25","FRONT ST","ROADWAY_2002_Philadelphia","67301"
"","3","67","2002","2003010850","01","","E","4","4","","","25","SOUTH ST","ROADWAY_2002_Philadelphia","67301"
"","3","67","2002","2003011217","02","","W","4","4","","","25","GODFREY AV","ROADWAY_2002_Philadelphia","67301"
"","4","67","2002","2003011217","02","","S","3","4","","","25","SUMMERDALE AV","ROADWAY_2002_Philadelphia","67301"
"","3","67","2002","2003011934","99","","U","4","4","","","","PELHAM RD","ROADWAY_2002_Philadelphia","67301"
"","4","67","2002","2003011934","99","","U","3","4","","","","HORTTER ST","ROADWAY_2002_Philadelphia","67301"
"","3","67","2002","2003011936","99","","E","4","4","","","","CLIVEDEN ST","ROADWAY_2002_Philadelphia","67301"
"","4","67","2002","2003011936","99","","N","3","4","","","","MANSFIELD ST","ROADWAY_2002_Philadelphia","67301"
"","4","67","2002","2003011941","02","","U","3","4","","","25","FORTY FOURTH ST","ROADWAY_2002_Philadelphia","67301"
"","3","67","2002","2003011941","99","","E","4","4","","","30","MARKET ST","ROADWAY_2002_Philadelphia","67301"
"1","3","67","2002","2003011975","03","2336","S","3","1","0001","0131","50","","ROADWAY_2002_Philadelphia","67301"
"3","3","67","2002","2003011988","02","470","W","3","2","0013","0030","","GIRARD AV","ROADWAY_2002_Philadelphia","67301"
"3","3","67","2002","2003011992","02","679","N","3","2","0001","0050","35","CITY AV","ROADWAY_2002_Philadelphia","67301"
"3","4","67","2002","2003011992","02","679","S","4","2","0001","0051","35","CITY AV","ROADWAY_2002_Philadelphia","67301"
"","5","67","2002","2003011992","02","","W","5","4","","","25","FIFTYFOURTH ST","ROADWAY_2002_Philadelphia","67301"
"3","3","67","2002","2003012072","02","2533","B","3","2","0013","0010","35","BALTIMORE AV","ROADWAY_2002_Philadelphia","67301"
"","4","67","2002","2003012112","01","","W","3","4","","","25","YORK ST","ROADWAY_2002_Philadelphia","67301"
"","3","67","2002","2003012112","02","","N","4","4","","","25","CARLISLE ST","ROADWAY_2002_Philadelphia","67301"
"","4","67","2002","2003050158","01","","N","3","4","","","35","RICHTON RD","ROADWAY_2002_Philadelphia","67301"
"","3","67","2002","2003050158","02","","E","4","4","","","35","BELGREEN RD","ROADWAY_2002_Philadelphia","67301"
"","4","67","2002","2003050182","02","","E","4","4","","","25","TULPEHOCKEN ST","ROADWAY_2002_Philadelphia","67301"
"3","3","67","2002","2003050182","02","1919","N","3","2","4002","0070","35","STENTON AV","ROADWAY_2002_Philadelphia","67301"
"3","3","67","2002","2003050207","02","633","N","3","2","4002","0080","35","STENTON AV","ROADWAY_2002_Philadelphia","67301"
"","4","67","2002","2003050207","01","","E","4","4","","","","HAINES ST","ROADWAY_2002_Philadelphia","67301"
"","3","67","2002","2003050219","02","","W","3","1","0076","","50","SCHUYLKILL EX","ROADWAY_2002_Philadelphia","67301"
"","3","67","2002","2003050251","99","","U","4","4","","","","GREENE ST","ROADWAY_2002_Philadelphia","67301"
"","4","67","2002","2003050251","99","","U","3","4","","","","MT PLEASANT RD","ROADWAY_2002_Philadelphia","67301"
"3","3","67","2002","2003050311","02","703","E","3","2","1014","0050","35","RHAWN ST","ROADWAY_2002_Philadelphia","67301"
"","4","67","2002","2003050311","02","","N","4","4","","","25","CALVERT ST","ROADWAY_2002_Philadelphia","67301"
"","3","67","2002","2003050367","01","","W","3","3","","","30","BLEIGH AV","ROADWAY_2002_Philadelphia","67301"
"","4","67","2002","2003050623","01","","W","3","4","","","25","TENTH ST","ROADWAY_2002_Philadelphia","67301"
"","3","67","2002","2003050623","02","","W","4","4","","","25","PORTER ST","ROADWAY_2002_Philadelphia","67301"
"","3","67","2002","2003050190","02","","N","4","4","","","","ELMWOOD AV","ROADWAY_2002_Philadelphia","67301"
"","4","67","2002","2003050190","02","","W","3","4","","","","ARDELL ST","ROADWAY_2002_Philadelphia","67301"
"","4","67","2002","2003050199","02","","E","4","4","","","","GATES ST","ROADWAY_2002_Philadelphia","67301"
"3","3","67","2002","2003050199","02","408","S","3","2","4001","0091","35","HENRY AV","ROADWAY_2002_Philadelphia","67301"
"","3","67","2002","2003050230","02","","S","3","4","","","","TENTH ST","ROADWAY_2002_Philadelphia","67301"
"","4","67","2002","2003050262","02","","N","4","4","","","25","FIFTYSIXTH ST","ROADWAY_2002_Philadelphia","67301"
